en_sentence	fa_sentence	translation	variety	county	orthography	translator
that you've been in a wrong position altogether	اصلاً در انتخاب کردن محل کار هم برایت سوء تفاهمی حاصل شده است.	اصلن اون محل کار انتخاب هکردن واسسه هم ته سسه بدفهمی پیش بییمو	Central Mazani	Babol	Farsi	Vol_6	
I know the answer to many riddles.	من پاسخ بسیاری از معماها را میدانم.	من جواب خله ازین معماها ره دومبه	Central Mazani	Babol	Farsi	Vol_6	
he always had his points at his fingers' ends in the morning.	فردای آن روز بر دقایق نکات و ظرایف امور پروندهء خویش احاطهء کامل داشت.	فردای اون روز اون تموم نکات و ریزه کاریهای شه پرونده ره کاملن دونسسه	Central Mazani	Babol	Farsi	Vol_6	
so that none of them could miss a word	طوری که همه تمام صحبتش را درست بفهمند	جوری که همه تموم ونه حرفا ره درس بفهمن	Central Mazani	Babol	Farsi	Vol_6	
I did not come this way,' I said.	خیلی متأاسفم. من متوجه این نکته نشدم.	خله ناراتمه. من این نکته ره نفمسسمه	Central Mazani	Babol	Farsi	Vol_6	
without any scene from which she did not return with the same unperturbed keenness of eye and the same high natural color.	بی آنکه هنگام بازگشت از جایی اندک تغییری در نگاه آرام چشمان تیزبینش یا چهره گلگونش ببینید.	بی اونکه دییه از جایی اییمو ونه آروم تیزوینه اِش یا ونه اون سرخه لاله دیمِ دله تغییری بوینین	Central Mazani	Babol	Farsi	Vol_6	
I can even say definitely that it was a marriage of affection.	در این خصوص هم من مدارک مثبتی بدست دارم.	اینتای خوری هم من خاره مدارک به دس بیاردمه	Central Mazani	Babol	Farsi	Vol_6	
before going down she went into the room where the icons hung	از جا برخاست و پیش از آنکه پایین برود به اتاق شمایل رفت	اونجه ی جا پرسسا و پیش از اینکه جر بوره به اتاق شمایل بورده	Central Mazani	Babol	Farsi	Vol_6	
she recalled his composure, and a feeling of anger against him impelled her to tear the sheet with the phrase she had written into tiny bits.	به یاد خونسردی و تسلط بر نفس ورانسکی افتاد و احساس خشم نسبت به او وادارش کرد که کاغذ را پاره کند.	وقتی یاد اون خونسردی و اعتمادی که ورانسکی شه رو داشته دکته غظی که نسبت به وه ونه دله دکته باعث بییه که برگه ره بوسنده	Central Mazani	Babol	Farsi	Vol_6	
I had not deceived him, though, not for a moment.	معلوم شد که با این تظاهرات نتوانستم بودم او را فریب بدهم.	ملوم بییه که با این تظارات نتونسسمه وره گول بزنم	Central Mazani	Babol	Farsi	Vol_6	
as if his death had been not his own decision	درست مثل این که مرگ او به تصمیم خودش ربطی ندارد	درس مونند اینه که ونه مرگ ونه تصمیم ره هیچ ربطی نارنه	Central Mazani	Babol	Farsi	Vol_6	
I didn't realize someone was holding my hand until whoever it was squeezed it lightly.	من متوجه نشدم که کسی دستم را نگه داشته است تا زمانی که هر کسی که بود با آرامی آن را فشرد.	من نفهمسسمه که کسی مه دس ره دارنه تا اون گدر که هر کسی که بییه وره یواش جِق هدا	Central Mazani	Babol	Farsi	Vol_6	
to invent an easy justification for his surrender.	برای تسلیم شدن خود عذر موجهی تراشید.	تسلیم بیین واسسه عذر قابل قبولی بتاشیه	Central Mazani	Babol	Farsi	Vol_6	
it had been transformed and become fitted to shelter chaste mysteries.	دگرگون شده و به پوشاندن رازهای عفیفانه اختصاص یافته بود.	پشتیم پلی بییه و رازهایی پاک ره دپوشیئن واسه خار بییه	Central Mazani	Babol	Farsi	Vol_6	
slapped her left hand on its biceps in a fascinating	در این حال دست چپش را به حالت توجه برانگیز و مرموزی روی ران گذاشته بود.	در این حال شه دس ره ات جوری که توجه بیره و خله مرموز واری سرین رو بشت بییه	Central Mazani	Babol	Farsi	Vol_6	
meeting with any interruption by the way.	بدون این که در ضمن راه به مانعی برخورد کند	بی اونکه را بوردن گدر به ات تا مانع برخورد هکنه	Central Mazani	Babol	Farsi	Vol_6	
but at the same instant the man raised his light, which flashed in his face	لکن در همان لحظه مرد چراغ را بلند کرد و صورتش روشن شد.	ولی همون دم مردی چراغ ره بلن هکردا ونه دیم سو دکته	Central Mazani	Babol	Farsi	Vol_6	
still more, in endeavouring to escape from them after so much trouble and expense had been incurred in his recovery.	بدتر از آن اینکه بعد از آن همه زحمات و مخارجی که دوستان متحمل شدند تا بر او دست یافتند دوباره قصد فرار داشته است.	بدتر از اینکه بعد از اون همه زمت و خرجی که رفقون هکردنه تا وره دس بیاردنه ایی قصد داشته در بوره	Central Mazani	Babol	Farsi	Vol_6	
taking care to stand on one side, so that, screened by the curtain, I could see without being seen.	دقت داشتم طوری از شکاف پرده بیرون را نگاه کنم که خودم دیده نشوم.	دقت داشتمه که جوری پرده ی درز جا دیا ره بشم که شه دیده نووم	Central Mazani	Babol	Farsi	Vol_6	
so he smuggled out some hundred dollar plates that were supposed to have been destroyed	در نتیجه یک لوحه اسکناس صد دلاری حکاکی کرد که قرار بود بعد از استفاده آن را از بین ببرد.	در نتیجه ات تا لوحه اسکناس صد دلاری بکنسسه که قرار بییه پس از استفاده وره از بین بوره	Central Mazani	Babol	Farsi	Vol_6	
still lingered about the same spot.	همواره هم در همان حول وحوش بود.	همیشه هم در همون دور و ور دییه	Central Mazani	Babol	Farsi	Vol_6	
but not once of the impending danger.	ولی حتی یک بار به فکر خطری که در پیش بود نیفتاد.	ولی ات تا بار هم خطری که در پیش دییه فکر هم نکته	Central Mazani	Babol	Farsi	Vol_6	
he has become intensely interested in looking after it.	عجیب شور و شوقی برای رسیدگی به این جا پیدا کرده.	ات شور و شوق عجیبی به اینجه ره برسی ینِ سسه پیتا هکرده	Central Mazani	Babol	Farsi	Vol_6	
but which had protected him from an awareness of his age.	چیزی که به هر حال نگذاشته بود متوجه گذشت زمان بشود.	ات چی که به هر حال نشته وه گذر روزه ما ره بفهمه	Central Mazani	Babol	Farsi	Vol_6	
evasions until it turned into nothing but an illusion.	تا این که کاملاً ضایع شد و به صورت یک سراب درآمد.	تا اینکه درسسی خراب بییه و سراب جور دربیمو	Central Mazani	Babol	Farsi	Vol_6	
but sadder, without his gentleness.	اما اندوه بار و عاری از نرمخویی.	ولی غمبار و بیدون نرمی و خش خویی	Central Mazani	Babol	Farsi	Vol_6	
to tell me who you are and the cause that has brought you to live or die in these solitudes like a brute beast,	به من بگویید که کیستید و چه چیز باعث شده است که در این نقاط خلوت همچون درندگان بسر برید و با مرگ دست به گریبان باشید	مه ره بوین کی هسسنی و چی باعث بییه که این خلوت و خالی جا درندهای جور دویین و بمردن جا دسه پنجه نرم هکنین	Central Mazani	Babol	Farsi	Vol_6	
it is a fancy you have taken in your head	که هنوز این تصور است و صورت وقوعی در خارج ندارد.	که هنو این تصور دره و دیای دله هیچ شکل انجام ندارنه	Central Mazani	Babol	Farsi	Vol_6	
all cooked and eaten that very evening.	تمام کشتگان را همان روز پخته و خورده بودند.	همه بکوشت ره همون روز بپتنا بخردنه	Central Mazani	Babol	Farsi	Vol_6	
that if we had not dragged him off him, he would have beaten or bitten him to death	که اگر ما او را از چنگ وی بیرون نکشیده بودیم آن بیچاره را با مشت و گاز کشته بود.	که اگه اما وره ونه چنگ جا درنیاردبوییم وئه بدبخ ره با میس و گاز بکوشت بینه	Central Mazani	Babol	Farsi	Vol_6	
a high and holy person like that looked on it as an honour!	این اقدام را بم نزلهٔ افتخاری بزرگ برای خود میدانست.	این کار ره ات تا گته افتخار واری شه سسه دونسسه	Central Mazani	Babol	Farsi	Vol_6	
to bright hopes that never shone upon their own sombre lives.	یا امیدی که هرگز در زندگی تیره و تار خودشان ندرخشیده است.	یا اومیدی که هیچ وخ ونه تیره تار زندگی سو سو نزو	Central Mazani	Babol	Farsi	Vol_6	
when she sets herself to press a point	زیرا همین که این فکر به مغز ترز راه یافت	چونکه همینکه اینتا فکر ترز مغز دکته	Central Mazani	Babol	Farsi	Vol_6	
the incident ought not to be neutralised by replacing with something more delicate the comfort lost	چنین اتفاقی نباید با جبران کردن این وضع نامطلوب با وضع مطلوبی بی اثر شود.	همچی اتفاقی نونه با جبران هکردن ات تا نخشه وضع با ات تا خاره وضع بی اثر بووه	Central Mazani	Babol	Farsi	Vol_6	
not having to cook.	آخه مجبور نبودم غذا بپزم و کارهای خو نه رو بکنم.	آخه ناچار نیمه که غذا بپزما سره ی کارا ره هکنم	Central Mazani	Babol	Farsi	Vol_6	
he had upset his father, and that the old man	توانسته است پدرش را متنبه سازد و	بتونسسه شه پر ره بفمنده	Central Mazani	Babol	Farsi	Vol_6	
putting the light near his face	در حالیکه چراغ را پیش صورت خود گرفت	همتی که چراغ ره شه دیم ور بیته	Central Mazani	Babol	Farsi	Vol_6	
I remarked laughingly on the change in his present circumstances from those when we had both been medical students.	با خنده اشاره به تفاوت وضع فعلی او با وضع زمان تحصیلش کردم.	با خنده به فرق هکردن ونه اسای وضع با وضعی که درس بخونسسن گدر داشته هکردمه	Central Mazani	Babol	Farsi	Vol_6	
I thought he would help me.	فکر کردم به من کمک خواهد کرد	فکر هکردمه مه ره کومک کنده	Central Mazani	Babol	Farsi	Vol_6	
then the keeper touched him on the arm, and he turned and went back to breaking stone.	سپس نگهبان بازویش را لمس کرد و او برگشت و رفت تا تار خرد کردن سنگ را ادامه دهد.	ایی نگهبان ونه بال ره دس بکشیه و وه دگرسسا بورده تا به خورد هکردن سنگ ادامه هده	Central Mazani	Babol	Farsi	Vol_6	
I heard a little gasp and I looked up.	صدای بریده شدن نفس کسی را شنیدم و بالا را نگاه کردم.	ات آدم نفس بوری بیین ره بشنوسسما بالا ره بشامه	Central Mazani	Babol	Farsi	Vol_6	
telling him somehow that this was his brother	به او گواهی داده بود که آن مرد باید برادرش باشد.	وره گواهی هدا که اون مردی وسسه ونه برار باشه	Central Mazani	Babol	Farsi	Vol_6	
in the futile hope that whoever it was might go away after a single attempt.	به این امید عبث که هر که بود راهش را بکشد و برود.	این امید بیخد که هر کی بیه شه را ره بکشه و بوره	Central Mazani	Babol	Farsi	Vol_6	
bore a cruel look of being avenged, which they would henceforth bear for ever.	رضایت خالی از ترحم کسی را در خود منعکس کرده بود که انتقام خویش را گرفته باشد.	دلخشی بیدون رحم ات ادم ره شه دله نشون هدا که شه انتقام ره بهیت باشه	Central Mazani	Babol	Farsi	Vol_6	
for if you are killed I shall be alone in the world	در این عالمی که غیر از گریه کاری ندارم	این دنیای دله که برمه بکته کاری دیگر نارمه	Central Mazani	Babol	Farsi	Vol_6	
growing confused, and constantly losing the thread of his ideas.	لکن در عین حال خود گرفتار نگرانی و تشتت افکار شدیدی بود.	ولی شه گرفتار اته دلنگرونی و فکرای دیی دپشوس بییه	Central Mazani	Babol	Farsi	Vol_6	
the lad would like to be under me and give his mind to business.	جوانک میل دارد زی دست من کار کند و کسب و کار یاد بگیرد.	جوانه دوس دارنه که مه زیردس کار هکنه و کار کاسبی یاد بیره	Central Mazani	Babol	Farsi	Vol_6	
with a strong slash across the neck, I thoroughly despatched it.	با شمشیر ضربتی محکم بر گردنش فرود آوردم و کار او را ساختم.	با ات تا شمشیر اتا ضربه ونه گردن رو بزومه و ونه کار ره بساتمه	Central Mazani	Babol	Farsi	Vol_6	
but I awoke next morning after nine o'clock when they knocked at my door.	فردا بامداد اندکی پس از ساعت نه از صدای در بیدار شدم.	فردا صب اتکه ساعت نه به بعد در چمر جا ویشار بیمه	Central Mazani	Babol	Farsi	Vol_6	
the wretchedness of an old man interests no one.	اما بینوایی یک پیرمرد را هیچ کس مهم نمیشمارد.	ولی بدبختی و بیکسی ات تا پیرمرد ره هیچکی جدی نینه	Central Mazani	Babol	Farsi	Vol_6	
each turned his attention to the weapon he would be using on the night of the strike.	به سراغ اشیائی رفتند که قرار بود در شب حمله بکار برند.	بوردنه اون چکه چی ی سراغ که قرار بیه حمله ی شو به کار بورن	Central Mazani	Babol	Farsi	Vol_6	
having gained which strategic position, however, he stopped and looked back to see if he might hope for pardon.	لکن چون به آنجا رسید توقف و منتظر عفو شاهزاده گردید.	ولی چون اونجه برسیه اس هکردا مطل بییه شازاده ببخشه	Central Mazani	Babol	Farsi	Vol_6	
I watched them walk down the hill and disappear behind a wall.	دیدمشان که از تپه پایین رفتند و پشت دیواری ناپدید شدند.	وشون ره بدیمه که تپه ی جا جر بوردنه و ات تا کتِ پش نادیار بینه	Central Mazani	Babol	Farsi	Vol_6	
in obedience to the doctor's impulse, home they went.	مطابق میل دکتر همگی بازگشتند.	دکتر میل پشتی همگی بردگرسسنه	Central Mazani	Babol	Farsi	Vol_6	
the power of meriting the kindness which seemed so frankly offered me before it was earned.	قدرتی به من بدهد تا خود را شایسته محبتی کنم که قبل از احراز آن شایستگی در حق من روا داشته بود.	ات تا توان مه ره هده که شه خد ره درخر مهر و محبتی بوینم که پیش از اینکه شایسته باشم مه ره هدا بییه	Central Mazani	Babol	Farsi	Vol_6	
it seemed to himthat what he had just said was really true.	چنین به نظرش رسید که حقیقت را بیان کرده است.	اتی ونه نظر برسیه که حقیقت ره بتته	Central Mazani	Babol	Farsi	Vol_6	
hung low over the field of battle on the horizon.	در فاصله اندک بر فراز میدان کارزار معلق بود.	در اتکه فاصله بالای میدون جنگ معلق بییه	Central Mazani	Babol	Farsi	Vol_6	
that nobody was quite sure what the truth was anymore.	چنان که دیگر هیچ کس اطمینان نداشت حقیقت امر چه بوده است.	چنون که دیگه هیشکی ندونسسه که حقیقت درواقع چی بییه	Central Mazani	Babol	Farsi	Vol_6	
hoping she would tarry yet awhile longer.	در ضمن امیدوار بود که دختر قدری دیگر رفتنش را به تأخیر اندازد.	همچین اومید داشته که کیجاک شه بوردن ره پش دم بده	Central Mazani	Babol	Farsi	Vol_6	
never lifted her eyes from her book, or asked a single question.	ولی چشمانش را از روی کتاب اصلاً بلند نکرد و سؤال هم ننمود.	ولی شه چش ره اصلن کتاب رو نیته و هچ نپرسیه	Central Mazani	Babol	Farsi	Vol_6	
in spite of the fact that he had made such drastic resolutions in regard to	تصمیم راسخی که درباره کارگرهای زیردستش گرفته بود	ات تا جدی تصمیم که شه زیردس کارگرای سسه بیته	Central Mazani	Babol	Farsi	Vol_6	
but to tell you the truth, what happened back at the office scared the wits out of me.	اما حقیقت را به شما بگویم ف ان چه امشب در دفترم رخ داد از ترس زهره ترکم کرد.	ولی راس ره شما ره بووم اونچه امشو مه دفتر پیش بیمو از ترس مه زله بوسسه	Central Mazani	Babol	Farsi	Vol_6	
I made my humble acknowledgments to his highness for so great a favour.	از ای نرو با فروتنی و شکسته نفسی بر آن عالی جناب به سبب لطف و مرحمتی که در حق من نموده بود سپاس گزاردم.	همینتای سسه با فروتنی اون عالیجناب جا اون خوبی و لطفی که مه جا داشته تشکر هکردمه	Central Mazani	Babol	Farsi	Vol_6	
in fact, she could not bear the earth in her mouth.	در واقع نتوانست وجود خاک را در دهانش تحمل نماید.	به راسسی نتونسه خاک ره شه دهون دله تحمل هکنه	Central Mazani	Babol	Farsi	Vol_6	
he decided to deny themotion.	تصمیم گرفت درخواست بلناپ را رد کند.	تصمیم بیته که بلناپ پیشنهاد ره رد هکنه	Central Mazani	Babol	Farsi	Vol_6	
that for the first time I shall have to show all I can do.	برای نخستین بار بالاخره آنچه را که به انجام آن قادر هستم نشان بدهم.	اولی وار سرآخر اونچه ره که تومبه انجوم هدم ره نشون هدم	Central Mazani	Babol	Farsi	Vol_6	
the harpooneer might be standing in the entry, all ready to knock me down!	زوبین انداز در مدخل مسافرخانه منتظر من نباشد تا از پا درم بیاورد.	زپپین دم ده مسافرخنه دم در مه چش به را نووه که مه ره از پا در بیاره	Central Mazani	Babol	Farsi	Vol_6	
aimed it a yard on one side on purpose, for fear of hurting him.	مخصوصاً یک وجب دورتر نشانه گرفت تا به او نخورد و آسیبی نرساند!	عمدی ات وجب دورترک ره نشونه بیته تا که وره نخره و به وه صدمه نرسه	Central Mazani	Babol	Farsi	Vol_6	
he had best cut away his part of the hull and tow it home.	بهتر این است که سهمش را از بدنه کشتی بگیرد و به خانه ببرد.	این بیتتر هسسه که شه سهم ره بدنه ی کشتی جا بیره و شه سره بوره	Central Mazani	Babol	Farsi	Vol_6	
before a youth of obviously so much more training and schooling than he possessed	در برابر این جوان که آشکارا معلومات و تحصیلات بسیار بیشتری از او داشت	این جوون برابر که ملوم بیه تحصیلات و دانش ویشتری ونه جا داشته	Central Mazani	Babol	Farsi	Vol_6	
but the psychological feeling was still one of utter exposure.	ولی احساس روانی او این بود که انگار درمعرض دید همه قرار داشت.	ولی ات تا احساس روانی داشته که انگاری همه دیدرس دییه	Central Mazani	Babol	Farsi	Vol_6	
he made me promise several times never to speak of that letter to any one	به من قسم داد که از این کاغذ مطلقا در هیچ جای ذکری از آن نکنم	مه ره قسم بدا که این برگه ی جا هرگز هیچ جای دیگر یاد نکنم	Central Mazani	Babol	Farsi	Vol_6	
which she did with right good will	ماری تورن به طیب خاطر حاجت او را اجابت کرد	ماری تورن با خاطر خش ونه خواسسه ره انجوم هدا	Central Mazani	Babol	Farsi	Vol_6	
gesturing him to the ground.	به او اشاره کرد که به زمین فرود آمید.	وره اشاره هکرده که بنه جر بین	Central Mazani	Babol	Farsi	Vol_6	
with their help he will by his own exertions reach the summit of polite literature	به کمک همان السنه خواهد توانست خود به خود بر اوج ادبیات بشری صعود کند	با کومک همون زوون تونده خد به خد اونادبیات بشری موچِک بالا بوره	Central Mazani	Babol	Farsi	Vol_6	
before I could get spirits enough to creep out of my cave, the day was far advanced.	پیش از آنکه حال و حوصله بیرون آمدن از آن را پیدا کنم مدتی بود که روز فرا رسیده بود.	پیش از اون که حال و حوصله ی دیا دربیموئن ره دارم ات گدر بیه که روز بهی بیه	Central Mazani	Babol	Farsi	Vol_6	
even to our rusticity his gentle bearing sufficed to make it plain.	ما روستاییان نیز توانسته بودیم دریابیم.	اما دهاتیها هم تونسمی که بفمیم	Central Mazani	Babol	Farsi	Vol_6	
he could not prevent the man seeing him.	اما نتوانست چنان کند که مرد غریب نبین دش.	اما نتونسسه اتی هکنه که غریبه مردی وره نوینه	Central Mazani	Babol	Farsi	Vol_6	
he had no need to be surrounded by beautiful things.	هیچ حاجت نداشت که گرد او را چیزهای زیبا گرفته باشد.	هیچ نیاز ناشته که ونه دور ره چیزای خجیر بیره	Central Mazani	Babol	Farsi	Vol_6	
so I just made a little private moan for my one beauty.	بنابراین فقط خواستم یک خرده برای تنها چیز زیبایی که داشتم گریه کنم.	بنابراین فقط خواسسمه اتکه تنها چیزی که داشتمه ی سسه برمه بکنم	Central Mazani	Babol	Farsi	Vol_6	
she understood that her fate was sealed.	فانتین دانست که حکم صادر شده است.	فانتیت بدونسسه که حکم صادر بییه	Central Mazani	Babol	Farsi	Vol_6	
but she had the ardent woman's need to rule beneficently by making the joy of another soul.	اما مانند هر زن با احساسی نیاز داشت با شاد کردن روح انسان دیگری بر او خیرخواهانه حکومت کند.	اما مونند هر زن بااحساسی نیاز داشته که با شاد هکردن روح اتی آدم خیرخواهانه ونه رو پادشایی هکنه	Central Mazani	Babol	Farsi	Vol_6	
had his meals as usual	هر سه وعده غذایش را در آنجا خورد.	شه هر سه وده غذا ره اونجه بخرده	Central Mazani	Babol	Farsi	Vol_6	
I saw him''she lowered her voice and leaned toward me''change.	او صدایش را پایین آورد و به طرف من خم شد	وه شه صدا ره پایین بیارده و مه ور لب بییه	Central Mazani	Babol	Farsi	Vol_6	
pausing for just a moment to let the light spill into the boy's room	کمی مکث کرد تا اتاق بچه ر وشن شود	کمی اس هکرده تا وچه ی اتاق روشن بووه	Central Mazani	Babol	Farsi	Vol_6	
flinging herself into a chair	دلفین خود را روی صندلی انداخت و گریه را سر داد.	دلفین شه خد ره صندلی رو دم بدا و برمه ره سر هدا	Central Mazani	Babol	Farsi	Vol_6	
I floundered around in my head, trying to remember how to close it.	تلاش کردم به یاد بیاورم که چگونه باید آن را ببندم.	کوشش هکردمه یاد بیارم که چتی ونه وره دوندم	Central Mazani	Babol	Farsi	Vol_6	
this fan awakened a recollection	این باد زن خیالی را در خاطر او انداخت	این وا زن ات تا خیال ره ونه یاد دم بدا	Central Mazani	Babol	Farsi	Vol_6	
but I felt disinclined to go and look at them	ولی من برای دیدن آن زیاد راغب نبودم.	ولی من خله دلخوای ونه بدیئن نیمه	Central Mazani	Babol	Farsi	Vol_6	
his glance wandered away with the stream	نگاه متحیرش با مسیر جریان آب همسو شد.	ونه وش بیی چش با مسیر اوی روش بکشی یکی بییه	Central Mazani	Babol	Farsi	Vol_6	
coming from the wing?	مث اینکه صدا از سمت بال هواپیما میاد	انگاری بال هواپیمای جا چمر انه	Central Mazani	Babol	Farsi	Vol_6	
death by the hands of the mutineers.	یکی از یاغیان و راه دیگری وجود ندارد.	ات تا از یاغی ها و هیچ راهی دگر دنی یه	Central Mazani	Babol	Farsi	Vol_6	
so of what she had said they only noticed, and repeated in a whisper	به این جهت از تمام بیان او تنها متوجه کلمه زشت و رکیک آن شدند	همین تای سسه از تموم اون حرفای وه فقط متوجه ونه نخشا بی تربیتی حرفا بینه	Central Mazani	Babol	Farsi	Vol_6	
but that he had a positive dislike for her.	بلکه نوعی تنفر مثبت از او نیز دارد پاک در حیرت شد.	ولکه جوری خاره بزیاری ونه جا دارنه خله وش بییه	Central Mazani	Babol	Farsi	Vol_6	
I'll not risk my heart a third time.	نمی خوام برای بار سوم روی قلبم قمار کنم .	نخوامبه بار سوم شه دل رو قوما رهکنم	Central Mazani	Babol	Farsi	Vol_6	
he had withstood this temptation.	او این وسوسه را نپذیرفته بود.	وه این وسوسه ره قبول نکرده	Central Mazani	Babol	Farsi	Vol_6	
between us we settled on the details of its accomplishment.	با هم جزئیات انجام دادن آن را تنظیم کردیم.	با همدیگه ونه جزییات انجوم برسندیئن ره تنظیم هکردمی	Central Mazani	Babol	Farsi	Vol_6	
as incredulous of my sanity.	مثل این که در سلامت عقل من شک داشتند.	انگاری مه سلامت عقل رو شک داشتنه	Central Mazani	Babol	Farsi	Vol_6	
that a man of character should devote his energies to plotting and intrigues	که چگونه ممکن است مردی با شخصیت تمام توش و توان خود را صرف توطئه ریزی و نقشه کشیدن کند	چتی ممکنه که ات با شخصیته مردی شه تموم توان و زور ره توطئه و نقشه دکشیئن وسسه به کار دونده	Central Mazani	Babol	Farsi	Vol_6	
in which all was clear, but nothing eternal or mysterious.	همه اسرار زیر این گنبد برای او آشکار و روشن است و دیگر هیچ چیز ابدی و اسرارآمیز نیست.	همه راز این گنبد بن ونه واسه دیار و روشنده و دیگه هیچ چی ابدی و رازدار نیه	Central Mazani	Babol	Farsi	Vol_6	
then you will know the happiness of forgiving.	اگر چنین کنی آن وقت لذت عفو و اغماض را درک خواهی کرد.	اگه اتی هکنی اونوخ خشی ی بخشش و چش دپوشیئن ره فهمنی	Central Mazani	Babol	Farsi	Vol_6	
as if toil were life itself	بدان گونه که گویی زحمت و کار خود زندگی بود	اتی که انگار زمت و کار خد دَیین زندگی بییه	Central Mazani	Babol	Farsi	Vol_6	
but when I came to it and opened it I saw that it was a garden room	اما وقتی در را گشودم دیدم که به اتاقی شبیه به انبار راه پیدا کردم.	ولی اون گدر که در ره وا هکردمه بدیمه که به ات تا انباری ماقونه اتاق را پیتا هکننه	Central Mazani	Babol	Farsi	Vol_6	
assured them that by way of doxology to the deed he had done	بدیشان اطمینان داد که محض تبجیل و تبرک عملی که کرده است	وره اطمینون هدا که برای تبرک کاری که هکرده	Central Mazani	Babol	Farsi	Vol_6	
for a man he was to her	زیرا ارلاندو برای او مرد بود	چونکه ارلاندو ونه واسسه مرد بیه	Central Mazani	Babol	Farsi	Vol_6	
tied it to the other side of his collar like reins over his neck	سر دیگر آن را مثل افسار به گردن حیوان بست.	ونه اتی سر ره اوسار واری حیوون گردن دوسسه	Central Mazani	Babol	Farsi	Vol_6	
that suspicion was the only wise attitude with regard to it.	تنها راه عاقلانه این است که با بدگمانی به آن نگریسته شود.	عاقلانه ترین را اینه که با بدگمونی وره بشن	Central Mazani	Babol	Farsi	Vol_6	
here he raised his hand as if unconsciously	در این لحظه دستش را بالا برد.	این دم شه دس ره بالا بورده	Central Mazani	Babol	Farsi	Vol_6	
which I would gladly have enjoyed longer	که کمال میل را داشتم که مدتی طولانی از او محظوظ گردم.	این میل ره به درسسی داشتمه که خله توم ونه جا خش باشم	Central Mazani	Babol	Farsi	Vol_6	
then with two backward sweeps of his hand he had overthrown two more assailants	دو تن دیگر را با دو ضربت پشت دست بر زمین انداخت و هر یک از آن دو را زیر یک زانویش جای داد.	دِ تا آدم دیگر ره دِ تا ضربه پش دس بنه دم بدا و هر کدوم ره شه زندیِ بن جا هدا	Central Mazani	Babol	Farsi	Vol_6	
when everyone was just confused and scared?	در حالی که همه بلااستثناء هراسان و آشفته بودند	در حالی که همه بی استثنا دپشوس و بترسی بینه	Central Mazani	Babol	Farsi	Vol_6	
with almost a quaking sense of adventure.	با احساسی از ماجراجوئی بلند کرد.	ات جور با احساس ماجراجویی بلن هکرده	Central Mazani	Babol	Farsi	Vol_6	
I grab my jacket and almost run out of the office	کیفم را برداشتم و فوری از دفتر کار بیرون آمدم.	شه کیف ره بیتما تن تن دفتر کار جا دیا در بیمه	Central Mazani	Babol	Farsi	Vol_6	
show it was no mere irresponsible venture of his hand	تا نشان دهد که کارش عمدی نبوده	تا نشون هده که ونه کار عمدی نییه	Central Mazani	Babol	Farsi	Vol_6	
one of the interested parties had his eyes blindfolded by love	یکی از علاقه من دان به موضوع را عشق چشم بسته بود.	ات تا از دوستدارای به موضوع ره خواهونی چش دوس بیه	Central Mazani	Babol	Farsi	Vol_6	
brought it about that when we were now in mid sea	باعث شد که وقتی ما در وسط دریا بودیم	باعث بییه اون گدر که اما دریای میون دیمی	Central Mazani	Babol	Farsi	Vol_6	
even though he had not believed in it till then.	حتی اگر تا آن هنگام ایمان به خدا نداشته است.	حتا تا اون گدر که خدا ره ایمون ناشته	Central Mazani	Babol	Farsi	Vol_6	
but died of a bad fever by excessive drinking.	بلکه بر اثر افراط در باده گساری تب کرده است و مرده است.	ولکه از بس زیاد مشروب بخرده تو هکردا بمرده	Central Mazani	Babol	Farsi	Vol_6	
I've abandoned romanticism	من رمانتیسیسم احساسات گرایی را ول کردم	من رمانتیسیسم احساسات گرایی ره ول هکردمه	Central Mazani	Babol	Farsi	Vol_6	
has done for you he gave you health	اول به تو مزاجی سالم و تندرستی داده	اول ته ره سالم مزاج و تندرسسی هدا	Central Mazani	Babol	Farsi	Vol_6	
conducting the negotiation so much to the satisfaction of his friend	او مذاکرات را چنان به دلخواه رفیق خود اداره کرد	وه مذاکرات ره چنون شه رفق دلبخوا اداره هکرده	Central Mazani	Babol	Farsi	Vol_6	
when he has come out on the other side of the mud with an ague.	بعد از اینکه با تب و لرز از لجن بیرون آمد.	پس از اینکه با تو آ لرز تیل دله جا دیا در بیمو	Central Mazani	Babol	Farsi	Vol_6	
let this serve you as a lesson.	امیدوارم که این برای شما درس عبرتی باشد.	اومید دارمه که اینتا ته واسه درس عورت باشه	Central Mazani	Babol	Farsi	Vol_6	
I wondered if he was really going crazy.	فکر کردم که شاید واقعا داره دیوونه می شه.	فکر هکردمه که شاید درسسی دره دیوونه بونه	Central Mazani	Babol	Farsi	Vol_6	
they let me out with a gun in my hand and a free pardon to do more killin'.	حالا تفنگ به من می دادن و می گفتن برو آدم بکش .	اسا مه ره تفنگ دانه و گتنه بور آدم بکوش	Central Mazani	Babol	Farsi	Vol_6	
because he wasn't treating him quite as he liked,	که چرا او را همان طور که خودش میخواهد معالجه نمیکند.	که چرا وره همون جور که شه خوانه درمون نکنده	Central Mazani	Babol	Farsi	Vol_6	
by him I was recommended to several patients.	او مرا به عنوان طبیبی حاذق به چندین بیمار معرفی کرد.	وه مره ات تا خاره پزشک جا چن تا مریض ره بشناسندیه	Central Mazani	Babol	Farsi	Vol_6	
