en_sentence	fa_sentence	translation	variety	county	orthography	translator
I just'let her carry on a bit.	فقط به او اجازه می دهم کمی ادامه دهد.	تەنیا ئزنە مەمە ئەو گ کەمێ پێش بچوو	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
she ran to him.	آن زن بە سوی آن مرد دوید.	ئەو ئافرەتە دەوی ڕێ لا ئەو پیا	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
yet I allow he preceded me in right of his post.	با این حال اجازه می‌دهم او در سمت راست پستش از من جلوتر باشد.	م مەیڵم گ ئەو پلەپایەی ئەژ م بەرزتر بوو.	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
but the other two didn't even look back.	اما دو نفر دیگر حتی به پشت سر هم نگاه نکردند.	بەڵام ئەو دو کەسێ ترە تەنانەت سەێر پشت سەر وژیژانیژ نەکرد.	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
seized a candelabra and dashed it to the ground.	یک شمدانی را گرفت و به زمین کوبید.	یێ گلە شەدانی گرتی و کوایە زەمینێرا	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
it was certain that he would rise to the greatest heights of his profession.	مطمئن بود که او به بالاترین ارتفاع حرفه خود خواهد رسید.	دڵنیا بی گ ئەو مەڕەسێیە بەرزتری پلەپایە کار و پێشە وژ	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
the chances that may come to us on the way.	شانس هایی که ممکن است در راه به سراغمان بیایند.	شانسەلێ گ بەڵکەم ئە ڕێیێرە بانە شوونمانا	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
but once we hit the treasure	اما یک بار به گنج رسیدیم.	بەڵام یێ جار ڕەسیمنه گەنج.	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
her two thumbs were bent into the palms of her hands	دو انگشت شستش در کف دستانش خم شده بود.	دو کڵیک کەڵنگەی ئەر قوڵ مشتێ چەمێاوینا	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
I asked her for it long ago.	خیلی وقت پیش ازش خواستم.	ئێ زۊرا ئەژ ئەوم گست.	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
for though both were fine lads in their way	زیرا با وجود آن که پسرانی خوبی بودند	چۊن گ کوڕەل خاسێ بین	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
I mean to go into all that.	منظورم این است که وارد همه اینها شوم.	مەبەستم یەڤەسە گ سەر ئەژ گشت یانە بارمێرە	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
he was still in want of quiet.	هنوز احتیاج به سکوت داشت.	ئەو هاڵی هەوەجە ڤە بێ دەنگی داشتی	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
sob for the old days.	گریه برای روزهای قدیم.	ئەسر ڕژانن ئەڕا ڕووژەل قەدیم	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
that had been half shaved, was again covered by short hair.	نیمی از سر این جوان را تراشیده بود و دوباره با موی کوتاه پوشیده بود.	بڕێ ئەژ سەر ئە جاڵە تراشۊویتێ و دوارە و پڕچەل کوڵ پوشانۊویتێرا	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
who perhaps meant well enough upon the whole	که شاید در کل به این معنی بود	گ هاتیێرە ڤە ئێ مانا بۊوییە	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
I was lost to a sea of cold	در دریایی از سرما گم شده بودم	ئە دەریایێ ئەژ سەردیێرە گوم بۊویم	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
so terrifying the neatness of that other death which exists within death	آن مردنی ک در مردن دیگر هست بسیار وحشتناک است.	ئەو مردنە گ ڤە نام مردنێ ترێرە هەس فرە ترسناکە	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
I was off to one side	به یە طرف رفته بودم	چۊویمەرێ یێ لا	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
I didn't mean to say anything.	اصلا قصد نداشتم چیزی بگم.	نەمەگستم هۊچ چێ بووشم	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
a dead silence.	سکوت مرگ آسایی.	بێ دەنگی کەڵنگێ	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
maybe I was too late.	شاید من دیر کردم.	بەڵکەم م دێر کردۊویم	Jalalvan / Hozmanvan	Kermanshah	Southern Kurdish	BEG	
I hoped she wasn't so dissatisfied that she would skip the questions I was waiting for.	امیدوار بودم به قدری ناراضی نباشد که از خیر سوا لاتی که منتظرشان بودم بگذرد.	ئومیدوار بۊیم ئەخنکه ناڕەزا ناو که ئەخەیر مەسەلەلێ که چەمەڕیان بۊم بگوزەرێ	Kakavandi	Harsin	Southern Kurdish	KY	
placing his pocketbook under his pillow.	جزوه کش را در بغل خود محکم کرده و خفت.	جزوەکش قایم گرتیە باوش ڤژ ڤه هوەت	Kakavandi	Harsin	Southern Kurdish	KY	
it has in it a certain diffidence.	نیز نوعی ناآسودگی خاطر در عشق هست.	گوونەی پەشووی ڤه نام ڤیانه	Kakavandi	Harsin	Southern Kurdish	KY	
has acknowledged the relationship.	بستگی او را با خود تایید کرد.	قۆمی ئو ڤەگەرد وژ قەبوول کردێ	Kakavandi	Harsin	Southern Kurdish	KY	
I think that's very unfair, ' I said.	اوه ماکزیم! این طور حرف نزن!	هانه قسە نەکه ماکزیم	Kakavandi	Harsin	Southern Kurdish	KY	
I completely messed up	حسابی قاطی کرده بودم.	فره شێڤیامه.	Kakavandi	Harsin	Southern Kurdish	KY	
I completely messed up	حسابی قاطی کرده بودم.	گیانمەسەر کۊژرامەتێ.	Kakavandi	Harsin	Southern Kurdish	KY	
with the great yellowy white walls of abandoned convents behind the rows of sombre green cypresses, that fact very modern in its spirit	با دیوارهای بزرگ و زرد و سفید صومعه های متروکه اش پشت ردیفهای سروهای سبز تیره که ماهیتی بسیار مدرن دارند	ڤه دیوارەڵ کەڵنگ زەرد ڤه چەرمی دێرکەڵ چۆڵ دوما سەف دارەڵ سەرڤ سەوز لێخن که فره تازەن	Kakavandi	Harsin	Southern Kurdish	KY	
the best of them all.	شوخی خطرناکی که با زندگی و همه چیز من بستگی داشت.	تیتالی سەمناکێ که ڤەگەرد زنی ڤه کوڵ چێی من بەستەگی داشتێ	Kakavandi	Harsin	Southern Kurdish	KY	
a witness was called to identify him	شاهدی احضار شد تا متهم را شناسایی کند	گەڤایی چڕیا تا متەهەم بشناسێ	Kakavandi	Harsin	Southern Kurdish	KY	
indeed, as indirectly touching one or two very interesting and curious particulars in the habits of sperm whales, the foregoing chapter, in its earlier part	در واقع در آن حد که مربوط به یکی دو خاصیت عجیب و بسیار جالب توجه در عادات وال سر زا باشد	به ڕاسی لەمس ناڕاسی یک یا دوو بەشەڵ فره عەجایب ڤه شێوەڵ عەنبر ماسی، زوو ڤه فەسڵێ ڤرێ کاره	Kakavandi	Harsin	Southern Kurdish	KY	
but must have examples that are palpable, easy,	برای ایشان باید مثال های ملموس و آسان	باد مەسەلێ داشتۊیمان که هاسان ڤه ساده بو	Kakavandi	Harsin	Southern Kurdish	KY	
the best he could suggest was that both were to try	بهترین پیشنهادی که به ذهن کلاید رسید آن بود	خاسترین ڕێ که هەته ڤەر کلاید یه بی	Kakavandi	Harsin	Southern Kurdish	KY	
I came down again.	بعد پایین آمدم.	دومارێ هەتمه هوار	Kakavandi	Harsin	Southern Kurdish	KY	
his concealment from herself of the name he had relinquished, was the one condition'fully intelligible now'that her father had attached to their betrothal	پنهان داشتن نام واقعیش تنها شرط پدر او برای ازدواج ایشان بوده است	ئاشاردن نام ڕاسیەیێ تەنیا مەرج باوەێ ئەرا شوی کردن بیتی	Kakavandi	Harsin	Southern Kurdish	KY	
continued to turn it.	به چرخاندن آن ادامه داد.	هەر خڕ دای	Kakavandi	Harsin	Southern Kurdish	KY	
continued to turn it.	به چرخاندن آن ادامه داد.	هەر ئه خڕ‌داین ئەڤه نۆساوا	Kakavandi	Harsin	Southern Kurdish	KY	
or as if the soul of the warrior, when he has an army	روح یک سرباز هنگام یکه یک ارتش دارد	ڕووحێ سەروازی هەنێ لەشکەرێ درێ	Kakavandi	Harsin	Southern Kurdish	KY	
her bedazzled sweetheart must have lost his mind.	چون معشوقش دچار توهم شده و عقل خود را از دست داده است.	ئەرا یه که دڵبەرێ دوچار تەوهم بییه ڤه عەقل ڤژ ئه دەس دایه	Kakavandi	Harsin	Southern Kurdish	KY	
I decided that I must escape at once, if ever.	سپس تصمیم گرفتم که هرچه زودتر فرار کنم.	فکرەڵ ڤژم کرد که هەرچێ زۊتر بەیهوام	Kakavandi	Harsin	Southern Kurdish	KY	
I am perfectly aware of it.	این برای من مسلم است.	یه ئەرا من مەعلوومه	Kakavandi	Harsin	Southern Kurdish	KY	
I don't know.	من نمی دونم.	من نمەزانم	Kakavandi	Harsin	Southern Kurdish	KY	
taking the frail wrist between his fingers, feeling for a pulse.	مچ ظریف او را برای یافتن نبض در دست فشرد.	زوور دایه مچ باریک ئەڤه ئەرا یه کێ نەبز بگرتێ	Kakavandi	Harsin	Southern Kurdish	KY	
stopped quite near the approaching train.	نزدیک قطار در حال عبور ایستاد.	نەزیک قەتاره کێ ڕەده مەویا هووسا	Kakavandi	Harsin	Southern Kurdish	KY	
a most worthy old man, and what dignity!	چه وقار و هیبتی!	چێ سەنگین‌گرانی ڤه چێ سامێ	Kakavandi	Harsin	Southern Kurdish	KY	
now he won't have those splendid provinces.	اما حال دیگر او این دو ایالت زیبا را نخواهد دید.	بڵەم ئەو ئیسه دی ئێ دوو وڵات ڕەنگینه نمەونێ	Kakavandi	Harsin	Southern Kurdish	KY	
beaded round with gilt	با اکلیل آراسته شده بودند	ڤه ئەکلیل ڕەنگینان کردۊیا	Kakavandi	Harsin	Southern Kurdish	KY	
I took a deep breath, willing myself into composure.	نفس عمیقی کشیدم تا کمی خودم را آرام کنم.	هناسێمێ ئه ته دڵا کیشا تا گەڵێ حاڵم خوو بوا	Kakavandi	Harsin	Southern Kurdish	KY	
on the third from recovering my company she complained of a headache, and left me.	شب سوم برای این که مجبور نباشد نزد من بماند از درد سر شکایت کرد و به اطاق خودش رفت.	ئەرا یه کێ شەوو سێوم مەجبوو ناو بمینیه لا منا ئێ چنگ سەر دەژین هەوار کردێ وچێه نام دئه ڤژا	Kakavandi	Harsin	Southern Kurdish	KY	
like a girl who has either lost the man she loved or been cruelly deceived by him.	گویی مرد محبوب خود را از دست داده یا فریب او را خورده است.	چۊ دتی کێ پیا ئەزیز ڤژ ئێ دەس داویتێ یا فەن دریاوێ	Kakavandi	Harsin	Southern Kurdish	KY	
I must tell you the truth.	باید تمام حقیقت را بت و بگویم	باد کوڵ ڕاسییە بووشمه بێنت	Kakavandi	Harsin	Southern Kurdish	KY	
haven't the faintest idea what there is for them to express their will about.	بلکه اصلاً روحشان خبر ندارد که باید چه چیزی ابراز کنند.	ئەڵبەت هەر ڕووحان خەوەر نێرێ که باد چه بایجنەدەر	Kakavandi	Harsin	Southern Kurdish	KY	
he was, spoke.	با من حرف زد.	ئەگەرد من قسه کردێ	Kakavandi	Harsin	Southern Kurdish	KY	
he clasped him in his arms so closely	چنانش تنگ در بغل فشرد	ئو فره ڤه نەزیکا باوش کردێ	Kakavandi	Harsin	Southern Kurdish	KY	
for he coiled himself up in a corner very quietly	زیرا به آرامی در کنجی خزید	ئەرا یه کێ فره ئارام ڤژه نام سۊیچکێ جەم کردێ	Kakavandi	Harsin	Southern Kurdish	KY	
I am delighted to meet a compatriot.	از تصادف با هم وطن خود بسیار خرسندم.	ئه تسادف وەگەر هامنیشتمان ڤژ فره خوەشاڵم	Kakavandi	Harsin	Southern Kurdish	KY	
when my master proposed an expedient to the assembly	تا اینکه نوبت به ارباب من رسیده بود و او تدبیری را که به خاطرش رسیده بود به مجلس پیشنهاد کرده بود	گێ ڤه ئەرباب من ڕەسی ڤه ئو تەدبیری که ڕەسیه نام زهنێ پیشنهاد کردۊتیه مەجلس	Kakavandi	Harsin	Southern Kurdish	KY	
dropped it into a leather pouch attached to the lathe, and, approaching the table, summoned his daughter.	رنده را پاک کرد و آن را در کیسه چرمی کنار ماشین انداخت و نزدیک میز رفت و دخترش را به حضور طلبید.	ڕەنده پاک کردێ و ئاشتیێ نام کیسه چەرمی لای ماشینه و چیێ نەزیک میزه و هنا کردیه دتەیێ	Kakavandi	Harsin	Southern Kurdish	KY	
hearing the well known shaking at the garden gate.	به محض شنیدن تکان مخصوصی که به در ورودی باغ داده شد	شنەفتن تەقه دەره دەروازه باخه	Kakavandi	Harsin	Southern Kurdish	KY	
for wrong signals to be made as they were in the last two telegrams	علامات به کلی مخالف در دو تلگراف	عەلامەت یەکجارەکی مخالف ڤەنام دوو تلگراف ڤرێ کار داسێ	Kakavandi	Harsin	Southern Kurdish	KY	
the chill of that sudden, hurt silence.	سرمای آن سکوت ناگهانی و آزاردهنده.	زۊخ ئه کڕکپ ژان ناهەڵمانه	Kakavandi	Harsin	Southern Kurdish	KY	
let us join them, and lay together our own.	بیایید به ایشان بپیوندیم و سرهای خود را پهلوی هم بگذاریم.	بوورن ئەگەر ئون یەک بگریمنا ڤه سەر ڤژمان بنیمنه قێ یەکا	Kakavandi	Harsin	Southern Kurdish	KY	
I just took that because it was the only chance I saw of getting up to town.	من به این دلیل این کار را انتخاب کردم چون تنها فرصت و وسیله رفتن به شهربود.	من ئەسوم یەوا ئێ کارمه شەگرتیه ئەرا یه که شانس و وەسیلێ بی ئەرا شەر چن	Kakavandi	Harsin	Southern Kurdish	KY	
as I held them up	وقتی آن را برداشتم	هەنی ئەڤمه هێز دا	Kakavandi	Harsin	Southern Kurdish	KY	
which letter put her into the greatest good humour.	این نامه در او اثر عجیبی بخشید.	ئێ دەسنوویسه ئەسەر فرەێی نیایەرن	Kakavandi	Harsin	Southern Kurdish	KY	
those who were considered worthy to hear it had to come to the countess, for she did not let it out of her hands.	کسانیکه لایق و شایسته شنیدن آن بودند ناچار باید نزد کنتس که نامه را از دست رها کرد بروند.	کەسەڵی که لایق شنیین ئەڤه بین ئە ناهڵاجی باد مەهەتن لا کنتس که ئو ئەڤه ئه دەس ڤژ نماوردێییر	Kakavandi	Harsin	Southern Kurdish	KY	
if there can be force in a boiler	رفته رفته دریافتن این نکته شروع شده است	هورده هورده فەمین ئێ نکته بنیانیاییه	Kakavandi	Harsin	Southern Kurdish	KY	
I shall not have made any difference to you.	هیچ تاثیر بدی روی زندگی تو نگذاشتم.	هۊیچ ئەسەر پێسێ ڤەبان ژیان تۆ نەنیامه	Kakavandi	Harsin	Southern Kurdish	KY	
I made an awful mistake the first day.	روز اول اشتباه ناجوری کردم.	ڕووژ ئەڤەڵ خڵاتیام	Kakavandi	Harsin	Southern Kurdish	KY	
should be alive	بایستی زنده بمانم	باد زنی بمینم	Kakavandi	Harsin	Southern Kurdish	KY	
therefore I shall confess and await forgiveness.	به انتظار بخشش بنشینم.	چەمەڕێ بەخشش بنیشم	Kakavandi	Harsin	Southern Kurdish	KY	
he took all of his belongings with him in that boat.	به این دلیل تمام لوازم خود را در آن زورق گذاشت.	ڤه ئێ دەلیله کوڵ پرتاڵەڵ ڤژ نیایه نام ئه زورەقه	Kakavandi	Harsin	Southern Kurdish	KY	
in her most civil tones, and dropping a curtsey as she spoke.	با صدایی ملیح و ضمن ادای احترام.	ڤه دەنگ بێ‌نزگێ و هورمەت نیایین	Kakavandi	Harsin	Southern Kurdish	KY	
that certainly we must be a quarrelsome people	گفت که لابد مردمی پرخاشجوئیم	ڤت که ئەڵبەت خەڵکی جەنگەرییمن	Kakavandi	Harsin	Southern Kurdish	KY	
the woman turned her head	مادر رو به او کرد.	دا ڤیر کردیه لا ئو	Kakavandi	Harsin	Southern Kurdish	KY	
the father has mourned sufficiently	شخص پدر که به قدر کفایت جزع و ناله خود را کرده	باوه ڤه ئەندازه کافی پرسه ڤژ کردیەسێ	Kakavandi	Harsin	Southern Kurdish	KY	
in those of fortune, in having many friends, and many and good children.	دوستان بی شمار و فرزندان نیکو و بسیار داشته باشد.	هومبازەڵ بێشمار و ئایڵەڵ خاس و فرەیێ داشتۊیان	Kakavandi	Harsin	Southern Kurdish	KY	
you wait 'til you hear this	باید یه چیزی رو برات ون تعریف کنم.	باد یێ چیێ ئەرانت تەریف بکەم	Kakavandi	Harsin	Southern Kurdish	KY	
held the vessel to his lips	شیشه را به لب خویش نزدیک ساخت.	شیشه ئاوردێیه نەزییک لچ ڤژ	Kakavandi	Harsin	Southern Kurdish	KY	
she had very early made up her mind to his incapacity of minding his own interests	بسیار زود به ناتوانی او در حفظ منافع مالی خود پی برده	فره زۊو ڤه بێ‌ئازی ئو ئه نام حفز نەفح مالی پەی بردێ	Kakavandi	Harsin	Southern Kurdish	KY	
seeing that there was nothing against me	واسه اینکه کاری نکرده بودم.	ئەرا یه ک کارمێ نەکردۊ	Kakavandi	Harsin	Southern Kurdish	KY	
just as the door handle turned.	درست قبل از باز شدن در اتاق خود را روی تختخوابش انداخت.	ڤرئەژ یەکێ دەر دێیەێ واز بوو فژ ئاشتیێ بان تەخته ڤژ	Kakavandi	Harsin	Southern Kurdish	KY	
because he knew from the names of their skippers they must have suspect backgrounds.	چون از روی اسم ناخداهایشان میدانست که باید سوابق مشکوکی داشته باشند.	ئەرا یه ک ئه ژ ڕۊو نامەڵ ناخوداڵان مەزانست که باد سەوابق تودارێ دێرێ	Kakavandi	Harsin	Southern Kurdish	KY	
all hands were turned to	همه افراد به سر کار خود بازگشتند	کڵ ئایمەڵ هەتنه سەر کار ڤژان	Kakavandi	Harsin	Southern Kurdish	KY	
jogging to keep up with their enormous strides.	ناچار بودند تندتند راه بروند تا عقب نم آنند.	مەجبوور بین تون تون ڕێ بکەن تا نمیننەر جا	Kakavandi	Harsin	Southern Kurdish	KY	
my mother and I were well taken care of.	آقای کازوبن از من و مادرم خوب مواظبت کرد.	ئاغای کازوبن ڤیرو من و دام بیتی	Kakavandi	Harsin	Southern Kurdish	KY	
until they left off, of their own will.	جمعیت به فریاد خود ادامه داد تا رفته رفته به خواست خود خاموش شد.	گەڵ ڤه قاڵ کردن ڤژان ئدامەن دا تا یەواش یەواش ڤژ خاموش بی	Kakavandi	Harsin	Southern Kurdish	KY	
I dial it again.	دوباره شماره را گرفتم.	دوواره هومەم گرت	Kakavandi	Harsin	Southern Kurdish	KY	
so insidious is the repetition of any scene	چه قدر تکرار هر صحنه موذیانه است	چەنی ئه دوواره هەتن هەر سەحنێ تودانێه	Kakavandi	Harsin	Southern Kurdish	KY	
with her needle drawn out to its thread's length.	سوزنش به قدری در دستش کشیده شد که کم مانده بود نخ از سوزن بیرون آید.	دەزنه ئەخنکه کیشریاتیه نام دەس که ڤەخت بی هەچینه بایێر	Kakavandi	Harsin	Southern Kurdish	KY	
it rested with him to punish them and there would always be time for that.	برای تنبیه کردن همیشه وقت خواهد بود و این کار بسته به اوست.	ئەرا تەمێ کردن هەر ڤەخت هەس ڤه ئێ کاره مربوته ئوه	Kakavandi	Harsin	Southern Kurdish	KY	
I was startled.	من جا خورده بودم.	من تەوجم هه ت	Kakavandi	Harsin	Southern Kurdish	KY	
now I have seen you and know you are well and have all you require	حال به مرخصی شما اکنون که شما را دیدم و از تندرستی شما مطمئن شدم و دانستم که احتیاج به چیزی ندارید	ئیسه که تونم دی ڤه زانستم ساقین ڤه زانستم که دی حەوەجەتە هۊیچ نییه	Kakavandi	Harsin	Southern Kurdish	KY	
I fell into a beaten road, where I saw many tracts of human feet, and some of cows	عاقبت به گذرگاهی رسیدم که پر بود از رد پای انسان و چندین جای پای گاو	ئاخر‌ سەر ڕەسیمه سەر ڕێ که هەم تۆور پا ئایم ڤه هەم چەن گله تۆور پا گا	Kakavandi	Harsin	Southern Kurdish	KY	
the fourth in six years	چهارمین دولت ظرف شش سال	چووارمین دەوڵەت زەرف شەش ساڵ	Kakavandi	Harsin	Southern Kurdish	KY	
she and I left the nursery.	من و او دایه خانه را ترک گفتیم.	من و ئو مهد کودکمان وڵدا	Kakavandi	Harsin	Southern Kurdish	KY	
the situation of one, and the language of the other, so unfit to be expressed by any woman of modesty,	وضعیت این یکی و طرز حرف زدن آن یکی اصلا طوری نبود که هیچ زن با حجب و حیایی بتواند اجرا کند.	وەزێت ئێ یەکه ڤه قسه کردن ئەواکه ئەسڵەن جووری نەوی که هۊیچ ژەن ئەجەو دارێ بتۊنێ ئەوه ئەجا بارێ	Kakavandi	Harsin	Southern Kurdish	KY	
a strange little voice said hello.	صدای غمگینی آهسته سلام گفت.	دەنگ خەمینی ئه یەواش سەڵام کردێ	Kakavandi	Harsin	Southern Kurdish	KY	
I suppose he would be about sixty five	حدس زدم که باید 65 سال داشته باشد.	گومانم کرد که باد 65 ساڵان بوو	Kakavandi	Harsin	Southern Kurdish	KY	
that the fellow is innocent	او جوان پاکی است.	ئو جاڵ پاکیکه	Kakavandi	Harsin	Southern Kurdish	KY	
she filled on the port tack and was off again	کشتی چرخید و دوباره جهشی کرد	کشت خڕێ ئاوردێ و دوواره گنجێ کردێ	Kakavandi	Harsin	Southern Kurdish	KY	
we heard voices already	در این موقع صداهایی شنیدم	ئه ئێ ڤەخته دەنگەڵمێ شنەفتم	Kakavandi	Harsin	Southern Kurdish	KY	
but now tell me, who was the first tumbler in the world?	لیکن اکنون بفرمایید که چه کسی اول بار در دنیا پرش کرد و در هوا معلق زد.	ئیسه بووشم که کی ئەڤەڵ گل پەڕێەر هەوا ڤه نام هەوا سەره قوڵپاکانی	Kakavandi	Harsin	Southern Kurdish	KY	
nor be to blame	به هیچ وجه گناه از جانب او نباشد	تاون کار نینان	Kakavandi	Harsin	Southern Kurdish	KY	
I doubted I could come up with the appropriate analogy to explain this one.	شک داشتم توضیح مناسبی برای این یکی به ذهنم برسد.	دوودڵ بیم که تەریف خووئی ئەرا ئێ یەکه بایه ڤیرم	Kakavandi	Harsin	Southern Kurdish	KY	
let her want to be kissed, first.	بگذار او در بوسه پیش قدم شود.	بیلا ئەڤەڵ ئو ماچتا کێ	Kakavandi	Harsin	Southern Kurdish	KY	
bitter, biting mockery of grey hairs	استهزاء تلخ و جانگزای موی خاکستری!	تیز بردن تەڵ ڤه نێش دار ڤژەڵ هۊیڵێ	Kakavandi	Harsin	Southern Kurdish	KY	
he could gaze down upon her whole person	رالف توانست خوب براندازش کند	ئو مەتۊنستێ سەیر کوڵ ئایمڵەئی بکەی	Kakavandi	Harsin	Southern Kurdish	KY	
by adjusting the annual and diurnal motions of the earth and sun, so as to answer and coincide with all accidental turnings of the wind.	حرکات سالیانه و روزانه خورشید و زمین را با جریانات اتفاقی باد تلفیق کند و تطبیق دهد.	جۆمین ساڵانه ڤه ڕووژانه هوەر ڤه زەمین ئەگەر جەریانەڵ ئتفاقی پێوەند بێ	Kakavandi	Harsin	Southern Kurdish	KY	
went out of the room with meekly downcast eyes.	مطیعانه چشمش را به زیر انداخته از اتاق بیرون رفت.	گوشه ڤه فەرمان سەر ئایشتیه هووار ڤه چێیه دەرر	Kakavandi	Harsin	Southern Kurdish	KY	
I'd already catalogued this one.	قبلا اینو دسته بندی کرده بودم.	ڤرێ کار ئەڤەمه دەسەبەنی کردۊ	Kakavandi	Harsin	Southern Kurdish	KY	
I think that will do but it must not be any later.	به گمانم که بشود ولی دیرتر از آن نه.	گومان بکەم که بوو بڵەم دێرتر ئەژ ئەڤه نه	Kakavandi	Harsin	Southern Kurdish	KY	
because he is above all a man of this earth and is bound	زیرا انسان سالم آدم خاکی است	ئەرا یەکێ ئایم ساڵم خاکییه	Kakavandi	Harsin	Southern Kurdish	KY	
I have nothing particular.	موضوع خاصی نیست.	بابەت تابەتی نیه	Kakavandi	Harsin	Southern Kurdish	KY	
for it is one of the serious omissions of the work.	این یکی از نکات اساسی است که اثر مو لف را ناقص نموده است.	ئێ یەکه ئەژ خاڵەڵ ئەساسیکه که بەرهەم موڵف ناقس کردێیه	Kakavandi	Harsin	Southern Kurdish	KY	
I sawed it up and down four times.	سپس چند بار دیگر دسته را بالا آورده و فشار دادم ولی باز هم عمل نکرد.	چەن گڵ تر دەستم ئاوردیەسێ بان ڤه فشارم دا بڵەم هەم کار نەکردێ	Kakavandi	Harsin	Southern Kurdish	KY	
at last he exploded.	سرانجام هم منفجر شد.	ئاخرێ تەقی	Kakavandi	Harsin	Southern Kurdish	KY	
I do not like the outlines of things to be too sharp.	من دوست ندارم اشیاء این همه در مقابلم تند و تیز باشند.	من دووس نێرم ئێ ئەسباوەڵه ڤه نوام تێژ بوون	Kakavandi	Harsin	Southern Kurdish	KY	
she recognized him immediately.	ولی فوراً او را شناخت.	بڵەم جاوەرجا ئو شناسیتێ	Kakavandi	Harsin	Southern Kurdish	KY	
being uncommonly shaggy and thick	چون به طور غیر متعارف کلفت و پر بار بود	ئەرا یه کێ فره ئلاجەوی کوڵفت ڤه پڕباریکه	Kakavandi	Harsin	Southern Kurdish	KY	
unless some one helped him.	مگر اینکه کسی به او کمک کند	مەر کەسێ یاری بیتێ	Kakavandi	Harsin	Southern Kurdish	KY	
I for one love it.	مخصوصا خود من.	به تابەت من ڤژم	Kakavandi	Harsin	Southern Kurdish	KY	
he had come home.	او برگشته بود.	ئو هەتۊیا	Kakavandi	Harsin	Southern Kurdish	KY	
I was asked to see her off.	از من خواسته بودند آن خانم را بدرقه کنم.	ئەژ من گستۊیان ئه خاتوونه کل بکەم	Kakavandi	Harsin	Southern Kurdish	KY	
that is why people object to it.	برای همین مردم با آن مخالفند.	ئەرا یە مەردم مخاڵفنەێ ئەگەرد.	Kakavandi	Harsin	Southern Kurdish	KY	
drifting far away to leeward, be retaken by a second whaler	پس از آنکه مسافتی را در جهت باد بر آب پیمود به توسط کشتی وال گیر دومی گرفته شود	دۏرا بین ڤیرەێ بادگیر و دەس نهەنگ گیر دوماینە گیریان	Kakavandi	Harsin	Southern Kurdish	KY	
had secretly disobeyed it.	پنهانی از تن دردادن به آن سرباز زده بود.	ڤە دوزیا ئەژن سەرپێچی کردۏتەێ	Kakavandi	Harsin	Southern Kurdish	KY	
it was a long time.	زمان درازی لازم بود.	قیر فرەێ بی	Kakavandi	Harsin	Southern Kurdish	KY	
I've lost the passwords!	اسم رمزها رو گم کردم!	ڕەمز گوزەرێلەم گوم کردێە	Kakavandi	Harsin	Southern Kurdish	KY	
for after listening to an artistic and properly constructed play	زیرا وقتی تماشاگر به تماشای یک کمدی منطبق با اصول فن و ابتکاری رفته باشد	چۊن دومار گووش داین ئەر ی نمایش هونەری و دورس سازریا	Kakavandi	Harsin	Southern Kurdish	KY	
burst with our buckwheat porridge, and choke themselves with cabbage soup.	از خوردن آش روسی خواهند ترکید و از خوردن سوپ روسی خفه خواهند شد.	ڤە فڕنی گەنم سێ ئیمە بترەکن و ڤە سووپ کەلەم خەفە بوون	Kakavandi	Harsin	Southern Kurdish	KY	
his hands were tied.	دستانش در هم گره خورده بودند.	دەسەلەێ ڤە یەک گرێ دریاوین	Kakavandi	Harsin	Southern Kurdish	KY	
soothing her and trying to persuade her to prepare for her journey.	او را متقاعد ساخت که آرام بگیرد و به تدارک وسایل سفر بپردازد.	ئارام کردەێ و تڵاش کردەێ ک ڕازی کەیتەێ ئەرا سەفەرەی ئامادە بوو	Kakavandi	Harsin	Southern Kurdish	KY	
she felt to her own want of spirituality.	احساس ناخشنودی خود را به کمبود معنویت نسبت داد.	ئەو ڤە کەم داشتن مەنەڤیت وژ پەێ بردەێ	Kakavandi	Harsin	Southern Kurdish	KY	
