en_sentence	kmr_sentence	translation	variety	county	orthography	translator	3332
Wow the Owl, can you fly above theboxes and show us the way home?	Pehê kund, tu dikarî di ser qutîyan ra bifirî û rêya mala me nîşan bidî?	Peho Kund, ti eşkenî qutîyan ser ra bifirî û rayîrê keyeyî ma nîşan bidî?	Standard		Kurdish	MO	
That is my new favourite book! And what s more, now I know how to get the mice out of my cake tin!	Min ji wê pirtûkê pir hez kir. Herweha ez êdî dizanim bê ez dê wan mişkan çawa ji sênîya xwe derxim!	No kitabê min o faorîyo yo newe yo! Û çîyo zêde, nika ez zana ez senî merreyan sinîya keka xo ra ra vejî!	Standard		Kurdish	MO	
Actually that s two words.	Belê, niha hate bîra min.	Eslê xo de nê di çeku yê.	Standard		Kurdish	MO	
Everyone run to the pointy end!	Em birevin serê keştîyê yê tûjik!	Her kes biremo serê keştî yo tûjî!	Standard		Kurdish	MO	
Oh, bobbins! One is most disappointed! You have not found that darling Cheshire Cat.	Waweylê! Êdî tu hêvîya min nema! We hîn ew Pisîkê Çeşirê yê delal nedîtîye.	Oh, weylo! Qet hêvîya nêmende! Şima hema a Pisînga Cheshire ya delale nêdîya.	Standard		Kurdish	MO	
A proper five-a-day.And I don t mean five chickens,boys!	Rojê pênc porsîyon sebze û fêkî, ne pênc mirîşk, xortino!	Rojane pancês sewze û mêweyî. Ez nêvana panc kergî, lajê mi!	Standard		Kurdish	MO	
I wish I was a Doris.	Xwezî ez Dorîs bûma.	Werrekna ez bîyêne Doris.	Standard		Kurdish	MO	
Soon everyone will be wearing myfashionable creations.	Di demeka kurt da her kes dê kreasyona min li xwe bike.	Hema-hema her kes do viraştişanê min ê modayînan bido xo ra.	Standard		Kurdish	MO	
I wilst defeat them.	Ez dê wan têk bibim.	Ez do zorê înan bera.	Standard		Kurdish	MO	
I think we should find out more.	Lê divê em bêhtir tiştan hîn bibin.	Ez fikirîyena ke ganî ma hîna zaf çî bimusê.	Standard		Kurdish	MO	
Yoo hoo! I'm behind you!	Yûû hûû! Ez li pişt we me!	Yoo hoo! Ez peyê şima de ya!	Standard		Kurdish	MO	
Don t worry Pug. Do you see that net?	Xeman nexwe Pug. Tu wê torê dibînî?	Meraq meke Pug. Ti a tore vînenî?	Standard		Kurdish	MO	
I think our imaginations can ask questions like that one forever!	Bi min xeyalên me dikarin heta hetayê pirsên weha bikin!	Ez vana qey xeyalê ma eşkenê heta peynî persanê winasîyan bipersê!	Standard		Kurdish	MO	
Perhaps we could look after it for you?	Belkî em bikarin li ber wê bimînin?	Belkî ma şenê seba to aye bipawê?	Standard		Kurdish	MO	
An excellent idea, Pug.	Ew fikreka baş e, Pug.	Fikrêko zaf weş o, Pug.	Standard		Kurdish	MO	
For all the worlds a stage and all the men and women merely players.	Ji ber ku hemû dinya sahneyek e û hemû jin û mêr jî lîstikvan in.	Çunke pêro dinya yew sahne ya û pêro cinî û camêrdî tena kayker ê.	Standard		Kurdish	MO	
To the wheely ladder Dog.	Em herin ser nêrdewanê, Seg.	Ma şirê nêrdîwane ser o Kutik.	Standard		Kurdish	MO	
Wait for me!	Li hêvîya min be!	paweyê mi vindere!	Standard		Kurdish	MO	
Because there are no city lights toget in the way.	Ji ber ku ronahîyên bajaran rê li ber wan nagirin.	Çunke roştîya bajarî çin a ke înan ver de vindero.	Standard		Kurdish	MO	
We must hurry Dog and Pug, it snearly tea time. What do you want me to do?	Divê em bilezînin Seg û Pug, dema vexwarina çayê ye. Hûn dixwazin ez çi bikim?	Ma ganî lez bikerê Kutik û Pug, wextê çay nêzdî yo. Şima wazenê ke ez se bikera?	Standard		Kurdish	MO	
I do!	Ya min heye!	yê mi est a!	Standard		Kurdish	MO	
To be! To be! You must be in today s play. Never mind the history of Shakespearian theatre!	Tu hebe! Tu hebe/Hebûn! Hebûn!! Tu jî di lîstikê da heyî. Em dê guh nedin dîroka şanoya Şekspîr!	Bîyayîş! Bîyayîş! Ti ganî ewro kayî de biba. Tarîxê tîyatroyê Şekspîrî xo vîr ra bike!	Standard		Kurdish	MO	
Time for an adventure!	Dem dema macerayê ye!	Wext wextê macerayan yo!	Standard		Kurdish	MO	
I am sure we can find you something that hasn t been done yet.	Dilekê min dibêje ku tu dê tiştekî bibînî ku hê nehatîye kirin.	Ez zana ke ma şênê to rê yew çî bivînê ke heta nika nêameyo kerdene.	Standard		Kurdish	MO	
So what was I thinking, wanting to be one of you???	Ez nizanim bê çima min dixwast ku bibim yeka ji we.	Ez nêzana ke mi senî waştêne biba şima ra yew???	Standard		Kurdish	MO	
Bow-wowzer!	Li vê ecêbê!	Hela na ecêbe !	Standard		Kurdish	MO	
Those cheeky Cheese-Chompers!	Mişkên penîrxwir û fêlbaz!	Ê merreyê penîrwer û fêlbazî!	Standard		Kurdish	MO	
It appears to be a very long and very steep cave.	Ev dişibe şikefteka gelekî dirêj û gelekî asê.	Aseno ke yew şikefta zaf derg û zaf çetin a.	Standard		Kurdish	MO	
Hmm The Arctic... Aberdeen...Ah ANTARCTICA	Himm Arktîk… Abirdîn… Hih! Antartîka.	Hmm Arktîk... Aberdeen... Ah ANTARKTÎKA	Standard		Kurdish	MO	
Umm How curious.	Himm! Li vê ecêbê.	Hmm! No zaf ecêb o.	Standard		Kurdish	MO	
Well. No. I was just showing you what I will do when I catch one.	A rast, na. Dema ku min yek ji wan girt, ez dê nîşanî we bidim.	Iii ney! Wexto ke mi înan ra yew tepîşt, ez do nîşanê to bika ke ê senîn ê.	Standard		Kurdish	MO	
Exactly as a planned Dog (BEAT) What did I plan?	Çawa ku min plan kiribû. Lê plan çi bû?	Tam zî sey ke mi plan kerdbî Kutik. La planê mi çi bî?	Standard		Kurdish	MO	
Wow!	Peh!	Way!	Standard		Kurdish	MO	
Help! Somebody! Anybody!	Hewar e! Kes heye? Kes tune!	hewaar! Kesêk est o! Kesêk çin o!!!	Standard		Kurdish	MO	
Perhaps we have a book in the shopthat might tell us.	Belkî li dikanê pirtûkek hebe ku vê bersivê bide me.	Belkî kitabxane de yew kitab est o ke nê cewabî bido ma.	Standard		Kurdish	MO	
We need to get them to help us!	Divê em bikin ku ew alî me bikin!	Ma ganî înan ra hetkarî biwazê!	Standard		Kurdish	MO	
Let's think about this, Pug. What did we do yesterday?	Ka em lê bifikirin, Pug. Em duh li ku derê bûn?	DE ma ney ser o bifikirîyê, Pug. Ma vizêrî se kerd?	Standard		Kurdish	MO	
And miss our bedtime doggy biscuits!	Min jî bêrîya biskiwîtên xwe kirîye!	Û ma do biskuwîtanê xo yê şewe ra bimanê!	Standard		Kurdish	MO	
GRRR. I am very angry! But in a minute I'm going to forgive them.	Hirrrr. Ez pir hêrs bûm! Lê gaveka din ez dê wan efû bikim.	GRRR. Ez zaf bihêrs! La yew deqqa ra dima ez do înan ef bikera.	Standard		Kurdish	MO	
Perhaps we should come back when they ve put in a lift?	Bi min piştî ku asansorek li vir çêkirin divê em werin.	Goreyê mi wexto ke înan yew asansor rona ma reyna agêrê tîya?	Standard		Kurdish	MO	
Unfortunately not Pug. I left itback at the beginning of the story.	Mixabin nikarim, Pug. Min pirtûka xwe li destpêka çîrokê hişt.	Çi heyf ke nê Pug. Mi kitabê xo cayê destpêkê hîkaye de ca verda.	Standard		Kurdish	MO	
No, this.	Na, ev bû.	Nê, nê hetî ra.	Standard		Kurdish	MO	
Now lets see if you can get thosemice to sleep and break that World Record. Pug.?	Em binêrin bê tu dikarî wan mişkan di xew ra bibî û Rekora Cîhanê bişikînî. Pug?	Nika ma bivînê hela ti şênî ê merreyan hewna bikerî û ê Rekorê Dinya bişiknî. Pug?	Standard		Kurdish	MO	
A fellow painter, eh?	Te got wênesaz, hii?	Yew embazo ressam, ha?	Standard		Kurdish	MO	
It's not that funny Dog.	Ne ewqasî komîk e, Seg.	No hende komîk nîyo Kutik.	Standard		Kurdish	MO	
I'm too ancient for this!	Ez ji bo vî tiştî pir pîr im!	Ez seba nê çîyî zaf pîr a!	Standard		Kurdish	MO	
Has it given you any ideas foryour own stories Pug?	Wê ji bo nivîsîna çîroka te fikrek da te, Pug?	Aye to rê seba hîkayeyanê to zî fikrî dayî Pug?	Standard		Kurdish	MO	
Holmes?	Holms?	Holmes?	Standard		Kurdish	MO	
Now to find Pablo Picasso, wholives just around the corner in the Rue de Noys.	Ji bo dîtina Pablo Pîkaso divê em herin cihê wî yê li kevîya Ru de Noysê.	Nika ma Pablo Pîcasso bivînê, o ke nêzdîyê ma de Rue de Noys reyde ciwîyeno.	Standard		Kurdish	MO	
Heh Time for another story...	Em derbasî çîrokeka din bibin…	Wextê yewna hîkaye yo...	Standard		Kurdish	MO	
L-let s not wait to find out.	Em li benda famkirinê nemînin.	B-bê ma nêvindê ke ma fehm bikê.	Standard		Kurdish	MO	
We re not people.	Em ne mirov in.	Ma merdim nîyê.	Standard		Kurdish	MO	
Surrender or be surrendered!	Yan radest bibin yan werin radestkirin!	Yan teslîm bibê yan şima yenê teslîmkerdiş!	Standard		Kurdish	MO	
Oh. I'm very sorry, Dish and Spoon. But your race can t begin until the high jump is over. So far Jack Be Nimble has only managed to jump over a candlestick so the bar has been set, literally, pretty low.	Waa? Biborin, Kevçî û Beroşê. Lê heta pêşbirka qevastina bilind bi dawî nebe, ya we dest pê nake. Heta niha bi tenê Cek Bî Nîmbil karî xwe di ser şamdankê ra biqevêze, lewra me çovik pir kurt kir.	Oh. Ez efê xowazena, Quşxana û Koçike. La heta ke xoverdayîşo berz qedîyeno musabeqaya şima nêşêna dest pêbikera. Heta nika JackBî Nimble tena eşkayo yew şemdan ser ra çit biko, coka ma çite zaf ronaye war.	Standard		Kurdish	MO	
I do do duvets Pug, but first we have to find out who is making that..	Erê, ez dizanim Pug, lê pêşî divê em bizanin bê kî wî dengî derdixe…	Eya ez eşkena Pug, la verê ganî ma bizanê ke kamî no veng veto…	Standard		Kurdish	MO	
I don t like being surrounded bynature Granny Pug.	Ez naxwazim bi xwezayê werim dorpêçkirin, Dapîrê.	Ez nêwazena ke tebîetî mîyan de biba Dapîra Pug.	Standard		Kurdish	MO	
I am, but my bottom s a bit annoyed.	Ez baş im, lê pinda min hinekî êşîya.	Ez weş a, la qina mi tay hêrs bîya.	Standard		Kurdish	MO	
What a sad story.	Çi çîrokeka dilsoj.	Çi hîkayeyêka xemgîne.	Standard		Kurdish	MO	
OR...just do what this sea monster says.	Yan jî… bi ya cinawirê deryayê bikin.	YAN ZÎ... tena goş bidê ejdehayê deryayî.	Standard		Kurdish	MO	
Yaaaay! Amazing! Bravo Well done!	Bijîîî! Pir baş bû! Bravo! Sihet xweş!	biciwîîî! Zaf weş bî! Aferin! Zaf weş bî!	Standard		Kurdish	MO	
Remarkable.	Hew dibe.	Ecêb o.	Standard		Kurdish	MO	
What a jumble Pug.	Ev der pir tevlihev e.	Tîya çi têmîyan o Pug.	Standard		Kurdish	MO	
I don t think he will Dog.	Aqilê min jê negirt, Seg.	Ez nêfikirîyena ke o do bibo Kutik.	Standard		Kurdish	MO	
Spies from the old ruined castleare everywhere!	Ez dizanim sîxurên qesra kavil li her derê ne!	Casûsê qesra kehene ya xeripîyaye her ca de yê!	Standard		Kurdish	MO	
These dog biscuits taste of meatychunks.	Tama goşt ji van biskiwîtên segan tê.	Nê biskuwîtê kutikan tamê leteyê goştî danê.	Standard		Kurdish	MO	
You have a loud horn.	Dengê kornayê bilind e.	Kornaya to zaf biveng a.	Standard		Kurdish	MO	
But I'm scared of lots of things.	Lê ez ji gelek tiştan ditirsim.	La ez zaf çîyan ra tersena.	Standard		Kurdish	MO	
Well ... that seems to be a success-	Belê… têra xwe qewîn xuya dike.	Baş... aseno ke no yew serkewtiş o-	Standard		Kurdish	MO	
A feeling that someone was watchingus?	Hesta ku kesek çavdêrîya me dike?	Hîso ke seke yew kes ma temaşe keno?	Standard		Kurdish	MO	
I orders ye to give that hat to me!	Zû wê şewqeyê bide min!	Ez emir dana ke ti a şewqe bidî mi!	Standard		Kurdish	MO	
Did. You. Know... giraffes haveblue tongues.	We dizanî ku zimanê zurefayan şîn e.	To zanayêne... ziwanê zurneyan kewe o.	Standard		Kurdish	MO	
Excuse me for a moment.	Deqîqeyekê destûrê bidin.	Yew deqa bide mi ez yena.	Standard		Kurdish	MO	
Again Pug?	Dîsa, Pug?	Reyna, Pug?	Standard		Kurdish	MO	
You were so brave Super-Puppy.	Tu pir wêrek bûyî, Super-Cewrik.	Ti zaf wêrek bîyî, Super-cewrik.	Standard		Kurdish	MO	
Hey!	Bijî!	Hey!	Standard		Kurdish	MO	
And Fast, eh? Bow-Wowzer! Leave itto moi. All you have to do is go and get me some more paint.	Te got, bilez? Pir baş e! Wê ji min ra bihêle. Bi tenê divê tu herî û ji min ra bêhtir boyax bînî.	Û Lez, ha? Hela na ecêbe! Ey verde mi rê. Çîyo ke ti ganî bikerî, şo û tay boyax bîya mi rê.	Standard		Kurdish	MO	
And it didn t even wobble!	Û pir qet nehejîya jî!	Û pird qet nêrecifîya zî!	Standard		Kurdish	MO	
You can take that knowledge home with you and use it to do something useful.	Hûn dikarin wê zanînê bi xwe ra bibin malê û ji bo tiştên baş bi kar bînin.	Şima şênê ê zanayîşî, xo reyde berê keye û ey seba çîyêkê kardar bikar bîyarê.	Standard		Kurdish	MO	
Now they re making tents out of books so they can holiday at home!	Niha jî ew ji pirtûkan konan çêdikin da ku li malê betlaneyê bikin!	Nika zî ê kitaban ra çadiran virazenê ke bieşkîyê keyeyê xo de Tehtîl bikerê!	Standard		Kurdish	MO	
I have encountered manymischievous beasts and learnt much about their peculiar ways in my study of animal behaviour, but none so unique as the creature I met one afternoon at Buckingham Palace.	Ez leqayî gelek aferîdeyên mizawir hatim û di xebata xwe ya li ser tevgerên ajelan da min gelek tevgerên wan yên ecêb dîtin, lê tu ajel biqasî yê ku min li Seraya Bakînhimê dît ne balkêş bû.	Mi zaf heywanê xirabinî dîyî û ez cigêrayîşê xo yê tevgeranê heywanan de derheqê tevgeranê înan ê balkêşan de zaf çî musaya, la qet yew zî sey oyo ke mi Qesra Buckinghamî de dî, balkêş nêbî.	Standard		Kurdish	MO	
How curious.	Li vê ecêbê!	Çi ecêb o.	Standard		Kurdish	MO	
But you only have five minutes tofind the piece or you ll end up in the next show!	Lê divê hûn di pênc deqîqeyan da wî bibînin, yan na hûn dê derbasî lîstika din bibin!	La tena panc deqayî şima estê ke parçe bivînê nêke şima do şirê kayê bînî!	Standard		Kurdish	MO	
This is rather exciting Pug.	Xijikîna li vê derê xweş e, Pug.	No zaf heyecanin o Pug.	Standard		Kurdish	MO	
And the prize is...?	Û xelata me…?	Û xelata ma...	Standard		Kurdish	MO	
Pug, look out for my book!	Pug, hay ji pirtûka min hebe!	Pug, wa haya to bi kitabê mi bibo!	Standard		Kurdish	MO	
Dog, I think I'm allergic to doghair in very small spaces!	Seg, ez dibêjim qey ji cihên biçûk ra alerjîya min heye!	Kutik, ez vana qey ez cayê zaf tengî de alerjîyê bi kutikan est o!	Standard		Kurdish	MO	
You know who we are?!	Tu dizanî em kî ne?!	Ti zana ma kam ê?!	Standard		Kurdish	MO	
It's a lovely place Dog.	Ev der pir xweş, Seg.	No cayêko zaf weş o Kutik.	Standard		Kurdish	MO	
A book... A book... Another book!	Pirtûkek… Pirtûkek… Pirtûkeka din!	Yew kitab... Yew kitab... Yewna kitab!	Standard		Kurdish	MO	
How curious. There s nothing to see here.	Li vê ecêbê! Li vir tu tişt xuya nake.	Çi ecêb o. Tîya de çîyêk çin o ke bêro vînayîş.	Standard		Kurdish	MO	
Hours!	Rast e!	Bi Saetan!	Standard		Kurdish	MO	
All your wheels are much too mighty to make tracks like these.	Tekerên we li gor van şopên tekeran zêde zêde mezin in.	Heme tekerê şima zaf gird ê ke şopanê winasîyan virazê.	Standard		Kurdish	MO	
A fox who loves words... terms...expressions.	Rovîyekê gotinhez… têgihhez… û biwêjhez.	Lûyêka ke çekuyan ra hes kena... termnan ra... û vatişan ra.	Standard		Kurdish	MO	
Imagine all the new customers you could have with a feline line of biscuits?	eger tu biskiwîtên pisîkan çêbikî, gelek mişterîyên te yên nû dê çêbibin.	Bifikirî ke to do çiqas mişterîyê neweyî bibê eke ti biskuwîtanê pisîngan virazî.	Standard		Kurdish	MO	
I ll get my guitar!	Ez gîtara xwe bînim!	Ez do gîtarê xo bîyara!	Standard		Kurdish	MO	
Thank you, Colin. And as soon as wehave finished we will leave you in peace.	Spas, Kolîn. Piştî ku me xwarina xwe xwar, em dê herin û te tenê bihêlin.	Sipas kena, Colin. Ma ke werdê xo qedêna ma do to reyna tena veradê.	Standard		Kurdish	MO	
It’s those naughty bookshop mice Pug. They will keep running around.	Mişkên mizawir yên pirûkxaneyê nahêlin, Pug. Hertim giregira wan e li vir.	Merreyê kitabxaneyî yê xirabî nêverdanê Pug. Hertim giregira înan a tîya de	Standard		Kurdish	MO	
I am Dog and this is Pug.	Ez Kutik im û ev jî Pug e.	Ez Kutik a û no zî Pug o.	Standard		Kurdish	MO	
We were beaten by a koala on a skateboard!?!	Koalayekê li ser kaşkaşkê da pêşîya me!?!	Yew koalayî kaşkaşêkî ser o da vernîya ma!?!	Standard		Kurdish	MO	
I am very impressed.	Ez pir kêfxweş bûm.	Ez zaf keyfweş bîya.	Standard		Kurdish	MO	
Welcome fellow explorers. We are about to go on a voyage of discovery - underground!	Hûn bi xêr hatine, lêgerino. Em dikin ku herin rêwîtîyeka kifişkirinê ya – di binê erdê da!	Şima bixeyr ameyê keşfkerdoxî. Ma do nika pîya şirê yew gêrayîşê keşfî – yê binê erdî!	Standard		Kurdish	MO	
Perhaps we have a book in the shopthat will help you pass the time?	Belkî li dikanê pirtûkek hebe ku tu dema xwe zû pê derbas bikî.	Belkî kitabxaneyî de kitabêk est o ke ti pê wextê xo lez vîyarnenî.	Standard		Kurdish	MO	
A round table? (think) Easy peasy! Round-inious Tab-linious!	Maseyeka gilover! Bila. Pir hêsan e! Round-inious Tab-linious!	Masayêka Gilovere? (fikirîyayîş) Zaf rehet o! Masayoss Giroverosss!	Standard		Kurdish	MO	
Aha! Just the story we need. Long had the Earth s mightiest superheroes fought crime and injustice together.	Aha! Ev çîrok li gor me ye. Ew demeka dirêj bû ku xurttirîn superlehengan bi hev ra şerê xeraban dikir.	Aha! Tam a hîkaya ke ma wazenê. Superqehremanê dinya yê tewr bihêzî zaf wext pîya vera sucdarî û neheqî de şer kerdêne.	Standard		Kurdish	MO	
It's not a point I ve really pondered before Pug.	Ez heta niha li ser tiştekê wisa nefikirîbûm, Pug.	Mi heta nika çîyêkê winayênî ser o nêfikirîyabî, Pug.	Standard		Kurdish	MO	
We should look for them together?	Divê em bi hev ra li wan bigerin?	Hewce keno ke ma pîya înan bigêrê?	Standard		Kurdish	MO	
One of my jigsaw pieces has runaway and now you must solve three puzzles to find it.	Parçeyekê pazila min revîya û ji bo peydakirina wî divê hûn sê bi tiştanokan derxin.	Yew parçeyê puzzleê mi remayo û nika şima ganî hîrê çibenokan hal bikerê ke aye bivînê.	Standard		Kurdish	MO	
And now I have my book too.	Û min jî pirtûka xwe dît.	Û mi zî kitabê xo dî.	Standard		Kurdish	MO	
He sounds like a very good actor.	Ew dişibe dengê lîstikvanekê baş.	Vengê ey sey yew kaykerê zaf weşî yeno.	Standard		Kurdish	MO	
Ook-Ook! Eek- Eek!	Ook-Ook! Eek- Eek!	Ook-Ook! Eek- Eek!	Standard		Kurdish	MO	
Does he always ask so many quest ions?	Ew hema wisa gelek pirsan dike?	O hertim hende zaf persan perseno?	Standard		Kurdish	MO	
Maybe we can help?	Em alîkarîya te bikin?	Belkî ma bieşkê hetkarî bikerê?	Standard		Kurdish	MO	
You appear to have a problem?	Xuya ye hûn her du li hev nakin?	Aseno ke yew problemê şima est o?	Standard		Kurdish	MO	
I love a book at bedtime - with a bedtime doggy biscuit too.	Ez ji pirtûkên berî razanê hez dikim – bila biskiwîtek jî hebe.	Ez kitabanê verê rakewtişî ra hes kena - yew biskuwîtê kutikî zî pîya bo.	Standard		Kurdish	MO	
Me-Wow! What a jump!	Peh-Peh! Ew firîya!	Mîyaw-Wow! A firîyayaye!	Standard		Kurdish	MO	
Whoa! Hop on boys.	Silav! Siwar bibin.	Woo! Biwenîşê!.	Standard		Kurdish	MO	
..I think I am losing my voice!	.. Mixabin dengê min ketîye!	.. Çi heyf ke vengê mi kewto!	Standard		Kurdish	MO	
Oh Look	Aa binêrin	Aa biewnîyê	Standard		Kurdish	MO	
ALL UNICORNS ARE STARS, SO YOU MUSTCROSS THIS STINKY GUNGE ON THESE WOBBLY STONES!	Hemû yûnîkorn stêr in, lewra divê hûn li ser van kevirên ku dihejin, vê herîyê derbas bikin!	HEMÊ UNICORNÎ ESTARE YÊ, COKA TI GANÎ NÊ ASTENGANÊ LERZAYOXAN SER RA NA HERRA BOYINE RA BIVÎYARÎ!	Standard		Kurdish	MO	
Oh. Is that not good?	Waa? Ma ev ne tiştekî baş e?	Oh. No çîyêko baş nîyo?	Standard		Kurdish	MO	
Wait till ye gets a load of this!	Bisekine heta tu vê bibînî!	Vinde hela heta ti naye bivînî!	Standard		Kurdish	MO	
Yip! Whaaat waaaas thatttt Dogggg?	Ayy! Eeeew eeeew çi bûûû Segggg?	ayy! Ooo ooo çiiii biiii Kutiiiik?	Standard		Kurdish	MO	
And we get our very special prize?	Em dê xelata xwe ya taybet bistînin?	Û ma xelata xo ya zaf xisusîye gênê?	Standard		Kurdish	MO	
The sea shell garden was the othermonkeys something special.	Ew baxçeyê ji qalikan ji bo vî meymûnî tiştekê taybet bûye.	Baxçeyê qapaxê deryayî seba meymûnê bînî çîyêko taybet bî.	Standard		Kurdish	MO	
Well, off you go!	Baş e, de herin!	Baş o, de şirê!	Standard		Kurdish	MO	
I like dog biscuits. My favourite dog biscuit is the Crunchy Boy Puppy Pretzel. I also love the Bow Wow Snappy Snack.	Ez ji biskiwîtên segan hez dikim. Ez herî zêde ji biskiwîtên teze hez dikim. Ez ji yên qelqelok jî hez dikim.	Ez biskuwîtan ra hes kena. Ez tewr zaf biskuwîtanê tezeyabn ra hes kena. Û ez yê xetxetin û giloveran ra hes kena	Standard		Kurdish	MO	
My socks may have been taken by aliens.	Dibe ku fezayîyan kurikên min biribin.	Belkî fezajiyan kurikê mi girewtê.	Standard		Kurdish	MO	
It looks very...nice Pug. But is it exciting? Today I am in the mood for close shaves and narrow escapes... daring deeds and pulse pounding chases!	Xweş xuya dike, lê gelo biheyecan e? Ez dixwazim tiştên kelecanî bixwînim… tevgerên biwêrekî yên ku lêdana rajena min bilind bikin!	Zaf... rind aseno Pug. La gelo heyecanin o? Ewro ez wazena çîyanê heyecaninan biwanî... karê wêrekî ke zerrîya merdimî gulpnenê!	Standard		Kurdish	MO	
Hello folks. In the end , I win this race.	Silav hevalino. Ez dê bibim yekem.	Merheba embazê. Peynî de, ez do biba yewin.	Standard		Kurdish	MO	
Fox Who Loves Words, would you like to join us on our quest?	Rovîyê Gotinhez, tu dixwazî di vê lêgerînê da tev li me bibî?	Lûya ke Çekuyan ra Hes Kena, ti wazena nê cigêrayîşî de ma rê hetkarîye bika?	Standard		Kurdish	MO	
We re sorry... we re sorry... we re sorry!	Biborin… Biborin… Biborin!	Bibexşnê... Bibexşnê... Bibexşnê!	Standard		Kurdish	MO	
A balancing book.	Pirtûka hevsengîyê.	Yew kitabê dengeyî.	Standard		Kurdish	MO	
There s nothing here but numbers	Li vir ji bilî hejmaran tiştek tune ye.	Tîya de çîyêk çin o tena hûmarî est ê.	Standard		Kurdish	MO	
A magical machine that makes pugsmouse-sized?	Makîneya bisêr ya ku Pug û mişkan dike bi qasî hev?	Yew makînaya sêhrêne ke pugî kena qasê merreyan?	Standard		Kurdish	MO	
According to ALL these books, miceonly like cheese...and you cannot argue with books.	Li gor van pirtûkan gişan, mişk ji penîrî hez dikin… û tu nikarî bi pirtûkan ra nîqaş bikî.	Goreyê nê kitabanê pêroyînan, merreyî penîrî ra hes kenê... û ti nêeşkenî kitaban reyde munaqeşe bikerî.	Standard		Kurdish	MO	
Hello. I am Dog, and this is Pug.	Silav. Ez Seg im û ev jî Pug e.	Merheba. Ez Kutik a, û no zî Pug o.	Standard		Kurdish	MO	
Quickboys,slide down!	Zû xortino, bixijikin jêr!	Lez bikê, xo xij bikê war!	Standard		Kurdish	MO	
Treasury island!	Girava Xezînayê!	Girawa Xezîna ya!	Standard		Kurdish	MO	
Perhaps we have a book in the shopthat will show us the real reason.	Belkî li dikanê pirtûkek hebe ku sedema wê ya rastîn ji me ra bibêje.	Belkî kitabxane de kitabêk est o ke sebebê ey yê raştikênî ma rê vajo.	Standard		Kurdish	MO	
I don t!	Hiii! Ya min tune ye.	hii, yê mi çin a!	Standard		Kurdish	MO	
Look at all those bones!	Li wan hestîyan binêre!	Nê heme esteyan ra biewnî!	Standard		Kurdish	MO	
And here we are in what lies beneath.	Û va ye em di binê erdê da ne.	Û hayo ma binê erdî de yê.	Standard		Kurdish	MO	
Perhaps we have a book that will tell us how to look for it?	Gelo pirtûkek heye ku dîtina tiştan nîşan dide?	Belkî yew kitabê ma esto ke ma ra vajo ma senî ey bigêrê?	Standard		Kurdish	MO	
Gosh Dog. Wow the owl knows LOTS more things than you do!	Li vê ecêbê, Kutik. Pehê kund ji te gelekî bêhtir dizane tiştan!	Way Kutik. Ez vana qey Peho Kund to ra zaf zafêr çîyan zano!	Standard		Kurdish	MO	
WOWBOWZAH!	Li vê ecêbê!	WAWEYLÊ!	Standard		Kurdish	MO	
You re not Little Red Riding Hoods!	Hûn ne ew keçika kûmsor in!	Şima a kênaka ŞalSure nîyê!	Standard		Kurdish	MO	
Well, it's not down here.	Me li vir tu pisîk nedîtin.	iii ney, a tîya de nîya.	Standard		Kurdish	MO	
A bath, Dog.	Serîşûştin, Seg.	Sereşiwitene, Kutik.	Standard		Kurdish	MO	
Thank you Pug. You were very brave.	Spas dikim, Pug. Tu gelekî wêrek î.	Sipas kena Pug. Ti zaf wêrek bîyî.	Standard		Kurdish	MO	
QUICK in here boys.	Bikevin vir, xortno.	LEZ bikewe tîya, lajê mi.	Standard		Kurdish	MO	
Granny Pug!	Dapîra Pug!	Dapîra Pug!	Standard		Kurdish	MO	
Bow-wow-wow-wow-woow...	Ayy-ayy-ayy-ayy- aayyyy…	Ay-ay-ay-ay-ayyyy...	Standard		Kurdish	MO	
Will there ever be a time I don t learn anything new?	Gelo rojek dê were ku ez dê hînî tiştekê nû nebim?	Gelo rojêk beno ke ez çîyêko newe nêmusena?	Standard		Kurdish	MO	
Well That, and it being in the middle of a very confusing maze.	Bi min ji ber ku dikana te di nîvê labîrenteka tevlihev da ye.	Goreyê mi seba ke dikanê to merkezê yew Labirentê zaf têmîyanî de yo.	Standard		Kurdish	MO	
Oh What s this. Bow-Wowzer! You have lots of thingsin your jacket pouch Max.	Oo ev çi ye? Li vê ecêbê! Di berîka tûrikê te da gelek tişt hene, Meks.	Oh No çi yo. Hela na ecêbee! Cêba Çaketê to de zaf çî est ê Max.	Standard		Kurdish	MO	
I do like a ship with a sail.	Keştîyên bibavan xweş in.	Ez keştîyanê bivayan ra hes kena.	Standard		Kurdish	MO	
Climb on my shoulders, Pug. I ll do the balancing for us both. Uh Oh Umm Er	Hilkişe ser milên min, Pug. Ez dê hevsengîya me her duyan bikim. Uh oh himm hii	Bivejîye milê mi ser o, Pug. Ez do dengeyê ma herdiyan bikerî. Uh Oh Umm Er	Standard		Kurdish	MO	
That would be very educational.	Ew dê gelekî perwerdeker be./Em dê bi vî awayî gelek tiştan fêr bibin.	No do zaf perwerdekar bo.	Standard		Kurdish	MO	
And I will go this.	Ez jî herim vî alîyî.	Ez zî şina no het.	Standard		Kurdish	MO	
