چمان ئێ بنەماڵە لە بن هەژارن و ئێرنگە تەنیا چەوێان هاوە ئۊە	I believe the whole of this poverty stricken family depends now entirely on you?	as if the poor, now its own property descended to him.
وە یەێ زەربە مڵێ پەڕانن	his head cut off at one blow	with one stroke they broke the hinges.
م غەێر فرەێگ باێەس فکر وە پۊل دراوردن بکەم	I can think of nothing for a long while but getting an income.	I have a mind to play the mischief with thee, in a way
جوان باڵابەرزێگ لە ناو ەسارەگە هاتەو ناو وتاقەگە	a good looking young fellow came across the yard into the room.	a heavyset young man in the court came into the room
هەر ئەو جوورە گ وەتم ئەۊ گیان دا و تەنیا ئێ کلگ قاقەزە لە قول مشتێ بۊ	as I tell you, she died with the scrap of paper, all worn and tattered, in her hand.	as I said, he let his life go, and it was just the fingers that handed it to my mother.
وڵام هەناێ کارم چییەو پەرتق، زۊزی تیەم	but as soon as it is over, I will come.	I'll go directly when I get the answer.
وڵام گیانەوەرێگ نەۊ گ زگ خالی داشتوو. ورسێی بوو	but not a beast of them all had an empty stomach.	there was no limits to the licentiousness of that animal's appearance to entitle him to any responsibility.
کڕێگ لە بان تا خوار لە ناوقەیێ کیشا	drew a line down the middle of it from top to bottom.	dragging from head to foot under his arm.
خەڵک وە بوون ڕەنگینیمان گ پۊلە پیمان نییەن!	folks don't pay us for our lovely beauty!	that people are born for their beauty, and that they never grow rich!
وە نزەنز لە لێ تواس گ زۊزی ئڕاێ تلگراف بێەێ	he asked him, nervously andweakly, if he would see that it was sent right away.	with her needle drawn out to its thread's length.
ئونیفورم کەتانی کردۊدە وەر جوورێ گ لە تک پا تا تەوق سەر، ڕیک پیک بۊ	he wore a white linen uniform that was absolutely correct, from the tips of his boots	I am not afraid of fainting in front of my body, which was ripping from knee to ankle.
م نزیک 5 مانگ ئەول ئات و ئەێاڵما ژیان فرە خوەشێ داشتم	I continued at home with my wife and children about five months, in a very happy condition	I had a longing to live, about five months ago.
ئەو چۊنە گ بشکنمەێ وەتم: م نەزانسم ئڕاێ چشتێگ چۊ تنیش ناو نانە	I didn't realize they had a special name for what you are, I spit.	I explained to you that I did not know why you were talking to her.
م چشت فرەێگ لە ئێ گیچەڵە وە هۊرم نیەتیەێ	I don't know so much about that.	I forget a lot about it.
پڕۊشەێگ وسام و نووڕسمە پێ	I stood looking at him a moment.	I stopped in one jump and looked at him.
هەناێ هەڵسام شەوا هاتۊد و تک تیەریک بۊ	I was in utter darkness	when I awoke it was too dark for a pulse.
چێیە نوا تاگەر سەرباز کوتر کەو لەپگ بەسایێگ نواێ گرت	walked forward until a sentry, his blue overcoat buttoned high against the wind, stopped her.	he advanced farther and farther into the courtyard.
هە لە بان ئەوە خیاڵم ئاسودەس. چیمە خزمەت گەوراماڵەگە.	so my conscience was at ease. I came forward. .	I'd been thinking of that for what I was thinking, to do the great service.
لە ناو دەموچاوێ هۊچ چشتێ وە دڵبگرێ نیە.	with nothing very pleasant in his face.	and all the more since that was enjoyable to the utmost.
ئەمجا جار یەکم فکر کێرد هۊچە تێ نیە.	but at first he thought it was empty.	then, when he first thought he had nothing to do
یەکترگی گردنە هاوشەو کەفتنە گیرێ.	held each other close, rejoicing with hearts too full for words.	each other's collar business followed, and the other's collar business.
لە ئەوئانە بەسەگە نادە ژێر بازووێ.	slipped the bundle under his arm.	thrusting his hands through his hair in such a manner
چێە ناو حاڵەگە چراخەگە ڕووشن کێرد.	went to the living room and lit the lamp	he went into the study, lighting the lamp
لە ئەوئانە ڕەسیەو چوە ڕخێ بردێیە.	suddenly she knew very well what had frightened her	I saw what was the matter with him that I saw what was afraid
لەوئانە وە داخ فرەێ نوڕسنە یەکترەکی.	looked uneasily at each other.	there they looked so hurtly together
مە لە یەێ چەو پرتانن، کشووەگە وا کردمو ئەیە لە تێ دراوردم.	I whipped the drawer open, and grabbed ' his.	I took it from her in one glance, and drew it from the book.
لە ئەۊ جیا بۊن ئەڕاێ نیەود.	that he could not break away from her	it will be difficult for her to say
ژن و جۊەتەگەێ خوەێ سپارۊدە ئەۊ.	that on his death bed he resigned his favorite mistress and her daughter to my care	handing his wife and her daughter to him.
مە ڕخم چێ، بڕمیەێدە مڵدا	I was afraid it hit you.	I was afraid you'd be cut short.
هاتۊیەو	He had come home.	he had come home.
لەوەولا، لە ناچاری دەس کردمە مەلە تا ڕەسیمەپێ.	after which I was forced to swim till I got up to it.	over there, I started to swim to get over.
لە ناو دارسان دەس بردمە ناو گیرفان ک گوچانەگە درارم.	then I put my hand in my pocket	I put my hand in the hollow of the palm trees, and took the frail wrist between my fingers.
وەلی لە پشت ئەوە چێبتەیل فرەێ شاریایەسەو.	but there was more behind.	but there lurked a lot of things in it.
چو دەسیەگە چەرخی ڕێ لا ڕاس نیشان دا.	he whispered again to his wand, and it spun around and pointed him to the right hand one.	he showed a wheely ladder to the right
پەنج گلە سەرباز کووەو بۊن تا کەلەبچە بکەن.	took five of them to get the manacles on.	but five soldiers were assembled to repel it.
لە هتلەگە هاتەو دەیشت ئەڵگردرامەو وەرە ڕستورانەگە کەفتە ڕێیا.	he left the hotel and turned up the street in the direction for the restaurant.	I came out of the hotel and into the dining room, and walked to the restaurant.
شوەکی گۆڵاێ سو ئەو ئانەک پرەندەیل دەس کردۊنە خوەنین لە ناو باخەگە نیشتۊن.	sitting very upright early in the morning with the birds beginning to cheep in the garden outside .	it was at last, with the little dicky bird escaping under the trees, that they were sitting in the garden.
هەێرنگە سێ هەفتەس بۊە هامە لەوود.	I had then been three weeks at lowood	I've been here three weeks.
ئەۊ لە هۊرەو بردۊدەێ.	that she forgot about it.	he had forgotten it.
چۊن نواێ ڕێەگەێ گردۊن، اجازە تواس بچودەو دەیشت.	asked to be allowed to pass as they were blocking the way.	as he had already managed his way out, the permission was to be conveyed.
ئەوان توان یەێ	they are ready to open for you	they have the power to accomplish and that is the belief that moves mountains.
ئەۊ دەرجا گشتێ چێشەیل لە هۊرەو بردو چێە ئەو حاڵەک شوەکی بۊ.	that he instantly forgot it all and dropped back into the same frame of mind that he been in that morning.	he recalled all, including everything in his mind, to the circumstances of the visit.
دگلە یەێ قوڕوش دیم.	them's two for a penny.	I found a throat in the doors.
ئەڕاێ مە هۊچ چشتێ لە وە خوەشتر نیە کە دەمێ لە ئاسای لە ناو ماڵ ئیوە بوسیەم.	I should like nothing better than to stay in your house in peace for a while.	so I will do nothing of you will be glad to keep my mouth shut.
لە زیلەکێ بنوڕێدە دەورو وەڕو کارەیل نووێ یاێ بگرێ.	to glance surreptitiously about and learn how to accomplish each new thing	while he gazed at her and assumed an extremely dignified
دۊێ ڕاس دریژا کردو لە بن ئەێوانەگە ئەڵاژان.	its tail stretched out straight and flat to the floor	a loose line was attached to the end of the corridor
ئفتخارو پاداش مە بووە هنێ کەس ترەک.	some other carry off the thanks and rewards of my trouble.	a reproach to all his tribe.
هێماێ گیانو گوشتێ دیارۊ جوڕێ پەنەمیاو و باد کردۊ.	even now the muscles were still clearly in evidence.	but still, there was a perfect lucidity of soul in his frame of mind.
ناوو نشانێ بێەنە مە لە شونەیلێ مە بگڕن ک تە هە دڵ نێاشتۊ دەموو چاود نیشان بێیەی.	to have a title, to be received into circles where you dare not show your face	cast lots to see who must stay to mind the goats of all.
گشتێ ڕوژێارەگە چێنە لە دەور وەرێ ساحڵ، شەویش ئاگڕێ لە ساحل ڕوشن کریا.	all day they coasted and in the evening saw fires lighted on land	along the coast range, the whole day, and the whole night, to be circumspect in the lighthouse.
کە وەتی ئەڕاێ نقاشی کیشان نیشتۊدە ئەورە.	that he might have been sitting for his portrait.	who thought he was sitting there pouring out his drawing.
دڕسو حساوی هە چۊ یەێ گلە ماێە شێر وڵکریاێ لە ناو خیاوان.	a lioness in the streets.	he saw a horse like a colt and foal, sitting in the road like a colt and foal
مە ئۊشمە ئیوە، ئەێو ئاخرەگەێ واێ.	I'll tell you, he'll run away.	I tell you he'll have one end of it
لە ژێر ئەێ دیواخانە ک بڕ فرەێ یەکەو گردۊن هووایش فرە گەرمەو بۊ.	for the crowded place was very hot.	up under the porch, which was a lot of hot as well
وە نەرم بەسیا وەرەو بان کەفتە ڕێیا.	was shot smoothly upwards.	started to drift lazily toward the upward slope of his face.
وەلی دەرجا نەوسا وە نەرمە نەرم لە بان ڕێیەگە کەفتیۊدە ڕێیا.	but continued to advance along the road at a walking pace.	but the poor little boat had just fallen gently over the way.
لەێ قەرارە باێە حەق ئەۊیش لە نەزەر داێشتۊن.	if you love and esteem him so much, you understand me?	were really obliged to pay tribute to the memory of their illustrious patron
چۊن دڵنگ نەێرم نیەچۊەنم لە ماڵ بچمەو دەیشت.	I can't go out for lack of a coat.	I ain't got nothing on under my trousers to get out of the house.
ئەقرە گەوڕا بۊ گشتێ جەهان وەیەکو بچۊەنن لە ناوڕاسی ڕەد بوون.	wide enough for the entire world to pass through.	so changed that the whole world could be divided into a divided line.
ئە خوڵقخوێ وەدلد نەیو، لە لی وە دڵ مەگر.	then, if he has peculiarities of temper, allowance should be made.	if thou wert not alive, were not willing to surrender it.
وەلی ئەیو گشتێ ئاگر ناو گیانێ کوشتەو.	but somehow still smothering the conflagration within him	yet queenly killed all three men by the same blow
ئە ئیوە نەڕەسینە هاوارێ، هاتێ وەرجێ لە تاوسان ئەێ ساڵ لە خوسەو گیان دەر بکەیدو هێوایلێ بوەێدە ناو قەور.	he'll be under the sod before summer, unless you restore him!	if you didn't reach the place where he might go before the summer of the year and bring him back to the grave.
گشتێ بێڕامیو کوتایل لە بڕین دەزۊرانی خوەێ حس کرد.	the cruelty of his rupture with her.	he felt all the suffering of his hand, and the thirst of his conscience.
لەوەولا تیکەێ بۊچگێ لە تەمەکوەگەێ ک لە بان زوانێ مەنۊد هێزدا.	then removed a little flake of tobacco that had stayed behind on his tongue.	there was a little piece of burning wood that was lying on the burning tongue.
هەێرنگەش گاڕیەگە سخیودەو ڕێ ک لە ناو حسارەگە خڕێ بخوەێدو سەرێ ئەڵگەردنێدەو.	he having driven up the yard to turn his cart	while the coach was full of the wayholders come back to work.
چشتێ ک ئەو هە تامڵ ناورد لە باڕەێ فکر بکەێ.	something he could not bear to think about.	was that thing which he did not dare to think of in the future.
وەڵ ئەیوا مرافە کرد، لە بان ئەوە دی لە وەر چاوێ کەفت.	but revolting to him, and he could take no further interest in it.	he pretended not to understand, and turned the face to his eyes.
یە سێ مانگە هە وە ئەێ تەمە وسایودە دیاڕ منەو.	who has been watching me with such expectation for three months.	this three months only looked at me with the same pride.
پەژارەیلێ گ لە شوون ئەوین و مێهرەبانی وە دی تییەن، ئڕاێ ئاێەم نێعمەتە نە زۊخ و مەێنەت	though the ills arising from well bestowed affections should be esteemed favours rather than misfortunes.	while the men who shared his views had no other construction to put on them,
هەناێ پا نا لە بەر، کیەردەگەێ منیش ئەول خوەێا برد	took my knife ashore with him.	when he's had the impudence to show it at the last.
هەر سەێ ئەو کاتە وساۊد	though for the present her headway had been stopped.	so he stood at the moment
یە کارێگە گ ئمڕوو ئڕاێ قازانج بردن لە خوەێ خاستر نییە	the only industrial enterprise which in these days promises to make good the fabulous prospects	it is not a principle that nobody could be more satisfied than he had today.
دەنگ شڵپەێ ئاوەگان گ ئەو دۊاێ دەنگەگان بۊچگەو کرد یا شاردەو، هەلەێ ناکاو چۊ گرمەهەڕ هاتە گووشێ	this sound which had been obscured and concealed under the other sounds suddenly thundered hollow in her ears	a flapping of water which lasted them orphed them, and then, suddenly, with a shudder, summoned the cause.
ژن هەر ئەو چۊنە گ چەمیاۊدەو، قاڵ کرد	the man cried, leaping to the ground	the woman cried, darkness seeping into her eyes.
لەێرە بردەو دەیشت و ناێەێ چاڵ	should be thrown into or deposited in some dry well	they trundled out of the yard and put him down.
هە لەورەۊە گ تۊەنسم ناو کتاوەگە بخوەنم	from where I stood I could see the title	where I was able to read the book.
هەدێ تا دییە ئەوڤی زنەو.	perhaps, on perceiving it was still alive	perhaps, on perceiving it was still alive
ئەڤە هێز بە.	so take it away	that gave him up.
ڤاسا فرەتر ئەژ یە ڤێ دا.	he must have more than that.	he must have more than that.
خواردیمنە پیلدارێ.	I meet a bourgeois.	I've got some money.
بێ ئەڤەی ک سرعەتی کەم بکەرێ.	without slowing it down.	without slowing it down.
تەمام عومر ئاڤاخت ئێچە سەفەرێ داشتم	her lifetime dream.	I was on a trip, you know, for the rest of my life.
م دەی مەدرەسە قانوونێ دیرم	in any case, I have a rule in this school that	in law I have a school that
تن سەیری کردم	I looked at him quickly.	I looked sharply.
ئامادگی ئێ پێشیەتە ناشتم.	I was so unprepared.	I was so unprepared.
م ک ئامادەم سەرم هێز بم.	I am determined I will not look up.	I am determined to take up my head.
پشتڤەسن ئەڤی ڤە پێشکەفتن و ڤە جیل جوان ئێمە ئەژ سەودا فرەتر نەڤی.	he attached himself to the cause of progress and our younger generation from enthusiasm.	behind it theslope, and in front of it theslope, which was not much more than a hundred yards wide.
ک ئیسفای گرتم ک بێترە ڤەی پێشنیارە موافقەت بکەرم	I thought it best to comply with their proposal.	I thought it best to comply with their proposal.
م پێشنیار کردم ک گرد ئەو یەک ڤە پارک بچیمن و بەستەنی بخوەریمن	I proposed that we should all go and eat ices in the park.	I proposed that we should all go and eat ices in the park.
دەسم ڤە تەنافێ خوارد.	my hands came across a light cord	my hand rattled on a rope.
ئێ بارە ها دە کووڵ ئەڤی و فرەتر ئەژ هەمیشە سەنگینە	his burden was heavy at the best of times.	he has been in the full bloom of luxurious contentment.
بێتر بتۆنم ئەگەرد خوەم کنار بیام	perhaps we might do better for ourselves with him.	I had better take away myself.
تا زینۆن بکەرێ	to saddle them	to saddle them
ک ئەڤی فرە دە ڤەر چەوی بی.	that he was so to regard it.	which he had so often awaited and to which
لاک هارت قەڵەم پەڕ تاووسێ ئەژ جیڤی درەورد.	he pulled out an enormous peacock quill.	he removed his bed
ڤەئەگەرەو ئەوکۆن شار ڕێڤەن ترێ هەس.	I imagine we'll find another roadblock on the other end.	upon the town, there is another road.
دەی ئەرابە زەمدارێ خەوسوویی و دوو کەس زەمدار تریش نیشتوویین	in which two wounded men were sitting and one was lying.	we were in charge of his wounded body, and two more wounded men were sitting.
م ئەژ سە مرم	I should die raving mad if I believed a word of it.	I can die a son of a bitch.
ڤەر یەکەم گل ڤە سەر سڕیەو هەست کردوویی	because for the first time she had the overwhelming impression	only then for the first time the feeling of possession of the object of his head.
ئەڤی دوو گل کڵەو ڕەقیب ئەژ سەری پەڕەن	knocked off his hat twice	he knocked two times on the castle door.
یە خودساختە بی بەین معەلیم و خوەنەکار.	it was an arrangement between the two women.	it was automatically a painful ordeal which would pass over.
ئەژ غرابەت ئڵاجەویەل کەم بکەرن	smoothing over difficulties	they had been able to spare enough venom
ئێ پەشیمۆنی و تەئەسفە هەم تا دەم مەرگ م فک نێکەرێ!	I shall regret and repent it till I die!	that my regret and indignation were not to be put to sleep till I did!
ئەوڤەختە ڤە م دەستوور دا تا ئوتاق کوچک میمۆنداری تەبدیل ڤە ئوتاق بیشتن بکەرم و ئەگەرد کاترین دە یەێ جا بووم	I must make the little parlour my sitting room, and keep her with me.	at the time, he told me to rig up the small inn that was beyond the hermitage, and keep me locked up.
ڤەرچە ئێقەرە ڤەرم سەخت بی ک تو تەنیا دەنگ و دیمەن نین.	I had difficulty in believing you any other than a mere voice and vision,	I thought it hard work to remember that you were the only voice and vision,
ئێ پێشیەتەل م فرە خسە هەست.	I was impressed by all this at the time	my late anguish was swallowed in a paroxysm of despair.
ک حەق سینێەو.	will punish traitors	who waited for him to breathe.
ئمێدڤارم ک دەی قسەی ناشتوون.	I hope, sir, said he, you have no objection to make.	I hope you have nothing to say.
ناچار بین ک ئەڤی ڕێ زەمین بخەونن.	they had to lay him on the floor	jogging to keep up with their enormous strides.
هەست کردم ها سڕ خوەرم. چیئێ نەمەنوویی ک چنگر ڤێ بخسم.	I felt myself slippingthere was nothing to hold on to.	I felt myself slippingthere was nothing to eat out.
ئەمانێ م گومۆن نێرم.	I have no doubt.	but I will not do it.
ئمیدڤارم ک تو یە زۆنسوویین	I hope you know that.	I hope you know that.
ڤە خاتر خواردن ڤە تەژگای بخاری.	where it had hit the hearth	of being starved by a gradual process in the house
ئەگەرچە چەن کەسێ هەم بین.	though several persons were there	though several persons were there
ڤەر یە ک ئەژلایەن م هەم گیچەڵێ نێرێ.	as I shall raise none	seeing that there was nothing wrong in the air
ڤەختێ دەسی ڤەرەو چەویلیکەی برد ک بەریکەی ئەو بۆن	when he put up his hand to push his glasses back on	when he put his hand back to his eyes as if they were carried him away.
هناسەی قیلی کیشیا.	drawing a deep breath.	drew a deep breath, pulling in her scent.
ئەڵبەتە بێترە ئایم سەرەتا بپرسێ تا دماتر نەکەفیە زەحمەت.	I thought it better to inquire from you personally to save any misunderstanding.	though of course, one has to ask him first, so that he may not make any more mistakes.
ئەمانێ ئێمکە تەقەلای خوەم فرەترەو کردم.	but now redoubling my efforts	but now redoubling my efforts
ئەمانێ زەڵەی بەوڕکردنی ناشتم	but I did not dare to believe it.	but I was not scared to believe it.
بیا بیل ماچت بکەرم.	lemme hug you!	come and kiss you.
ئێ کارە دەرد دیرێ.	that would hurt.	it will bring bad luck.
ئاخر ماشین مەنەی تو گرد ئەو 5 کەس ڤل کردوویی.	the last car in the crew dropped all five	your last car had lost more than five people
ڤە مقەدەسات دینی توهین کردییە.	committed an act of sacrilege.	you sully it with the holy part.
کونجکاوی دەنگ خوەی ئەوشاردە هێشت.	she concealed her close scrutiny of him	he hid his curiosity impulsively.
بیان و بڤینن جا تەڕە و زاروو نیە.	then he would have had the misfortune to find that money turn up missing.	come and see.
قودیسی بهشت	saints in heaven!	saints in heaven!
بێ ئەڤە ک بڤیننەی ئەژ لای تێپەڕی	might pass behind her back unseen.	without seeing him beyond the immediate cause
خانم پیر ڕی سەندەلی ڕاحەتێ نیشتوویی	I found her sitting in her chair	there was an aged goat lying across a chair
سەرەتا ڤە چەوەل پرسیارکەرێ	quizzically at first	quizzically at first
هێگا ئێچە هەستێ ڤە خوەم مەدیۆن بیم	as though it were only his due.	perhaps such a feeling of possession as I ought to have dreamed.
ئەر سکاڵایێ ئەژ کاری داشتەبوو	that if he complained of his situation	if he complained of his having been on the ground
ئەمانێ شەوەکین ڤەر پرسین حاڵ ئانا یەت	but in the morning he came to inquire	but you've got to ask him what he did, that first evening.
نێخوازم بشنەوم ک تو هەم ئێچە هەستێ دیری یە هەڵەو	I don't want to hear that you feel that way.	I don't want to hear that you feel that way here.
مەر ئەژ یە ک ئەڤی دڵی ڤە مبارەزە نەڤوو.	namely, to find a man who will not fight	except that she didnt want to fight off.
ئەمانێ م نێتۆنم ئەژ ئتاق بیامەو دەر. دەر قفڵە.	I can't get out of this room	but I can't get out of this room without locking it.
ک دە جای قابڵ دینێ بی.	was to be seen in its place	that he was going to pay.
دەم و چەو و ئەڵەس بنیش و ڕێخت و قیافەی ئەڤی منیش ڤە سڕی و تەحسین ناچار کردوویی.	his bearing, his gait, his dignity and imposing presence held me spellbound and wondering.	sitting in silent and tears, and then pulled him back on my face.
م گەنڤەشی ئەژ مەردم ئەسێ دووس نێرم.	I have no taste for tattle	I don't like the thickness of people.
ڕاحەت یا نە	easily or not.	I am in no fear of you.
یا ئەگەر دیرێ م دەردەسەردار بووم	or I may become troublesome	or if I be to resent myself
ئەژ دەس ئێ پیا گیۆنم یەتیەسە سەر	I gaze at him, discomfited.	I expect if we could lay our hands upon it
بزۆنن و ئاگادار بوون ک گونا گلیاین م خەتای م نیە ک خەتای ئەسبەکەی منە.	stay, for not by my fault, but my horse's, am I stretched here	now tell me, that my fault! I am wrong!
دەگای کالسکە ڤاز کرد و چییە ناوی.	up the coachsteps, and into the coach	unfolded the door of the coach, and put it into the
ئەژ هەیبەتی ئێچە کەفتە تەرس.	was so terrified at the sight of him	I was afraid of this onslaught.
هاڵا ئەو تاج گوڵە دیرێ.	she still has her wreath.	I never did see the beat of that boy!
هیچ ڤەخت نەتۆنسم ئێ بەچە گیر بخسم.	I never did see the beat of that boy!	I never could get much out of him except the fact
ئەمانێ تەقەلای ڤەر پڕ کردن سەتڵ و توورێ بی ک یەک قەدەم هێزداینیش ڤەری مەحاڵ بی.	but the effort required to fill thebucket had been such that she found it impossible to take a step.	but the effort to fill the bucket and fury that was impossible to take a step.
هەست منیش هێچەسە.	I feel that also, sir	he feels a pain in the pit of his stomach already.
یێ ڕوو شەوەکین ئەو ڕیی نشۆن دا و دەسکردە غورداین.	until her eventual protests, her infrequent outbursts came forth in an uncontained	she turned her face one morning and began to sneak.
دماتر دی ک ڕی سەفحەی قاخەس ترێ جایێ مەنیە	had no more room	then it seemed as though it contained other copecks.
بەردەڤام گووش دڵ تەکەنووییمە دەنگی ک هاڵا دە ڤیرم مەنیە ئەسپارم.	I was still listening in thought to her well remembered tones	I listened, too engrossed, to the voice I'd still remembered.
ک حاڵ ئەرباب خووە وت و وێژە میدیایی چەوەڕێ مێنێ.	understanding the mood he was in expected a pleasant chat.	who was in excellent spirits, and who waited for him to come.
تەقەلاکردم سابوون بنمە ژێر ناخن کلک شەستی.	I've tried putting soap under her finger nails,	the rhythmic movements of the exercise restored it somewhat.
حەرەکەتەل ئاهەنگین ڤەرزش جوور خوویێ ئەڤی ئەوردە سەر حاڵ	the rhythmic movements of the exercise restored it somewhat.	the attack had been repulsed, he expecting it.
گەرد ئێ قەزییە پێڤەنیە تەنگاوتەنگێ دیرێ.	is intimately connected with the affair.	is connected with the person of whom we were speaking
یە بی ک نوبەت سەفەر بکەفیە دەسۆن.	so they chewed it turn about	trying to amuse, describing her sufferings.
ڤەر ڕەفیق هەنگ خوەیۆن	as presents for his former fellow soldier	that to comrades, he hastened their departure.
ئمیدڤار بین ک ئەر بتۆنن قسەکردن ڤە زۆن خوەیۆن ڤە م یاد بن ئەژ ئستعداد و لیاقەت خوەیۆن م سڕ بکەرن.	delighted to give me answers, hoping to raise my admiration of their great abilities if I could be brought to converse with them.	they hoped that if they could pass me the words of their language they would put me out with them.
هەری ڤە دەنگ بڵۆنێ هناسەی دە سینە گرتوویی.	he'd let out an audible gasp.	who waited in silence for him to proceed.
بێ ئەڤە ک قسەیێ بکەرێ چەوەڕێ مەن تا ئەڤی ئەژ نوو دەس بکەرێ ڤە قسە.	waited in silence for him to proceed.	without a word, waiting for him to start speaking again.
خوەی بێ ئەڤە ک تماشای بکەرێ گل ئەوردە سەر جا خوەی.	then moved back to her place without looking at him.	though he prided himself on keeping up with whatever was the latest fad.
پێشنیار ڤێ بە تماشای نشۆنگای مۆشین بکەرێ.	suggest visiting a car show.	she invited him to examine the rooms.
ڕازی نەڤییە ک تابڵەو یەک دەقیقەی تریش دەورە بمێنێ.	it should not exist another minute.	she won't consent to remain another minute.
ڤەر یەکەم گل دە ژیانی تەنبیهی کردم.	pecked him for the first time in her life.	I blinked a few times
چەن گل پلک دام.	I blinked a few times	I paced it several times.
فرەتر ئەژ هەمە ئەژ دیرووک همچەرخ بێزار بیم	I was chiefly disgusted with modern history.	I detested the malevolence with more than ever.
دووز کولی ژیان دەی جەزیرە خرەو کەرێ.	lower the general conditions of life in this island.	if it spies it on the island
تا خوو ڕووشن بی.	until the sun was well up	for a light was burning there.
شا ئەونی هێ یە ک ئەژ یەتن م ئاگادار بوویی فەرمان دا ک سەڤەدەل ڤەرم ئامادە بکەرن و ڤەرەو ئوورە کل بکەرن.	which had been provided and sent thither by the king's orders, upon the first intelligence he received of me.	he would order them to prepare for me the morning, and send him there.
ژیری و زیرەکی ئێ مرخە بووییە مدووک یە ک تعمەی خوەی ئەژ دیر پەیدا بکەرێ.	for the sagacity and smell of this bird enables him to discover his quarry at a great distance.	to be discreet and sagacious in that quarter, so as to cause it to fall off too late.
دە خزمەتگوزاری ڤەر شا.	I defended the king.	who of his own free will hath exposed himself to so great perils, and all to serve thee?
دەورە پگاتی م جا هێشت و چی.	where she left me.	leaving behind me, he quitted the chamber.
تۆنم قەسەم بخوەرم ک ڤەختێ ئێمە دی فرە خوەشاڵ بی.	I could swear she was glad to see us when we came	I could swear he was so happy when we saw him.
ئەگەرد کەسەل تر دە جەنگەڵ دیار نەمەنن.	disappeared with the rest into the wood.	he went out of the room with other people.
دادگا فەرمییە.	the opening of the court.	the court martial.
کەشیش ئەدامە دیرێ.	the preacher went on.	the strain upon his mental faculties
ئێمەکە دەی جرام ئەگەرد م شەریکە.	now he's come into the business.	we'll go in with him.
هێگا ئێچە فکرکردوویی ک ئەڤە جڵدیکە ک سرووشت ڤە م بەخشییە.	which it seems he thought to be some kind of covering that nature had given me.	I wondered if she was the one nature had given me.
تەقەلا کردم ڤەری مدووکێ بیارم.	I tried to reason through it.	I gave a hard effort to remember some reason.
دیم ئەر گرد تڵال جهان هەم ڤەم بن زەڵە نێکەرم خوەم نشۆنی بم.	I would not have shown myself for all the world	I saw I couldn't ever feel any resentment against them.
دەی دەمە ڤە خەیاڵات ڕەنگاڕەنگ ڤەرەو جایێ نەچیم.	I am not going in this time with any iridescent ideas.	I saw a glimmering of light in chaos.
بیلا فکر بکەریم.	let us think,	I have no desire to quarrel with anyone.
م ئەگەرد کەسێ شەڕەقسە نێرم.	I have no desire to quarrel with anyone.	I shouldn't trouble anyone.
هێچنەش جایێ ک پشییێ دە جایێ حەبس کەرن و تووڕەی کەرن و کەرنەیە شێر زەردێ.	if a hunted cat, surrounded and hard pressed, turns into a lion	carved into such a place as the plight of a bearer and divided it into a yellow circle.
ڤاسا فکر ئەو دەڤەر ئەڵماس خێزە ئەژ سەرت دەر بکەرێ.	you'll get that diamond field off your mind.	I have to think of the diamond in your head
دووارە هەم ئەژ یە ک دە ئێچە کار گمۆندارێ مەحرەم ڕاز کلاید بوو فرە دڵخوەش بوویی.	was still so pleased to think that even in connection with so ticklish a thing as this, he should be made the recipient of his confidence	it was again pleasant to him to punish him for breach of discipline.
میمۆنخۆنە هەم دە جا دنج و ئارۆمێ بی.	a pleasant sittyated grog shop.	the inn was nothing more than a bed of manure.
دەو دەمە م ئەژ جام هێزگرتم و خوەم نشۆنی دام.	I suddenly rose and revealed myself.	I take my bite from my mouth and show it.
م ئەژ ئەو هەڵەئەوڕەسینێ ک دە بەینمۆن بی متەسفم.	I regret the misunderstandings that occurred between us	I regret the misunderstandings that occurred between us
ڤە ڤیۆلۆن موسیقای ڤاڵ سی بژەنێ ک خوەم ڤەری ساختووییم.	to play the love waltz he had composed for her	I turned to the musicbox to teach myself to play the piano.
هەر چەنێ هەم ک کوچک بوو دە پشت ئێ سفارشە ئەڵکەفتیە.	even a small one, was behind the order.	that however insignificant they may appear to groveling vulgar minds
نعمەت فرە ئەژ ئەڤی ڤەر ئێڤە دیاێەو دەر.	your abundance will flow forth from it.	a flood of favours surged out of him
ئەڤی دە ئوتاقەی هەمیشە قفڵ کەرێ و هیجکە هەم غەیر ئەژ خوەی حەق نێرێ بچووە دەورە.	he allas keeps it locked, un' nob'dy iver mells on't but hisseln.	he should always be at liberty to keep his house shut.
دە کەماڵ ڕیز ڤەگەرد بەشداربییەل سڵام و خوەشی کرد.	he was most respectful in his greeting to everyone in the room.	carefully administered the appointed number of drops
دمای ئەڤەی ک تیر خس کەفتە ڕیی.	it fell on him after he shot it.	he fell face to face after he had fallen.
پێڤەنیدار ڤە ئێڤەو.	it concerns you.	it concerns you.
م هەم ڤاسا یە بەشم ک یە هێ ئەو کوڕەسە.	it was this same boy that	I might say that it was really the same boy.
مادام هوومە ڤە حاڵەت خەمینێ قسەی ڤڕی و ڤت.	interrupted the good woman, with a sad air	madame, and said it aloud in such a dreadful tone.
ئێمداڵ ئارۆم ڤەرەو قەهقەرا چی.	thenshe slowly retreated	then fell swamping back into the deep.
