تا کْ ای روکَه تاجری کْ اشْتَن جاني هَمَه تيیِه صندلی دیلَه ویخوئَشا لوئَه بْکَری	to address a salesman of small stature, who had squeezed as much of his person into a child's chair as the chair would hold	so that the merchant would take his life, and all his belongings, and place them in their chairs.
مَحَليیَه زیندونی کو دَوَشْتا و عیبادَتْگا دیلَه جيخْتا	who had escaped from the local jail earlier that night and were hiding in the chapel.	the dungeon you had left, and the place of worship you had left.
راسی تْرا بْوام اْشْته باطن اشته ظاهری کو بِتَرَه.	I reckon you're a kind of a singed cat, as the saying is better'n you look.	I tell you the truth, it's the inside that looks the best.
آخْر خَیلی خْشْ داریم چْمْه زوری آزْماش بْکَریم.	on the extreme brink I liked well to try my skill.	I shall be very glad to try it at last.
مْ اْمْ کاری را خَیلی فْکْر کردَه و الان چْمْه نظری و راهنمایی شومَه را وام.	I have now thought the whole matter over and this is my advice, she began.	I've thought it over a long time, and now I'm giving my opinion and advice.
هَی را کْ اَ پولی قیمتی زونْع و حتما اَی قْبول کَرْ	she quite understood the value of money, and would, of course, accept the gift.	who knows the value of it and will accept it.
شایدا اْمْ پالون نی اَ مِرْدَکی ایدْعا واسی، اَسْبَه زین آبو.	why, then the pack saddle must be a horse's caparison, as this gentleman has said.	the proofs of this unfortunate circumstance bear upon the horse's jaw.
چِه ایساسات دلَه کو هنتَکییا.	but relatively of such was their nature.	how you feel about him.
تا اْم کْ اَنْگْلی کْ ها کو بَرْما مْ اذیت کَرْدْشَه	until the ridged vinyl started to hurt my forehead.	to annoy me with his finger.
هیژده سالگی کو شومه نَه اییما. تمون ایما	I was your equal at eighteen quite your equal.	I'm not going to marry you when you're thirty. I mean, we can.
شِمه لطف کَردِنَه که اومینه	I appreciate your coming.	you're very kind to come.
اِشتَه دَنی ای نفری گوشی وَری کا نوشه	with his mouth close to her ear.	you'll end up with a phone call.
صباینَه روز اَو اِشته زوئَه نَه آرَسَه.	he and his son arrived next day.	the next morning he arrived at the village hall.
چِمِه عمری کا اِم جور پیلَّه دورو مَسه نیما.	I've never heard such terrible lies in my whole life.	I've never been that way in my life.
اَو ها مِه پَس یَندِشَه.	where she left me alone.	they're like me.
دَیِسَم شِمَه کَم گِلَه دا هِسَه هَجی کَردِنی زونوختَشه.	see if any of you have begun to learn to spell.	I'll take you to the count's house, and you'll know it when you're done.
یَندینَه گندِمَه انبار شینَه	went together into the granary	I've got a pile of dirt in the shed.
اَو یِنَک اَی را جالب آبا.	he was interested in her.	which seemed to interest him.
دا ای دَفَه که هَنی فیک بِکَرِم.	to have another think.	give me a second thought.
احتمالا هَنی چَمَه خبر شِمه رَسِه.	it is probable that you will very shortly hear from us again.	I'll probably get my news for you again.
ناراحت گوشی جیر نومَه.	I put back the receiver.	I'm sorry he didn't call.
اَو گِردِشی را شَه باخ.	went for a turn in his garden.	watched him turn away.
هیچ چه کا ناراحت نیما.	I cherished no malice towards him	I'm not nervous at all.
دَیِسِم چه کاری شام کَردِن	I'll see what I can do.	I wondered what they were doing last night.
لافوندی شون چمه تَکی کا دَبَستا	I had a line about my waist	their eyes closed with tears in their eyes.
موشته موشته نه که چمه کا بروشت	she hastened from the room.	he must have been, not his own.
بلکم بشوعم ام خاکبه سری نجات بدوعم	we may be able to save her.	I'll go to my grave and save her.
اته چمن داوره دیشتیم	I looked round	I've got eyes all over the place.
کسی کن هر چی کو ایکا نارتر ببو	anyone beating him at anything	let anyone be more frightened than he is of his own free will.
از فقط تکا تشکر نکرم	I am not exactly thanking you	I'm not exactly thanking you.
ام خطر ام دفعه چی گوشی کره کا دویرده به	but it had been a narrow escape	I ventured to ring the bell again.
شت آمنده و چی دیمش ماچ آکرد	bending, kissed her cheek.	he stood up and kissed her cheek.
چی لشی سر شت آمنده به	bent over the body.	what was the matter with you?
از نوشته م خنده	I read the note	laugh at my words.
هسه آگرده به	had come home.	now return to him.
چمن منظور واقعیه آلخه	I mean real fighting.	I guess that's what you mean.
من هته که هی پیست به کتاوم آکرده	I opened the book at random, as she proposed	I opened the book with him.
چمن سرم آگاردنیه	I glanced over my shoulder	I'm afraid I'm losing myself.
کهنه مردک اسپه اخلاقش پیدا کرده	the old man is as surly as a dog.	the old man has found his way.
نشام تنه ای که منده	I can't move in with you.	I'll show you where you are.
هَئیدَفَه ایشتَه و بَدَز سِکَه آبَه.	then suddenly sat up	he suddenly fell and sank into the depths of water.
اَ نَیسَه راهرو کا شَه تیلیفونی وَر	then made her way back to the unlovely foyer to find a telephone.	he put it down the corridor and put it on the telephone.
از پیما اَ اِسبَه چِه هَمَه هوشینَه شِمَه نوشون بِدَم.	I wanted to show him in all his glory.	I've been telling you all about this dog.
که اِشتَه اَوَلَه لوئَه کَری کا شاتَه نیشا چه مغزی آرَسی.	which somehow had not penetrated to his brain before.	that he had not thought of her for the first time.
چْمْه قصد اْما کو اَی آرْم اْشتن حال پَس بَهَرزیم	meant to leave him calmly.	I'm going to try to save her.
اَو پیَه که اِشتَه همَه وجودینه چاوون خدمتی کا بوبو.	was eager to serve them with his whole heart and soul.	the man who had always been at your service.
ولی هَسَتَه ای وَر دیگَه وَشتَه.	but immediately jumped aside in terror.	but now he had another.
آخرَسَری چه چِم مه که زمینی کا لَکیما ویندِشَه.	at last espied me as I lay on the ground.	the last time I saw him lying on the ground
از که اومیمَه پنجَرَه کا کِرَه کَفا پِشی.	I left him climbing to the window	you'll be damned if you don't let us in on the pitch.
شاتَه نیشه اِشتَه منظوری چاک بِوا.	he hadn't spoken clearly enough	you can't possibly mean anything.
اَو بَدَز بیرون تیلَّه و دِزدون رَئیسی بَیِندِشَه.	than he ran out and threw the leader down,	he would then go out and rob the master thief.
هَسَتَه اِشتَه جا کا ایشتَه و شَه قفسَه وَر	she was instantly upon her feet again	he dropped it and put it back in the cage.
اََی مینَت کَردِشَه دا هَسَتَه جاده کا دور آبون	entreated him to leave the place at once	you'll be on your way home if you want to.
منگا که هَئيدَفَه چِه چِه سَر اومَه.	was asking herself what was this now that had so suddenly come upon her	as if he had suddenly fallen into a profound sleep.
آروم خوابگاه کو بیرون اومَه دا کنتس که تازه خِتا مَئيزاوِنِه.	so as not to wake the countess who had fallen asleep only toward morning	he emerged quietly from his bed, telling the newly matched countess
بَدَز چِیا کو دْ نفرَکی شروع کردْشونَه یندی ماچ کرده و وییَرَه گَف ژنده. و ایی ساعتی نی هنته الکی گَْزراوْندْشونَه و بیدون اْم کْ چَمَه منده کو خْجالت بکشْن	there they were, like two babies, kissing and talking nonsense by the hour foolish palaver that we should be ashamed of.	then the two began kissing each other's brows, and then talking to each other's ears, and they waited an hour and a half for each other to blush for the rest of their lives.
کاترین نی ساکیت و آرْم و بی لواَ لواَ در حالیکْ ملوما خَیلی ناراحَته شَه اشتن اتاقی دِلَه.	she mutely, and with a sense of intense injury, retired to her private apartment.	she walked quietly and helplessly into a room full of uneasiness and uneasiness.
کو ایحساس بْکَرْن کو کْرَه چَوون سری منت نَم.	that he was condescending when he noticed them at all.	I don't want you to feel like I'm being hunted.
اَمَه تصمیم داریمون بعد عْمکو چَمَه جامون تلَفتَه جنگی ها کو شروع بْکَرَم	which we intended to take up our position and begin the action	we've decided where to begin our fight, after we've had enough of them.
اول چه بارَه سَسْشون نِکَردَه.هَیرا کو پَیدایا کْ ترسین چَوون تلَفه‌چی دییَرون را بوایْن	at first only observed in silence by those who came in and out and were evidently each afraid to communicate the thought in his mind.	he hadn't spoken to them in the first place, lest they should be frightened to see what he was looking at.
مْن تا هَه روز اسکواری نِزیک دِرِه ویندَه نییا	I had never seen the squire so near at hand.	not until the day of the squire's arrival in the vicinity.
ایی ما دیر بِ چاکَه دلیلی نی کو اْم اْشْکَم دارْع. ای ما تمون حاضرا کو ام مسئله را انَمَس گیری بْکَری	that the delay of a month might not prove fatal was sufficient to cause him to be willing to wait, and that rather indifferently, for that length of time.	one of us has a very good reason for wanting you, and one of us is ready to help you.
ایی روزی مْن اْشتَن جَمی کو را دَن.	in him as a suitable social figure if only he did nothing to offend them?	one day they'll have to find out who they are.
حتی نِزیکا کْ قایل بْدَی کْ چاکَه نظرینَه ام قضیَه سر فیکر بْکَرْ	pretty nearly promised,moreover, to think of it, with the intention of finding it a very good scheme.	almost persuaded him to think it over.
ای ینکی بْبَه کْ یا اشترا کَه صِیِب بْبو و یا نی چِه مال و اموالی سرپرستی مبادا را بْبَه	somebody in the landlady way, or lodging letting way'and marry her, against a rainy day.	whether he should be governor or steward of his property
چَن گْلَه دَلا ویلا هَرْدْشَه و ایدَفَعي ايلَه پیلَه زاهارینَه آگَردَه میزی سَر.	there it teetered for a few seconds before finally toppling over and falling with a sharp tinkle on to the desk top.	dragged a couple of bucks into the villa, and immediately returned to the dining room table.
ژان وال ژانی کامیلاً پِشتی کو اَی ویندْشَه	JeanValjean had a complete view of his back.	JeanValjean looked at her beautiful back.
اَو زور کردِشَه که سورتمه سِوار بومونو.	she persisted in riding on the sled.	he forced me to join him.
اِشتَه کاری زونو سر نوشه	she let her work rest on her lap	he's got a job to do.
هَ لاغِره پاسَبون نی بَری وَر نیشتا	there was the same lean porter standing at the gate	sat down next to the porter's lean back.
ولی اِم اَ خرابَه کَئیَه که چه زحمَتینَه اَی کَفا بَردِمه	but the ruin of projects so slowly carried out, so laboriously framed.	but it's the trouble I have to deal with.
سَری بارَه نی هِنتَه یَه.	as the rind wraps an orange.	your head is on your side.
چِمِه فیکر اِشتَه جا سَره.	I've got all my faculties as well as ever I had in my life.	I think he's lost.
اَو اِم پیلّه ایخترا را اِشتَه را نِنوشَه.	without giving a thought to 'that stupendous invention	she hadn't written that one before.
اِم وَست نیَه چون شِمه باور نِکَردِنَه.	but that's not enough, for you didn't believe me.	I don't care if you don't believe me.
اَ کشوری که مِه شون چه ساحلی کا رویَندا.	of the country where they set me on shore	the country where they set me on shore.
وقتی که اومه اتاقی دیلَه شَه چه وَر.	handsome moving toward her as she entered the room.	when she came into the drawing room
که همیشه اَ مسابقه سالونَه کا شرکت کردَشا.	that he had been an assiduous participant in the annual competition	who was always in the drawing room.
هَ ایدَفَئی خِردَنی یاد دَلَکَه.	remembered the child.	he had learned to read abruptly.
ولی نِشاتشَه اَی بَکَشِن	he couldn't get it out again.	but could not kill him.
ولی بی چِمِه داورَه خَط بِکَشِه.	but not with him.	but without waiting for him to line up.
ولی از هِم زو زونوختِمَه	but I soon observed	but I knew it beforehand.
بِخ چه گِرو گِتَشا	he had to keep swallowing	look what they've got!
اَو ترسینَه ام لوئه کردِشَه.	he said anxiously.	I'm afraid he's taken it away from me.
بِهَرز اَ کاری بِکَرِم که ویَر مهمَه.	let me end on that which is most important	I'm going to do what's important to him.
مَلیما که خَیلی جدیا.	it was evident that he was very much in earnest.	I'm sure it's serious.
فیک کَرِم بی اَینَه لوئَه بِکَرِم قبلَز اَو که تِه بِوینِه.	I think I'm going to go talk to her before she sees you, I murmured under my breath.	I'm thinking of letting her go before she sees you.
مِه را مونو اسبی سِمی صدا مَسِمه.	I thought I heard a horse.	I heard the third horse's voice.
اَی پیَه و اِشتَه هَمه زندگی چه واسی فیدا کردَشَه	who loves him and has sacrificed all her life to him.	he's a man, and he's sacrificed all his life for her.
اِشتَه پِشتَه سری دیاری دَچیکینَه	backed against the walls	he's got a bunch of dunderheads behind him.
هِسَه که روزَه با اِم که امیدی چِه پَیدا کَردِنی را نیه ناجَه دارِم که موفق بوبوم	now that it is daylight I count upon finding them when I least expect it	I have no hope of ever succeeding, now that the day has come.
بی امکه چوی رفتاری نشونی موشته یا گرفتاری دلکه	yet never seeming to be hurried, or to have too much to do?	without any trace of faulty behaviour or disturbing dexterity
ته لایت گیتی نه پیوندی آبی از مزونم و خبرم مبو	you should be engaged without my knowing it	I don't know nothing about the blue suit.
که چم به نه سابقش نبه	that had never happened before.	I don't like the looks of things.
ضمنا نشونش دوئه که خاصه مهارتیش هسته دستیه کارون را	she had a remarkable ability for manual work	but to show that his dexterity was the very essence of his work.
ام خستگی برشه فرصتی کو و هشوعه کو شار بین	they were like schoolboys after a few hours in school.	I'm tired of waiting for a chance to come into town.
اگم من اشتنه مبری از ایا کو هیچ برشوم	I shall perish if you do not take me away.	I don't know where I'd go if I was thirsty.
عه عصبی آبه به	she had an attack of hysterics.	I'm nervous about it.
دزدی را چاکه	as became a pirate	a good thief!
حیوونون تله درینه و آو پیدو بکره	tracking animals and finding water.	trapping the animals in their traps.
بی غرض اتاقیکا برشیمه	I quitted the chamber.	I went to the drawing room aimlessly.
وره پولیم هست به حدودا ۲۰۰ پوند بانکیکام هست به	I'd still got plenty of money in the bank, nearly two hundred quid	I've got plenty of money in the bank, about two hundred quid
غرصه خونه ایتکه منده که ببرمم	you would make me weep, if such a thing were possible.	I've got a lot of room left to grow up in.
ایگله که یی آرسیمون که چونشون ساسته به و چی واشانشون زمینی ویژه به	we came to a long kind of building, made of timber stuck in the ground	when we came to what land belonged to them
امه ش جن یا غولی جیگا گته	took us for ghosts or devils	he's a giant or a giant or something.
دری پاچه کا پمنده تا چی شو آزاد بنه	lingered on the matting, that she might leave her husband quite free.	pushed open the door so that it was not fastened.
ها الماسش همه امه آدوئه	yes nothing more true	the diamond belongs to us all.
امه لوتکامون زو صافه دریو و شفافه دریو کا حرکتمون درورد	we were soon skimming swiftly over a smooth sea.	our nails moved smoothly along the open shore.
هنته شون اشتن گچونکا احترامشون پیسته	extorting almost as much outward homage	so much so that they held him in high esteem.
چِه کا خواستِشَه بَندی کا ویرا و بوشو چاوون وَر.	begged him to come down to where they stood.	she tried to hide behind her eyes.
بَدَز اِم که پولی جا دومَه اِشتَه جا آگَردیمَه و خِتیمَه.	I went back to my bed, lay down and thought	I took the money, put it back in the bank, and slept.
بی اِم که چِمِه داورَه دَیسِم شیمَه پنجرَه وَر و اَی آکَردِمَه.	I went at once to the window, and looked out.	I put my hand into your cage without turning my face.
که نِخاین ای دَیقَه نی اِشتَه کاری کا عقب دَلَکین کِرَه دِرزین.	unwilling to lose a moment, bent over their sewing.	lest you should be delayed for a moment.
بَدَز چَن ساعت گیلبرتی وَر آگَردَه و واتِشَه	returned after a time to say that the only thing he could think of	she returned a few hours later, with a cry of exasperation, and said
مجبور آبیمَه بوشوم ها که اَ حَیوون رد آبا چِه دوملَه بِگَردِم.	I was compelled to go down to the spot where the animal had been and look around for it.	I had to get water to get past that creature's footsteps.
وییَرَ سَکْرات لازیما تا باور بْکَری چِه یِنَک زْندَه و سَقَه	he had to make great mental efforts to take in that she was alive and well	you'll have to go to the drawing room to believe he's alive and well.
ولی اَو هَئيدَفَه جِکلَه ای کَردِشَه که زَلَنَه پِشتی کا واز کَردِمَه و چه بالی وَیل آکَردِمَه.	but he shrieked so shockingly that I dared not proceed.	but suddenly she took on a coat that I had left behind, and which I had worn off.
اَوَلَه دَفَه کلایدی وَر عصبی آبا.	for the first time nervously, where he was concerned.	you're on your nerves first.
ناهاری ها کا هردِشَه و ای شیشَه شراب هردِشَه	dined there, drank a bottle of wine	brought him lunch and a glass of wine.
زونوختِمَه که نِزِکا اَی ویترَکیم.	I realized that I had been about to attack him.	I knew I'd beaten him to shreds.
وقتی اَ پیرَه مِردَک مَردِشَه از ها مَندیما	I was there when the ol' man died.	when the old gentleman left his husband
هرمیون اِشتَه لوئَه نیمَه نوشَه	then stopped, very suddenly	he drank half of it himself.
اَ کِتَه شون چِمِه واسی بَخشَه.	the dwarf was pardoned at my desire.	forgive the dog what he has done to us!
اَی یا ویسیا کَردَشَه که رِچ آبو	she has sent her here to be healed	he or she was ready to go.
نپیما فیک بِکَریم بی جیخِس بیگِرِم.	I didn't like to think of myself having to hide.	I don't want to think about keeping her here.
ولی از نِپیمَه اَی بیزاوِنِم.	still I hesitated to wake him	but I won't let him get away with it.
ولی شراب و پنیر کِرَه تَمون آبی.	but the wine and cheese were being consumed rapaciously.	but wine and cheese tasted delicious.
نفس کَشِمَه و هَنی چِمِه سَری تَکون دومَه.	I inhaled once and then nodded again.	I sighed, and then I shook my head again.
از هَسَتَه جواب نِدومَه و اَو نی اصرار نِکَردِشَه.	I didn't answer right away, and she didn't push it.	I didn't answer the phone and he didn't insist.
فقط مَندیمونَه شِمَه قبول بِکَرَن دا اَمَه بِکَرَم.	which waits only your approbation to be acted upon.	I'm just waiting for you to let us in.
ویر بَردَشا که لیزا مَردَه	he had forgotten she was dead	remembered that she was dead.
هر چی لازیما فَمِشَه.	he saw all he needed to know.	he will understand all that has to be said.
ایشتَه و اتاقی کا را شَه.	got up from his chair and began pacing up and down the room.	she went into the drawing room.
آروم پیش اومَه و اِشتَه بالی دراز آکَردِشَه	again extended her hand	he walked slowly and stretched out his arms.
اِم تنها کاریَه که شام اَی را بِکَرِم.	I owe him that	that's all I'm going to do for supper.
بَری محکم اِشتَه پِشتَه سَر دَبَستِشَه	slammed the door behind him	fastened it firmly behind his back.
اَینَه واتِشَه که میزی وَر بوئا	told him to come near the table	he said so, opening the drawing room.
یِندی پِشت ساحلی وَر شیمونَه.	one after another, to the beach	one behind the beach.
از ایتِه نی سِرَه گلی نِمونوم.	I am not even faintly like a rose.	I'm not going to lie on your head.
اِشتَه سرون شون یَندینَه نِزِک آکَردَشونا	their heads were close together	they all nodded their heads to each other's faces.
ایگلَه یِنَکی زاهارینَه هَئیدَفَه ساکت آبینَه.	but a woman' s shout stopped them dead	it was only a matter of time before they were all quiet again.
شِمِه آگَردِن چَِمَه دیل خوشیَه.	your return will delight us all.	I shall be glad to have you back.
چِمِه کِلا پَس ژَندِمَه و نَرمَه بادَتِئی چِمِه پیشنو گینَه.	I hitched my hat back a bit to get the kind of balmy feeling of the air against my forehead.	I've got my hat on, and I can't stand a windfall.
اَو واتِشَه که هَمَه یَندی وَرَه	that they were all close together,	he said it was all about you.
هَدَه خَندَه کَردِشَه که فیک کَردِمَه تور آبَه.	I thought she would never stop.	I chuckled, thinking he was mad.
فیک کَرِم نِزِک آبَه دا اَی بو بِکَرِه	the creature had probably approached to sniff at him	I think he's about to take it off.
اِشتَه ینینَه (شونَه) تیکِل آبَه.	had disappeared with his wife.	it's the other side of the tub.
اَی آکَردِشَه دا بِشان یَندینَه لوئَه بِکَرِن	pushing it up so they could talk through the bars.	he ordered them to go to bed together.
هیچکسی اِم قصری دیلَه کا زِندَه نِنَم	he would not, he thought, leave a soul alive in the castle	I'm not keeping anyone in this castle.
یِنَکی که هیچوقت اِشتَه عمری کا هیچکسی را دَست بِلَند کَردَه نیشا.	such woman who had never struck a blow in her life.	one she had never touched in her life.
دا بِشا ای دَفَه دیگَه اِشتَه جا کا بیزِه.	if he would ever leave his bed again	so that he might lay down again.
جوری مِنَه رفتار کردِشَه بَزای از چه زوئَیمَه.	he treated me as if I were his son.	as if she were behaving in a way that made her wonder of what was the state of the world.
ناجه داری دا اَو دَوَشتنی را زور بِژنِه	he'd expected her to try to run.	in the hope that he would force it to fall.
ساختمونی کا بیرون اومیمَه و چه نِزِک شیمَه.	I went out and approached him	we came out of the building and how close we were
چاکَه دِ اِم مِزا کا دَس بِکَشی.	you had better come away.	you may as well lay hands on the table.
از هیچ اَختیاری چِمِه ژیمونی کا نِدارِم.	I had no freedom or say over my life.	I have no control over your existence.
بَدَز اَوونَه واتِشَه که آتَشی روشون بِکَرِن	then he bade them get the fire lit	then ordered them to light a fire.
بَدَز ای کَلَّه نَرمَه چو پیگِتِمَه.	I then took a piece of fine wood.	I'm not going to take you anywhere else.
اِشتَه ناجَئون سر ویترَکِه	descend into the deep against his will.	he fell unsuccessfully on his knees.
هیچی نِویندِشونَه که اَوون ناراحت آکَرِه.	nothing to be astonished at.	they saw nothing to annoy them.
نیمَه خَرابَه کَه و حیاطی دَیِشتِشَه.	as she looked around the half demolished hut and the yard	he's half grown up, and he's got a yard to go with him.
هَتَه اَی ژَندِشَه دا نیمَه جون بَه.	gave him such a flogging that he left him for dead.	that he was half dead when he married her.
بَدَز چِمِه چِمون اَسِک دَلَکَه	the tears rushed to my eyes	then my eyes filled with tears.
از سَف کَردِمَه که اَ مِردَکی کِلا خَراب آکَردِمَه.	I did wrong to spoil that gentleman's hat.	I'm afraid I've upset this gentleman.
چَن دَیقَه هیچی نِواتِشَه.	for a few minutes he was silent,	remained silent for several minutes.
بَدَز چِمِه جا کا ایشتِمَه و اتاقی میونَه کا شیمَه.	I stand up, walk to the centre of the room	I'll leave you to my own room.
ولی دِ دیر آبا.	but he was too late.	but it was too late.
اتوبوسی کا ویرومیمَه و شیمَه کَه وَر.	I get off the bus and head for the front door.	I get off the bus and ride home.
چه یِن هَنی بِرَمِه کَردِشَه.	so that as he spoke she began to cry again	how he had managed to escape.
هَسَتَه چِمِه پِشتَه سَری کا ایتا لینگَه صدا مَسِمَه	when I heard the sound of steps	I heard a little noise right behind me.
هَنی ای دَفَه چیستانی خوندِشَه.	repeated the poem.	he read again.
از پیما چِمِه پستی سَر آگَردیم.	I was eager to get back to my charge.	I turned my face.
اَلبَتَه موقَعونی کو لاری وَر مَندَه نیمَه	when I'm not having laurie..	I'm not going to stay with him for a while.
اما چِه دَس چِه پیشینی پیلَه موئَه تائون گینَه	he met only the short growth of wiry bristles,low on his forehead	but his hands were as hairy as his foreheads.
از گَوَنی و عَصَبانیمَه ولی نِه وییَر. بیلاخَرَه اْمْ جوون ایدَفَعی اْم فْکْر دَلَکَه کو چْمْه عاشْق آبو.	I feel cross, but not very, that frivolous young man, would you believe it, seems to have taken it into his head to fall in love with me.	but not altogether. At last, the young man thought suddenly of the girl whom he loved.
فیکْر کَردْشَه بیدون اْشْتَن نومزدی ایجازَه نِشا اْمْ جشنی کو شرکت بْکَرْه.	she did not think it was decent to accept without the consent of her fiance.	she thought that she would not be allowed to attend the banquet.
روشینا کْ سَختَه ویماری سَر بَرکَردَشا	as if he had been pickled.	evidently finding it hard to mend them.
حتما اِشتِه عقلی هَردَشَه و بیابون شَه.	lost his mind	I'm sure he's out of his senses.
هَه حالی کو ایي دیيِشتِه ای دکتر مانتی کَرْدْشَه	with a glance at her father.	as if he had seen a doctor dressed in a cloak.
ئَه چیی کو زمینی لَکا دیيِشْتْشَه	to squint at what he'd fallen over	he saw something lying on the ground.
کامیلا عْشْکارا کْ ایي چیی چِه حواسی پَرْدْ آکَرْدَه	but he was clearly distracted.	the camel attributed to him something remarkable.
پاکت عْشْتَن اَوَلْنَه جیگانَه نیم میتر فاصْلَه دارْع	was lying two feet away from where it had started.	the packaging was half a foot away from the front door.
بَدَز چَند دَقَه کو زْتْ آبَه مْ کو، مْنَه واتْشَه	after considering for a few moments, said	he said in a few minutes, when he heard me cry.
اَلبَتَه چار سال خانْم سمپلی مرگی کو گْذَشتا	now four years in her grave	she had been a chicken mule for nearly four years.
پیش از اْمکو چْمْه دس اَی آرَسْه و بدبخت آبو	before I came down hard on him.	before I could reach my eyes he was a wretch.
دا اشتن آشنایی ئه مِرْدَکینَه مهم آوین	to be familiar with the great man	it would be helpful to make the acquaintance of the deceased
چْمْ دَس کْوْرْآبا و ویشتَر بَرييَه طرفی را پْشْ با	my fingers ached from holding to the ledge.	then folded her hand and pushed her farther behind him.
هَنی چْمْه فیچْم آگاردْنَده و خندَم ویچاکْندَ	I turned away again, and laughed.	I nodded again, laughing.
source	reference	translation
Nika pê hêrişan yeno waştenê ke heme qezencê înan dest ra bêrê girewtene.	Now, these attacks are intended to take away all their achievements	the angry couple decided to forgo all profits.
Çimê mi bîyî pirrî hesirî.	My eyes filled up with tears	I shuddered my eyes.
No zî beno semed ke vîrus vila bibo.	This, too, is the reason why the virus spreads	I'm afraid there is a possibility of a possible strain of the virus.
Hetanî sinifa çarine dewa xo de waneno.	He studies in his village until the fourth grade	they're in fourth grade.
Ganî pêro cinîyî xeyalanê xo bîyarê ca.	All women should fulfill their dreams	I'll have to keep an eye on him for the rest of the day.
Mi zî tercumeyê kirdkî kerde.	And I have translated it into Zazaki	I translated it briefly.
Seba ke ciwan vera naye vejîyano polîsî ey wesayîtî ra fînenî dûrî û dest şanenê qirrika ci û erzenî erd.	Because the youth protests against this, the police throws him out of the car, grab him by the throat and onto the ground	the young man had to avoid being picked up by the police.
Ma vînenê ke rayaumûmîye de derheqê bawerîya elewîyan de muneqeşayêko cîyaker yeno kerdene.	One sees that the separatist discussions are made in public concerning the faith of the Alevis	let us look at what has been publicly discussed in the recent debate on elephants.
O rî ra kî ê mînetdarê dersimizan ê.	For that reason they are thankful to the Dêrsimis	who will be the temporary adviser
Hetê ra gureya hetê ra kî wend.	On the one hand, he worked, on the other side, he studied	I'll tell you who's in charge.
Her diyan sere şanayo pê ke ti vana qey kirmanckî nînan afernayo!	Both of them smashed their heads together as if they created Kirmanckî on their own	I can't wait to find out who you are!
Welatê ma binê sîyasetê qirkerdişî de yo.	Our homeland is subject to deathly politics	the country is in a turmoil of annihilation.
Wa wendişê mewlidî biancê kamera.	We should record the reading of the Mawlid	looking at the camera mounted behind him.
Tena yew qusurê xo esto ke merdim nêeşkeno nuşteyan kopî bikero.	There is only one flaw, one cannot copy the writings	there's only one dog left who can't even copy notes.
Ino hereketê ci îsbat kerd ke ez otomatîkman biya serekê grûbî.	His/Her movements proved that I otomatically became the leader of the group	Now the movement showed me that I was automatically leading the way.
Yeno keye ke nîmeyê awe zî nêmenda.	He comes home and not even half of the water is left	it's the kind of house where half a dozen people still live.
Ez koma her dîyan a.	I am in both groups	I'm all over the place.
Her çî wextê ey esto.	Everything has its time	time is running out anywhere.
Eke roşîya nême şima rê nême bidîn ma.	Once sold, half is your, give the other half to me	I'll not let you out of my way in the middle of the night.
Dima sond dekerna û beyraqe dîrege ra arde war.	Later, he recited the oath and pulled down the flag from the pole	then he swore an oath and obeyed the old saying.
Kifş o ke cuye o tayê rew hincirnayo.	It's evident that life has worn him down a bit early	I'm glad you're keeping it together.
Xora qeleme dest de hazir a!	The pen is already ready in hand!	Get ready for the hunt!
Yew hîkaya xo bi formê nameyî amo nuştene.	One of his/her stories was written in form of a letter	wrote one of the stories in prose.
Zereyê çimanê xo ra to de huyeno.	He laughs at you from within his eyes	I'll hand you the money.
Kesî îtîraz nêkerd.	Nobody objected	no one objected.
Merdim ancax ziwanî ra bizano.	One can only know from the language	I'm dying of hunger.
No kî çîyode zaf rind o.	This is a good thing, too	who is a very nice guy?
Yewna bi tirkî nengan çîneno vano ti çira vanê ‘kirdî’.	Further, the curses in Turkish and asks why you say 'Zazaki'	I don't speak any Turkish now, you see.
En zaf kî kurmanckî de vînon.	Mostly, I see that in Kurmanji	I'm sure there are a lot of them in the kitchen.
Ma wazenê kîşta tirkî de kurdkî zî bibo ziwano fermî û mekteban de dibistana ewilêne ra heta unîversîte bi ci wendekaran rê perwerde bêro dayene.	We want that Kurdish shall be the official language alongside Turkish, and that education shall be provided for the pupils in schools, from primary school until university	In order to be eligible for admission to the national register of teachers of Kurdish minorities, all pupils must be enrolled in independent schools up to the date of entry into higher education.
Bi hezaran însanî merdîy.	Thousands for people died	killed thousands of people.
Rayraşîyayîşê dergî bi coşêkê pîlî qedîya.	The long journey ended with huge excitement	the long march ended in a cold sweat.
Vateyê eseran zafîn aîdê min ê.	Most of the words of the works belong to me	I've a lot of friends like you.
Tena ferqêk tede esto.	There is only one difference	there is only difference.
Xulasa dewe de ma bi çimê dişmenan ewnîyayêne yewbînî ra.	In the end, we looked at each other in the village like enemies	in the course of which we shall be informed of the results of our inquiries.
Nika zî bi hawayêkê sîstematîkî hêrişan kenê.	Now, they are attacking in a systematic way	They get annoyed by the systematic weather.
Hewna zî tu kesî ra yew îtîrazo pêt-cidî nêbi.	Again, there was no serious and strong objection from anyone	I'm not going to scare anyone now.
Ê ke nê qirkerdişî ra weş mendê hîna zî estê.	They are also those who survived this massacre	I've had enough of being hunted.
Bombarduman heta saetan sere sibayî yê roja bîne dewam kerd.	The bombing continued the morning hours of the next day	The shelling continued into the morning hours.
