مادام هوومە ڤە حاڵەت خەمینێ قسەی ڤڕی و ڤت.	interrupted the good woman, with a sad air	Madame Dufarge said in mourning.
ئێمداڵ ئارۆم ڤەرەو قەهقەرا چی.	thenshe slowly retreated	Then I went quietly to the grave.
ئێمداڵ ڕشتە فەریادەل بەردەڤامێ کرد ک تا قیلاییەل دیڤارەل سەنگی هەن چی.	then sent up cry upon cry that penetrated even those massive walls	Then he made a detailed description of what was going on in the depths of the stone walls.
ئێمکە ڤاڵ سر زا سوڵتانە.	the great sperm whale now reigneth!	Now it's your turn to be the sultan's wife.
چون ک دە ژیان ئەڤی نەڤەش چیەل فرەیێ بی ک ئڵاجەو و زەڵەدڕ بین و دە دەرین خوەی ئەڤی چیئێ ڤە کلیدۆز ئەژ ئاسا بی و دە چارەنڤیسی پێشیەتەل دەرددار کەم بین.	there was much in his life which was strange and terrible, in his character something outrageous, and in his fate not a little that was pathetic.	Because in his life, there were many things that were strange and strange, and in his mind, there were many things that were simple and insignificant and diminished in the fate of the sick.
چون هەنی ڤەخت هەس ک ئەژ بڕیار خوەی دیرەو بگرێ.	while there was yet time to rescind it.	Because it's time for him to change his mind.
دکتر خوەش ناشت ڤەگەرد ئێجوورە پرسەلێ سەر ئەڵ بێ،	doctors disliked and hesitated to even trifle with them.	The doctor didn't have to deal with him like that.
ئەمانێ ڤاسا بەشم ک ئەژ هێڵ سور کل کردم.	I think I provided a very nice red herring, if I do say so myself.	But I have to say I crossed the red line.
یواش دە جایێ بەین یەکەم و دووم هەوش بی و دوو گەز و نیم مەساحەت گوم ئەڵنام.	gently set it down on the space between the first and second court, which was eight feet wide.	It was quietly between the first and second floors and covered two and a half acres.
دەی گیرەدارە ئەوڕەسوویی ک ئمیدی ڤە بەختەڤەری دەی تەفەڕجە بییەسە هیچ.	realizing that his dreams of a happy outing this day were fading into nothing.	It's a self-fulfilling prophecy that hopes of happiness have been dashed to nothing.
خوازم بلاڕکم ک بیارێکەی ئەڵ جا.	I'm going to insist that he replace her.	I'm going to ask him to bring it here.
ئەڤی ئێچە ڤێ ئیسفا هووکارە بوویی.	had grown so used to it	He was so used to it.
ئێمداڵەکێ ئەڤی دە تووی پەتووی پیچیایە.	she wrapped him in hot blankets	His waistband was wrapped in a cotton cloth.
پیای هەڤەسخوازێ ک پایڤەن ڤە هیچ بنەمای کردارییێ نیە.	a man with no other principle than transient caprice	A passionate man who has no practical principles.
م دە کەنار ئێ سەرزەمینە پیادە کردن.	I was set on shore on this coast	I walked to this land.
ئەمانێ خڕی.	but he restrained himself	But he cried.
دەو دەمە چەوی ڤە ماڵفۆی کەفت و هناسەی دە سینە گیریا.	then he saw something to make his heart stand still.	He fell down with his eyes wide open and held his breath in his chest.
ئەژ شێرەل دڕەندە زەڵەی نەچوو.	let no lions daunt him	He didn't shy away from the wild lions.
ڤەدڵقائمیەو ڤاسا بیاوبەسێ بنیمن.	there must indeed.	We're going to have to make a deal.
تەمام دڵقائم نەڤی ک ئێ ڤتە ناجوور نەڤوو.	not feeling fully certain that this remark was not in some way unorthodox.	I wasn't entirely sure that wasn't the case.
ئێمە نەڤا ئەژ یەکتر جگا بووییمن ڤاسا پشت ئەڵ پشت یەک بیمن.	you and me must stick close, back to back like	We didn't have to leave each other, we had to stand back and forth.
یا دەمشمارەی دە بانک ڕەهنی بنیە گرەو و شاڵێ ڤەری بنسینێ.	you pawn your watch to buy her a shawl.	Or put his face on the black bank and cover it with a scarf.
ک چوار خوڵەکی دە ژێر ئاو داخ و شەس سانییە یەژەی دە ژێر ئاو یەخ بی.	four of them in steaming hot water and sixty seconds under a stream of ice cold.	That's four liters underwater and sixty liters underwater.
میشە لا دا.	shifting the rat	He pulled the mouse aside.
بەدگمۆنی م ڤە جا بییە.	the worst of my suspicions proved too true.	I'm sorry he was there.
ئەڤی دە ئژناسین سوارکارەل توانا فرە زیرەک بی.	he was adept at spotting a natural born rider.	He was very clever in identifying the talented riders.
ڤاسا ئێ بابەتە ڤەت بەشم.	I have to say it	I have to tell you about it.
ڤەختێ ک دیرم ئەژ سلوول دچم ئەودەر فرە بزەخەنە بە.	so give me a cheerful smile as I go out	There was a lot of laughter coming out of my cell.
بەڵکەم تەشێ هەم ک دە دەرین داشت ئێمکە ئێچە دیار بی ک کوور بییە و یا دە ژێر خوڵەمژ ئەوشاریایە.	on the contrary, now the fire seemed quenched in her, hidden somewhere far away.	Rather, it was clear from the depths that he was blind or concealed under his cloak.
ئمیدڤارم ک بەردەڤام دەی کردارە بەردەڤام بوو.	I hope it continues to do so.	I hope I continue to practice.
دووارە تەرس سەردێ ئەڤی گرت ئەڵ خوەی.	fear pricked her again.	He was afraid of the cold again.
هێ یە ک ئەفتەو سەر ئەڵدا ئەژ جام هێز گرتم.	as soon as the sun rose I rose too.	I picked up the glass as soon as it fell on my face.
بەڵکەم ڤەو مدووکە نەتۆنسوویی خوەی بگرێ و یەتوویی دەی دەمەقاڵە.	but at having failed to control himself and being drawn into argument.	Rather, it is because of his incapacity to conceive and understand that he is in a state of confusion.
هامە گەردت ک ڤەز تایبەتێ پێش یەتیە.	I agree with you that this is a peculiar occasion	I told you he had a special situation.
ڤە دڵۆڤانی و پیایۆنە گرتەی ڤە باوەش.	folding her gently and protectingly	He embraced her with a human heart.
ڤەتایبەت ڤتوویی دە ڤەز بیروونی ئەودەر عمارەت چیئێ نەگوەڕنن.	who positively ordered nothing to be altered outside	Especially when you said you didn't have to change your mind about other people's opinions.
یاد گرتن زۆن ئەڤەیش ڤە بێ ماموستا و تەنیا ڤە دەسمەتی گرتن ئەژ فەرهەنگ کار فرە سەختێکە.	it's tough work fagging away at a language with no master but a lexicon.	It's very difficult to remember the language, and it's unstable and difficult to just use the vocabulary.
یەکێ دوو گل ڤە نشۆنەی دژایەتی کردن سەری محکەم تکۆن دا.	once or twice shook his head in strong dissent.	He shook his head once or twice as a sign of resistance.
ک ئێچە ک دیارە چییەسەی منەی.	who was evidently looking for her	That's what I get for apparently belonging to me.
یواش نوازش کرد.	stroking me gently	He kissed her gently.
ڤەختێ ڤە سایەبۆن خوەیۆن گل ئەورد.	now he returned to the umbrellas.	When they returned to their places.
ڤاسا فکر بکەرم دعا بکەرم.	I must think pray.	I have to think about putting it on.
ئەگەر ڤەر ئەژ یە شرووڤە دام ئەو سەندقە نە ڕاسی ئتاق خوو و ڕاحەتێ بی ک سە گەز و نیم پەنایی داشت.	which as I have already described, was a very convenient closet, of twelve feet wide.	If I drank it, it wouldn't be a comfortable room with a hundred yards to sleep in.
تا دشمن شناسایی بکەرێ.	to recognize the enemy.	To identify my sister.
ڤەر ئەژ یە ک قسەیێ بکەرم فکر کرد ک جوورێ کاتژمێرم ک یەکێ ئەژ سەنعەتکارەل ئبداع کردیە.	before I began to speak, conceived I might be a piece of clock work contrived by some ingenious artist.	Before I spoke, he thought I had a watch made by one of the artists.
بوەخشی ک ئێچە فکرێ کردم.	I'm sorry I entertained the thought.	I'm sorry I thought of you that way.
دەو دەمە ڤە شێڤاز ئەنستیتۆی نەڕاسی سووددەر و خوویێ درەت.	became in time a truly useful and noble institution.	It's a useful and beneficial recipe for an irrational institute.
هەم دنیا ڤینێ ک عەقڵ ڤە سەر تو فرەتر ئەژ هەڤەس دەسەڵات دیرێ.	the world shall see that with thee reason has more influence than passion.	the world will see that your reason is greater than your power.
ئەمانێ دەبارەی یە ک هەدەی بەین مەزگەل ڕێبەرەل حزبەل ئەژ بوار کەمیەت و کەیفیەت جیاڤازی بوو.	as to the difference of brains, in quantity or quality, among those who are directors in faction	But it's about separating the balance of power between the party leaders in terms of supply and demand.
ئێڤە ئەر زۆنیاریێ دیرن ڤە م بەشن ک م ڤە ئەڤی بەشم.	enlighten me, and I will then communicate my information to her.	If you want me to tell you something, tell me to tell him.
دە نەو قسەی پەریم و ڤتم	I chipped in and said	I didn't say anything.
نەڕاسی نێڤوو ک ئێ ڤەشەی ئاخر و شدەتەی شرووڤە کرد ک ڤەگەرد ئەو ڤەشە ئەژ دەمی درەورد.	it is really impossible to express how he twisted this ejaculation out of himself	It wasn't unreasonable for him to take the last words of the poem out of his mouth with the same intensity.
ئەژ پەنجەرە کەفتەو نەو و ئەگەرد یەتن م ئایینەی دیڤاری گەپە ئشکەن.	flew in from the street as I entered, and broke one of the large mirrors set in the wall.	He jumped out of the window and hit the wall of the church with his foot.
تەنیا ڤەختمۆن کوشیا.	only it's wasting time.	It just killed my time.
لیلی ڤت بزۆن هەر چیئێ دوو پێش بێ.	anything might happen, she felt.	Lily explained that everything was the same as before.
ئەر تەڵسم بییە دخوەس بووای ساحر تن جوور باڵگرتن مەل گلی ددا ئەڵ جاکەی خوەی.	if he attempted to escape would bring him back flying.	If he's caught, he'll smell like a heavy spell swimming in his jacket.
هێگا هەر دەم ئەگەر داشت ئێرش بکەرنە سەرمۆن.	you'd think we were all going to be attacked any second.	They'll bite us if they want to.
تەنیا یەک ئمید ڤەر نەجاتی مەنیە و ئەڤە ڤەڕێەوبردن ڕیک دەستوورەلێیە ک ڤەر بێتربینی دیاێ و غەیر ئەژ یە ڤاسا چەوەڕی مەن ک هەر چە زیتر بکەفیە چنگ مەرگ.	unless she were more submissive to his directions than she had shown herself before.	There is only one hope for salvation, and that is the fulfilment of the decree of salvation, and that is to expect death as soon as possible.
سزای ئایم دز و خیز تەنیا تەناف دارە.	only hanging is too good for a thief and a profiteer	The punishment for a thief is only a stick.
متەفەکرانی سەیلی دکرد.	regarded it broodingly.	He looked at the explosives.
دەستەیێ ئەژ ئێ خوەنەرەلە دانەر مەتەڵ متەهەم ڤە نەڤین ڤیرگە کردن.	but some have brought a charge against the author's memory	a handful of readers had forgotten the mysterious mystery of the sight.
فرە ئڵاجەو بی ک ژنێ ڤە سن و ساڵ ئەڤی ڤەو ئامادەگییە سور بوو.	it was singular that a woman of that age should flush so readily.	It was so strange for a woman of his age to be so red in readiness.
ئمیدڤارم سوو شەوەکین هەردنمۆن هواڵەل بێترێ بشنەویمن.	I hope to morrow morning will bring us both a more comfortable report.	I hope you'll hear the news to morrow.
چ ئەشەعەی گوڵگونی ئاسوو ڕووژهەڵات ڕووشن کردوویی.	what rosy streaks were beginning to brighten the east.	What a glorious blossom of sunshine in your face!
م زوو و توانای ئێ کارە نێرم.	I'm not strong enough	I don't have the strength or the speed.
دماختر ئەو ڕێککەفتە ڤەسی.	on landing that state contract.	That's what he did later.
خوەسم ڤەتۆن هشدار بم ک ڤیرتۆن بوو.	I wished to put you on your guard.	I'd like to warn you it's your turn.
ڤەگەرد ئەو نوابردن سەندەلییەی خوەی.	drawing her chair up to the table	With the introduction of his chair.
بگرنەی و خوەیۆن بخۆننەی.	but wait, and read for yourself	Take it and read it to yourself.
ئەو بێچارەی بەدبەخت دە حاڵێ ک کەفتوویی دە خین خوەی و ئەگەرد تفەنگ خوەی لەشی کونا کردوویی کەفتە زەمین.	the unhappy man falling to the earth bathed in his blood, and transfixed by his own weapon.	The unfortunate man fell to the ground with his blood and his gun in his hand.
تەڵەسمە بخۆنن.	cast your charms	I beg you to join me.
براتێ ڤە حواڵەی ئەڤە چەنە چوار هەزار و نوسەد و هەشت لوویی بنیسن.	give me a draft for 4,998 louis on these gentlemen	His brother-in-law and sister-in-law settled there for four thousand eight hundred francs.
ڤە تاقە نیرێ ئەڵسەری گەرمەو بین.	warmed by its only lights.	They were warmed up by a single needle.
ئێمداڵەکی خوەی ڤەرەو سووچ نیمە تەریکێ ئەژ ئتاق چوویی.	sitting herself down in a dark corner of the room	Then he threw himself out of the room in the midst of the darkness.
دەی پەلەڤۆنێ نیە ک ئەژ دڵ ئێ ڤیشە سەر ئەڵ بێ.	no one now, issuing from the wood	It's not like he's in a hurry to make that decision.
هێ پەرەستار و ئامووژگار م بوو.	continue to be my nurse and instructor.	She was my nurse and teacher.
متر ئەژ دەسی قەپەن.	grabbing the tape measure	A meter from the captain's hand.
کاشکا دەسم ڤە ئێ ڕنڵە بڕەسێ.	I wish I could lay my hands on the wretch.	I wish I could get my hands on this thread.
ئەڕەی ئەو هەر ناشناسێگ دوژمنۊ	to him the stranger was the enemy.	To him, every stranger is an enemy.
لەبان یانەیشەو م فریە پیەرێز ئەکەم	yet I would take such caution	I'm a very respectable person in this house.
ئەڕەی یە کە ئیسە لە گول ئەو بان دەوڕێت	aspiring to something better as he now did.	That's why he's climbing the ladder right now.
لەفەن تەمام ژیانم فریە دێرۊ	it was like all of my life too late.	I've been bored all my life.
دەس وە دوعا بووم بەشکەم خودا ڕۊن ساڵادم لە جێیەگ بڕەسنێ	pray to heaven for my salad oil.	I began to pray that God would bring me back to normalcy.
ئەو دەسماڵ تەڵوەنە وە خوێنە لەناو دەس ڕاس گرتۊ و لە وەخت دەوناینا نایەی ناو گیفان پشت قاتێ	the handkerchief soaked with blood he held, crushed up in his right fist, and as he ran he thrust it into the back pocket of his coat.	He held the glove in his right hand and put it in his pocket.
دۊیای ئەی هەمکە زامەتە خەسپەن ها لە دەماخم ئەی کارە بکەم	I think I ought to, afterall your trouble.	After all these injuries, I'm willing to do just that.
کەفتە بیرم لەیەوبەر دۊمەی	I saw a room I remembered to have seen before	I thought I'd seen him before.
تفەنگە لە هەگبەی ئەسپەی دەرهاورد	took his rifle from its saddle scabbard.	He pulled the gun out of his horse's mouth.
ئەوەڵین فکرێ کە دا لە برجم یە بۊ	it was my first thought	His first thought was of rice.
متمەئینم دروس ئەوڕەسیمە	without taking any kind of thought I did the right thing.	I hope I'm lying.
من کەفتۊمە هەسەهەسکردن. ئارام بۊن چە و چشت چە	I can't breathe, let alone keep calm.	I've had enough of it. Relax.
کەمێ ماوی خز خەنەم ئەوبوات	I want to giggle.	I laughed a little.
وەلێ تەوەن بردەمان	it was bound to start you thinking.	But we were exhausted.
ئەوەڵجار باران دەس ئەڵنا ئمجا کردەی دودان	brought rain first, and then sleet and snow.	The first time it rained, it rained heavily.
ئەڕەی یە کە مینە خاس ئەوشاریاوی	but the mine was well hidden	That's why I'm keeping it a secret.
یە باوگ منە کە لە ئوتاق خوەی هاتگەسە دەر	who has just left his study	It's my father who came out of his room.
وەلێ هێمان دوکوت لە ڕێیە نەپێمانۊ	but he had hardly gone half way	But we weren't that far down the road.
تازە زانسم خشێ دێرم	I saw myself as much less than a man	I just realized I had a fever.
دەرکەل ئەلێ گرتۊ	he waylaid her in the street.	He's got the doors on him.
ئەڵبەت وە خوێنسەردی تەمام وەلێ وە ئەدەب کامڵەو	if not in terms of perfect composure, at least of perfect civility.	Of course, with complete accuracy, but with complete decency.
کڵاو و شمڕەی ئەڵگرت	taking up his hat and whip.	He grabbed his hat and sword.
کەوشێ وە ئەغد و ئەنازەی کەوشە کوانەگە دی	observed that it was a shoe of the old size and shape.	He saw a pair of shoes made of acrylic and a pair of trousers.
جێنشینەت بتوانێ نوای کوژیان محەسڵەلەت بگرێت	your successor will manage to prevent any killings	Your genius will be able to attract you instead of killing you.
همێدوارم کە هەوە یەیش وە پای م بزانن	you'll put that down for me too	I hope you'll find some on my feet.
ئەڕەی هاریداین وەی ماڵە هاتگە	comes to the house for assistance this morning	He came home to hardiness.
ئەڕەی مسکەو بچێ و لەورەلە تەقەلا بکا تا هاوسەر خاسێگ ئەڕەی خوەی بکاتە دی	a post his father had procured for him and would at last try to make a good match there.	He's going to Moscow and he's going to try to find a good wife for himself.
ئەر وە منێت بایەتە بتوانیمن ئەوەڵ وە خوەمان فکر بکەیمن	I think we ought to be able to think of ourselves first.	If you think we can think of ourselves first.
وە زوور ئەپێمان کرد تا پاڕوولە بنەیمنە لا	which obliged us to leave off rowing	He forced us to put our shoes aside.
ئەوسە فرمان دا پێ تا بکەفێتە شوونێ	bidding him to follow	He ordered her to follow him.
فریە خوەشاڵم کە ئەمێنیتە ئەیرە	I am glad of it.	I'm so glad you're here.
بایە بچمە شوون کەسەلێ کە گەرەکیان هاتگەس ئەپێم	I must go to others who need me.	I have to go find people who want to reach me.
چمانێ پیاگەل کەمتر مێنسنە یەکتری	in the same tone of determined liveliness.	It's like men don't know each other anymore.
کەمێ لە م باڵابەرزترە و فریەیش وەئەدەبە	taller than I am, very polite	He's a little taller than me, and he's got a lot of practice.
م کەسوکۊژێ نەیرم کە دەسم بگرێ	I have no kindred to interfere.	I have no one to hold my hand.
باوڕ بکە کە عشقت فریە همێدوارم کردگەسە ژیان	believe that your kindness has made me love you deeper	Believe me, your love for me is life.
کەم کەمەگەی ئمشەو بێلەی ڕەو	let him be quiet this evening, at least	Leave him alone for a little while tonight.
دۊیەشەو مەتەڵێ ژنەفتم کە ها تێ نوونێگ بێ ئەڕەی ئەو چشتە کە هایمنە شوونێ	I heard a story last night that might be a clue to what we're looking for.	Then I realized that there's still a reason for what we're looking for.
هێمان هەناسم نەهاتگەس ئەو جێ	I hadn't got my breath back yet.	I can't breathe yet.
حەقم نەوی بتونم	I had no right to my anger.	I had no right to tell you.
وە شەلەشەل چۊ ئەڕەی ماڵ خوەی	limped off to his house.	He went to his house in a hurry.
بەرجە یە کە بچێتە ناو تیەریکی تەپان	greet him on his way into the darkness	Unless he goes to the depths of darkness.
یەکێ دو گام لە ئەسکەملی ئەو دۊر ئەوگرتم	retired back a step or two from his chair.	I'd taken a foot or two of his asshole.
هالیم ئەڕەی ئەودۊیاهاتن ئەڕەی لای مەخەڵگە وەخت دێریمن	for we have time enough to return to our fold.	I'm still taking the time to get back to my homeland.
قسیەیەگ نەیاشتن کە وەلیفەت ژنەفتن داشتێت	had nothing to say that could be worth hearing,	They didn't say you had the right to marry.
بەشکەم لە جێ دزە وەو دەسەو بیەنەی پێمان	maybe he'll turn the thief over to us.	I'm tired of being a thief, and I'm tired of being a thief, and I'm tired of being a thief, and I'm tired of being a thief, and I'm tired of being a thief, and I'm tired of being a thief, and I'm tired of being a thief, and I'm tired of being a thief, and I'm tired of being a thief, and I'm tired of being a thief, and I'm tired of being a thief, and I'm tired of
حوکمەن شەکەتن و ئەخوازن بخەفن	I expect you're feeling ready for bed.	The judges are tired and sleepy.
وە هەسەهەسکردنەو وەت	she said breathlessly.	He said with a smile.
زانس کە خوەیشکێ لە خوەی بێرانگە	she saw that she had offended her sister	He realized he had taken his sword.
نەخای ڕەنجێ بێوەر بێ	after all, this quest of his was going to prove a vain one	No, it didn't hurt.
یانێ چشتەل فریەترێ لە هەوە بزانم	to learn more of you	I mean, I need to know more.
وە دودڵییەو ڕوونسم لە جومڵەگە	I finished hesitantly.	I explained the sentence with hesitation.
نەوەتۊ مێواندارە کەی بیەتە شوونێ	but she did not send a message for anyone to come for her.	He didn't say exactly when he was coming.
یەیگەز کەفتمە بیر شەشتیرەم	the recollection of my pistol flashed into my mind.	Suddenly I thought of my sister.
وەلێ بێلن وەی مەسەلە جوور چاڵشێ تەماشا بکەیمن	but let's look upon it as a challenge.	But let's take a closer look at what's going on.
ئەڕەی یە کە ها تێ بکوژێتەم	for he'd kill me for nothing at all.	That's why I'm going to kill you.
لەورە لەقەس جگارە ئەکیشا	stood there smoking.	There they smoked cigarettes.
ڕووژێ دۊیای ئەوە وە سەرئێشییەو ئەڵسیام	the next morning I woke up with a worse head than ever.	I woke up the next day with a fever.
ئەڵسیام و دەر ئوتاقە نام	I stood up and shut my bedroom door.	I got up and walked out of the room.
لەورە ساعەتە کراکردن ئەسپ مەحاڵۊ	as a hired sledge was not to be seen yet	It was impossible to keep a horse there.
نیشتۊن و چەوزاق کردۊن لەیەکتری	sat and stared at each other.	They sat down and examined each other.
لە لای ئیمە ڕەد دا تا بچێتە دەر	crossed by us on his way out.	He refused to come out of the room.
لەناکاو پیران کرد و کەفتە بان زەوی	fell down in a swoon.	Suddenly he woke up and fell to the ground.
دۊیای جەنگ ڕیشێ تاشی	after him that towards the end of the war he shaved his beard off.	After the war, he lost his hair.
ئمجا سابوونە کردە ناو ئاو	then he dipped the soap in the water	Then he threw the soap in the water.
هەناس دا و چەوزاق کردە لێم	she breathed, and her gaze flickered to me.	He took a deep breath and hugged me.
وتووێژێ بێمانێ و قیقی خەنسن	there was a scraping of chairs, a babble of conversation, and laughter.	It was ridiculous and humorous.
ها تێ سواڵێ ئەلێم بپرسن کە نتوانم جواوێ بیەم	you might ask me something that I should not be able to answer	ask me a question I can't answer.
لە پلە چۊم ئەو بان و دەر ئاپارتمانە ئەوکردم	I float up the stairs and unlock the door of our flat.	I went upstairs and knocked on the door.
چەوەڕێ بۊم تو بیەیتە ماڵ	I was waiting for you to come home.	I've been waiting for you to come home.
هۊچ وەخت ئاگر عشقت لەناو دڵما کوور ئەونایت	I never leave off loving you.	You'll never put a fire of love in my heart.
ئمجا چەوێ چۊیە هەفت خەو شیرن جوانی	he fell into a deep, youthful slumber.	Then he turned his eyes to seven beautiful tears.
زەین شێویاگێ داشت	her thoughts unfocused.	He had a nervous breakdown.
شایەد هێمان وەخەوەرێت	it may be that we shall find her awake.	You may still be asleep.
ژیان گشتێ شایی و خوەشی بۊ	nothing but pleasant and happy thoughts.	Everybody's happy and happy.
گشت همێدەلێ لە کیس چۊ	she gave up all hope.	He's lost all his friends.
ئەو دو کەسە لەقەس ناشتا ئەخواردن	for breakfast without getting lost once.	The two of them stopped drinking.
داڵگێ ئەڵسان و وەت	the mother said, waking her up.	her mother lifted her and said
وەختێ کە ناو خوەم وەتمە هەوە	if, when I shall tell you of my name,	When I told myself
ئمجا سوڕ برد و دریا لە زەوی	then slid down it to the floor, a trickle of blood oozing from under his hair.	Then he turned and fell to the ground.
وەلێ ئەی بێهووشییە فریە نەچۊیە پێ	but this time it did not last long.	But his unconsciousness didn't last long.
لەمنەرا وە نیشانەی خاسێگ ئەزانیتەی	I thought you would consider that a good sign	You'll know it's a good sign.
فرمان بیە تا میز بۊچکێ بیەرنە ئەیرە	tell them to bring a small table out here	He was ordered to fetch a small urine.
source	reference	translation
چار ساعَت هْنجورَه مَندیمَه.	I was four hours under these circumstances	I've been waiting four hours.
شطرنجییَه جْرقَه و شْوارْش دَرییا.	in plaid frock and trousers.	He plays chess and wears a hat.
از نییَرزم‌‌ کو داستان عْنجورَه تمون آبو.	I won't let it end like this.	I don't like to hear such stories.
خَیلی سَکْراتش کَردَه تا پیرَ یِنَکی منظوری بْفَمْه.	trying to grasp the old lady's meaning	He tried hard to understand the old lady's point.
روزنومه میزی وَری کو پیگِتْشه.	he picked up the paper.	He picked up the diary at the table.
شایدا ام قشنگهَ کیلَه همیشَه را چْمه دس دِ بشو	she might be required to sink herself forever.	Maybe I'll always have the same beauty in my hands.
فَشینه من فْرمون دوشَه	he ordered me in with an oath	The lightning struck me.
کلاید راس راسَکی اسیر با	so truly was he captivated.	Clyde was trapped in his tracks.
چه صدا استرس و ترس دره گریا. اَی دَفَرسَه	she asked, her voice rough with stress and fear.	What a voice of stress and fear. She asked.
یَواشینَه زونو نَه ایشتیمَه.	I raised myself gently upon my knees	I didn't know that.
با اْمْ حال هَمَه یه مدارِکِن نشون دَن اَ گْناکارَه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	Yet all the evidence points to the perpetrator.
ایی دَفَعی اْم فیکرون چْمْ کله کو گاردْندْمَه اَی نَه شعر ساتْمَه	I immediately turned this thought over in my head, creating lyrics.	Suddenly, the thought crossed my mind and I put it in a poem.
ام فیکری نَه کو اَ میدال نابَ طیلا کو اِستَه	thinking that it was a medal of solid gold	I don't know where he is.
وَلی خَیلی اَوون را تَسْف هَردْمَه.	but I felt so sorry for them	But I'm very sorry about them.
از زنْدْگی نَه وییَر خْشیمَه. بدبَختی هْمَه.	I've loved life too much, shamefully much.	I'm more than happy to die. I'm miserable.
اما در حالیکو سینَه ویسنِه کرین و نیهالون مینی کو جلو آین و آخْرْنَه‌سَر اشتن تفنگون گولون ایله ویداشتشونَه و اْشْتَن صْفَت دوشونَه و بَدَز اَ ویداشته نی خَیلی از سربازن اسبون زینی سری کو جیر ویلَکینَه	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	But as the Twenty-First Cranes and the Nephelons rose forward, they finally fell to the ground with their guns in their arms, and they came to their senses, and then they fell to the ground with a lot of cavalry cavalry.
ژیمناستیک کاری شی کْ اْم کارینَه خوکَرد آبَه	like a man accustomed to that kind of gymnastic exercise	Physical gymnastics is the right thing to do.
زمانی پا صْتا کْرا گوش آکَری	listening to the echoing footsteps of years.	When you listen to the sound of your feet.
از فقط پی اْم یِنَکی بْوینْم.	I must see the lady.	Just to see this one.
اْشْتْه نظر دِرِه نی بدربخوره ادمیه ؟	he struck you as being pretty handy.	Do you think he's a bad guy?
اما بْزبْزَه چِه دایرَه کو دور مَندا.	but it was safe out of his reach.	But he kept the whistle out of his mouth.
چْمْه ناجِن همه بْ باد شینَه.	I have lost all my illusions.	My hope is that everyone will be disappointed.
چَوون صِیِبِن یا مَردَینا یا دَوَشتَینا.	all of them silent now, their owners dead or fled.	It was morning, it was morning, it was evening, it was evening.
هْم زودیون اْم روکَه خْلْ ایلَه راهی شی آمادَه آبو کْ بِش و بِری بْکَرْن	it soon stood wide open also.	They're about to open a long, narrow passageway that's been drenched in water.
ایی دَفَعی فَممَه کو اْم دِ چمه آخرنَه سالَه	I knew with sudden, chilling certainty that this was my last year.	Suddenly, I realized that this was my last year.
پس چْمْه دَنی دَوَسْمَه.	I kept my mouth shut.	So I closed my eyes.
امه فلا هَه جایی مَندیمونَه کو پیشتَر مَندیمونا.	we're still where we were.	We stayed where we were before.
زوتَری فَمْمَه کو اْم کْلیل کاری شْنا.	I knew immediately what this key was to	I knew immediately where that key was.
پس ت ْ شای اْشتْه را بیگِری و بْشی و مْن تاکیلَه پس بَهَرزی.	so you can get the hell away from here and leave me alone.	So you take your master and leave him and go back to me alone.
ولی کسی نییاری کاری کو دخالت بْکَری.	but nobody dared to interfere.	But no one will be able to interfere.
یا عْمکو ناخْدا اشتن کله چاکْنْه	or knocked on the head	Or the captain's uncle will shave his head.
آنسلم تا آفتاوی نْشتِه موقو ها مَندَه	there he remained till nearly nightfall	I'll wait till the sun comes up.
چه اصلییَه ساختْمون سنگَه خواَ لونَه اِستا	as though it had once been a large stone pigpen	What is the essence of the stone building?
ام دردناکَه سَختَه کاریا	that was painful and difficult for him.	It's painful and painful.
متاسْفیمَه لْکْلاکو تْه بَرونتْمَه بیرون.	I'm sorry I've dragged you out of bed.	I'm sorry I tricked you out.
چه وقت آرَسَه کو تْ کَنار بْکَشی	it's time for you to step aside.	When did he get to kill you?
هیچ وقت مرا ایمکان نداری	as I could not possibly have done	You'll never succeed.
از شک ندارم کو چه مرگی باعث به	I have no doubt that it led to his tragic end.	I have no doubt who or what is causing his death.
ای دفه ای فیکری نه ک دز اومه و شومینه بسکی پیگتشه	when he got the poker in case of burglars	Once upon a time, it was not the thought of being a thief or a chimney sweep that caught him.
کورانه اسبی ک چم خدمتکار و همقطارا فرمون دوشه	ordered the sorrel nag, my fellow servant	A horse belonging to his servant and his companion.
البته فقط ایله خشکَه سلام علک	that they had never gone further than formal greetings	Of course, only with a dry smile.
خواستشه درآ ویندشَه بر دله کو دوسیَه.	but the bolts were in place.	He tried to close the door behind him.
آخا تا هَه روز چیزی صِحِب آبه نیا کو غرصه هرده ارزشی بداره	I'm glad she got back in time.	Because by the end of the day, he'll have found something valuable.
ولی مْرا چْه مونی ام بدبختی تمون چمه گردن دَلَکَه	but I take all the blame upon myself	But to me, it's like misery is in the palm of my hand.
تْن تَری اْشْتَن چِمون اَی کو گاردْنْدْشَه	looked quickly away.	The other three kept an eye on him.
جنگل الان سییا کو آبَه رَش!	the forest was gray now instead of black.	The forest is now blackened.
ام کار تمون اَمَه لَسَ شْل و پَلو آکَره	which disposed us to sloth	It'll make us sad.
اْم والی تا هَدَه چی تَرسی را بانِه کَردَشا	that so much invested the whale with natural terror	That power has uplifted the fear of death.
