دختر چین به پیشانی انداخت	she knitted her brow
باز مسخرگی را شروع کرد.	began another laugh.
چون دندانی بیرون افتاده است	stickin' out like a tooth.
ژان وال ژان کام لا از پشت سر دیدش.	JeanValjean had a complete view of his back.
لابد این پالان هم بنا به ادعای آن آقا زین اسب خواهد بود.	why, then the pack saddle must be a horse's caparison, as this gentleman has said.
دلیل ملاقاتم را جویا شد.	asked me the object of my visit.
در را از پشت محکم بستم.	I bolted the door.
اما نوعی دلهره برجای نهاده بود.	but it left a sort of nagging uneasiness behind.
با فرزندانی بزرگ که خوب تربیت شده بودند	their children grown and well behaved
دیگر چیزی را رسوائی خود نگفتم	not mentioning a word of my disgrace
حاضرم آن را مفت بدهم برود.	I'd like to give it away, he added bitterly.
ولی احساساتش در باطن از همین قرار بود.	but relatively of such was their nature.
چند قدم به سمت من او مد	she took a few steps after me.
من که بهتون گفتم یه ماشین استیشن پیدامیکنیم واونوعقبش میذاریم و ادامه میدیم.	we can get a station wagon, put him in the back, and go on
در تمام این مدت ما خبری از ملاحان یاغی نیافتیم.	all this time we heard nothing of the three surviving mutineers.
همگی به گرد او به زانو درآئید	kneel down kneel round her
مجبوره برخلاف میلش با این نگهبانا همکاری کنه.	you sometimes have to join forces with those you'd rather avoid.
که در آنجا در ساختمان باز بود.	where a door stood open onto the landing.
برای یک لحظه به آن فکر کردم.	I thought about that for a moment.
تو بار دیگر باز خواهی گشت.	he repeated from the steps.
با این همه پاک نومید نیستم که بتوانم پس از مدتی به یکی از یاهوهای همسایه اجازه دهم که با من هم نشین شود	I am not altogether out of hopes, in some time, to suffer a neighbour _Yahoo_ in my company
آرنج بر همان لبه پل نهاد.	leaned on his elbows
فکر کرد که بدون اجازه رسمی نامزدش قادر نیست در آن جشن شرکت کند.	she did not think it was decent to accept without the consent of her fiance .
حتی یک گربه هم در خیابان نبود.	not even a cat.
دیگر چیزی نداشتند که ذخیره کنند.	there was no longer anything to spare.
پسر عمو غرق تعجب و تحسین گردید	the cousin staggered
با این همه بسته به میل شماست.	however, just as you like.
که از گرسنگی مرده بود نیافت.	who had perished from hunger.
را که در جنگ وحشتناک است ادا کرد و این کلمه با بیم و ترس در میان جمعیت دهان به دهان گشت.	that is so terrible in battle, and that word infected the whole crowd with a feeling of panic.
به هوای داغ از بوی گس شن پر بود.	the raw smell of hot dust was in the air.
همه با هم یه بطر شراب کهنه بزنیم.	let's go drink a bottle of old wine together.
تا این که برآمدگی روی آن اذیتم کرد.	until the ridged vinyl started to hurt my forehead.
همواره یک چشمش به دخترش بود.	one's eye moved on quickly to her daughter
ولی ادعای سانکو نسبت به ترقیاتی که تا به آن وقت کرده بود به نظرش راست آمد	perceived that what he said about his improvement was true
جز این مطلبی دیگر ندارند زیرا چیز دیگری نیست که بر زبان آورند.	but no one ever gets any further than that, for there is nothing more to say.
احدی میل ندا ره که اعضایش ناقص به شه!	then who wants to be mutilated?
دی گه هیچ کس نمیتونه جلو شو به گیره.	nobody seems to be able to stop her
که تمام اهمیت یک تصنیف فقط در کلمات آن نهفته است	that the whole meaning of a song lies in the words
ولوله همچنان ادامه داشت .	almost crumpling beneath the weight of a disapproval she had never known before.
از بیم آنکه مبادا قربانی به دام افتاده از چنگالش بگریزد با گارد خود عازم میدان کارزار شد.	afraid of letting a ready victim escape
بعد از این هم پیدا نخواهی کرد. بدان که من از سر یاری یگانه راه را به تو نشان دادم راه دیگری نیست.	I have truly pointed out to you and in allhelpfulness the only way the only way
من هیچ وقت تو زندگیم این قدر خوشحال نبودم.	I've never been so happy in all my life
فکر نکن که می شه تنهایی در برابرش ون مقاومت کرد.	don't you go fighting them alone.
بازوهای خوش تراشش عریان بود.	her beautifully moulded arms bare
اگه دروغ گفته باشی یه رقص عالی خواهی داشت.	if you are telling me a lie, I'll lead you a pretty dance.
پایانش نیز به ظلمت پیوست.	his end was night.
نزدیک بود قلبش از کار بایستد.	making her heart jump.
اما به حمد الله که نشناختی.	, but you did,
به ویژه به فرمان برداری ذاتی غاز ماده که به طرز زیبایی با نیروی مردانه غاز نر هماهنگی داشت.	especially on the innate submissiveness of the goose as beautifully corresponding to the strength of the gander.
دیگر به همچو آدمی اعتماد نکند.	he would never trust a man like that again.
هیچ کس حق نداشت اعتراضی بکند.	one not to be bothered with at this time.
که مانند رختخواب پر از کاغذ شده بود	which was, like all the rest, covered with papers.
مثل اینکه صدای پای آدم میاد.	I think I hear some one coming.
به این حادثه جنبهٔ تفریح بخشیدند	they took it as a joke.
هنوز چند گرهی از تیر بلند راست را با پارچه مه تز پرچم از آب بیرون گذارده بودند و پرچم	leaving a few inches of the erect spar yet visible, together with long streaming yards of the flag
غم و رنج یک سال گذشته نتوانسته بود نیروی پهلوانیش را مقهور کند یا به استخوان بندی استوارش آسیبی برساند.	not in one year's space, by any sorrow, could his athletic strength be quelled or his vigorous prime blighted.
پنج سال پیرتر از آن هستم که به خودم دروغ به گم و اسمش رو بگذارم شرافت.	I'm five years too old to lie to myself and call it honor.
مبلغی در حدود دویست هزار دلار نزد من جمع شده است.	I must be holding two hundred thousand dollars in bets.
خیلی بیشتر از یک خواهر واقعی به رام عزیزه .	dearer to me than any blood sister could ever be.
عنصر جبنش را در دلشان نهفته داشتند	each possessed of the anlage of movement.
سینی ابزار کفاشی او و کار ناتمامش همچنان در جای خود قرار داشت.	his tray of shoemaking tools, and his old unfinished work, were all as usual.
دزد من نیستم ولی دزد را خواهم کشت	I am not a thief, but I'll murder my thief.
این پیشانی بزمین زدن جنبهٔ معجزه خواهد یافت و همه خواهند گفت	though it's a poor sort of prophecy, flopping like that.
صدایش را با ملایمت بلند کرد	he addressed to him in a gentle voice
فقط اسیر ابر توهم عشاق هستم.	I have only the supreme illusion of a lover.
حتما جایی رو اشتباه کردم.	I must have done something wrong.
چندان اشک شوق و محبت ریخت	shedding such tears of heartfelt joy
بعدش شاید جذابیتش بیشتر هم بشود.	then the attraction may be the greater.
هیچ اشتباه هم توش نباشه!	without any mistakes in it!
گیلاس دیگری برای خود پر کرد	poured out another glassful of brandy
ابتدا تقریبا گمان بردم این مجسمه سیاه بچه حقیقی است و به همان ترتیب نگاه داری شده.	at first I al most thought that this black manikin was a real baby preserved in some similar manner.
