en_sentence	fa_sentence	translation	variety	county	orthography	translator	9797
I don't think you'll be laughing then.	به نظرم اون موقع دی گه نیشتون باز نمی شه	باوڕدیرم ئەوسا دی نیەخەنین	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
the family is extinct	که احدی از این سلسله نمانده و بکلی منقرض شده	بنەماڵە وە ناو چیە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
which was cured by three days of treatment at home.	برای معالجه هم سه روز استفاده از داروهنای خانگی کافی بود.	ئڕای ساڕێژیش، سێ ڕۊژ دەرمان خوەمانی بەسە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
as a heavy fire had been opened on him	زیرا آتش سخت دشمن به روی او باز شده بود	ئاگر دووشمن ئەوبانی کریاۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
then taking his flute and a few books from his desk	سپس نی و چند کتابی را که متعلق به او بود از کشوهای میز خود بیرون آورد	جا، نەی و چەن کتاو وە کشۆی میزەگەی هاورد ئەو دەیشت	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
it does you good to get out of it sometimes into a bachelor atmosphere	بهتر است و گاهی گریزی به محیط مجردی بزند.	خاسە، گاجار وە ئی ڕەپووشە بایدنەو دەیشت بچیدە دەوران زگوردی.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I tell you that you shan't enter this house	فقط به شما می گم که وارد این خو نه نخواه ین شد	ئۊشم ئەو پیدان، نەبایە بان ئەو ناو ئی ماڵە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
giving way grudgingly and sifting dirt down onto the basement floor	باسروصدا حرکت کرد و مقداری گردو غبار روی کف زیرزمین ریخت	وە دەنگ و دوونگ کەفت ئەو ڕێ و تووزی نیشان ئەوبان زەۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
that is the plain truth.	این که دیگر به قدری عیان است که حاجت به بیان ندارد.	چۊ ڕۊژ دیارە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
wishing to interfere	کسی که دوست دارد در کار سایرین دخالت کند	هەز ئەو دەس ئەووەردانە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
it was a lady who sang, and very sweet her notes were.	خواننده یک زن بود و صدای بسیار دلنشینی داشت.	گوورانی بۊشەگە ژنێگەو دەنگیشی فرە خوەشە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I was almost choked with the filthy stuff the monkey had crammed down my throat.	از آن چیز پلید که بوزینه در دهانم فرو برده بود نزدیک بود خفه شوم.	داشتم خنکیام، وە مدوو ئەو چشتێ ک ئەو مەیمۊنە ستۊدنە ناو قۆڕگم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
money is as plentiful in that house as fruit in an orchard	پول در این خانه مثل میوه است در دکان میوه فروش.	پۊل وە ئی ماڵە میندە میوە وە میوەفرووشی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
with his right he picked up hiscudgel, which was lying on the ground.	با دست راست عصایش را که روی زمین بود برداشت.	وە دەس ڕاس قووچانەگەی ک کەفتۊدنەزەۊ هیز دا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I swore and subscribed to these articles with great cheerfulness and content	من سوگند یادکردم و با شادی و خرسندی فراوان زیر آن پیمان را امضا کردم	قەسەم خواردم و وە خوەشی ژێری واژۆ کردم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
he showed him the bucketful of geese and hens	در همان اثنا ماهیتابه پر از مرغ و غاز را به ارباب خود نشان داد.	تاوەی پڕ وە مامر و بەتە نیشانی دا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
that had so completely absorbed his own childhood and youth	که آنچنان یکپارچه و کامل دوران کودکی و جوانی خود وی را جذب نموده بود	چۊنە وە دەوران مناڵی و جوانی ڕاکیشی کردۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
he must sail on, until he struck.	او را جز این چاره نبود که کشتی به پیش برد تا بر صخره بنشیند.	چارەی نیاشت ک کشیەگە تا ئەو تاشە بوەیدنەو نوا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
he attained that phase of composure where it is possible to listen.	به آن مرحله از آرامش رسید که بتواند گوش فرا دهد.	ڕەسیە قۆناخێگ وە ئاڕامش ک بتۊەنێ گووش بتەکنێ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
it is often so with vain persons.	این حال عمومی همهٔ اشخاص خودپسند و مغرور است.	یە حاڵ ئایمەیل قووڕاتە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I fought my way against the stubborn storm.	پیچیدم و راه خود را در مقابل توفان با تلاش پیمودم.	خوەم لە وەراوەر واهێڵانێگ سەخت دیم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I almost married a little kyke who'd been after me for years.	نزدیک بود زن یک یارویی به شم که چند سال بود دنبالم بود.	نزیک بۊ ژن پیایگ بووم ک چەن ساڵ بۊ وە شۊنم بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I intend to pay a solemn call of thanks upon you.	منتظر فرصتی هستم تا برای تشکر به ملاقاتتان آیم.	چاتەڵ دەرفەتێکم ئڕا دەسخوەشی بام ئڕای لاد	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
now your whole fortune, in a chest concealed under that closet	اکنون همه دارایی شما در صندوقی زیر کمد پنهان شده است.	ئێرەنە گشت پۊل و ماڵد وە سەنووق ژێر کۆمیدەکە شاریاسا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
that for the rest of the trip she took no pleasure in the memory of her earlier trip, as she had longed to do	که تا آخر سفر دیگر مایل نبود مثل قبل حسرت آن سفر را بخورد.	وە ئاخر سەفەرەگە، دی لێوای جاران خۆسەی ئەو سەفەرە نیەخوەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
only of hiding and of crawling, and of death.	فقط در فکر خزیدن و پنهان شدن و مرگ بودند.	تەنیا ها هۊر شاریان و خشان و مردن.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
leaning over her at once began to purr.	به سوی او خم شد و بی درنگ شروع به صحبت کرد.	وەرەو ئەو چەمیا و دەس کردە قسە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I hoped that she might honour me by becoming my wife.	امیدوارم او به من افتخار بدهد و با من ازدواج کند.	هیوادارم ئی شانازیە بیەیدە پیم و بوودنە ژنم.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
though he is strange, and grim at times.	هرچند در عین حال هم عجیب است و هم جدی.	هەرچەن هەم ئڵاجەوە هەمیش جددی.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
but a few minutes before she had been wishing	زیرا چند دقیقه پیش از آن آرزو داشت که بر شماره دشمنانش افزوده شود	چەن خوڵەک ویەردە هیوای یە داشت ک وە هەژمار دووشمنەیلی فرەترەو بوو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
that I've never heard some of the words before.	که من هم هرگز تا به حال ان کلمات را نشنیده بودم	منیش هەر ئەو وشەیلە نەشنەفتۊم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I was in a great hurry to get home, and didn't see you were coming.	من خیلی برای بازگشت عجله داشتم و عبور سرکار را از اینجا ندیدم.	م فرە هەڵەپڵە داشتم و ت نەۊم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
you have your petticoats all damp above and below.	لباستون خیس خیس می شه چه رو و چه زیر.	شەۊەیلدان چ بان چ ژێر تەڕ تەڕ بوو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
force is a great weakness.	قوت نیز به خودی خود یک ضعف بزرگ است.	هازیش وە خوەیەو لاوازی گەوراییگە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
wondered what his daughter looked like now.	در این فکر فرو رفت که حالا دخترش چه شکلی شده است.	چیە هۊر یە ک ئێرنە دۊەتی چ شکڵی بۊە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
so it went, the inexorable elimination of the superfluous.	بدین نحو بارهای زیادی ناگزیر به دور ریخته شد.	بارەیل فرەیەگ وە ناجار خریانە دۊر	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
he took his tea in silence.	بی آن که حرف دیگری بزند شروع به صرف چای خود کرد.	وە بی دەنگی نووڕسە چایەگەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
now they knew why it was forbidden.	در آن لحظه دانستند چرا ورود به آن راهرو ممنوع است.	ئێرەنە زانن ئڕا قەدەخە بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
then hitched up the trousers of his bottle green suit	شلوارش را که به رنگ سبز تیره بود بالا کشید	شەڕواڵەگەی ک وە ڕەنگ سەونز سیر بۊ کیشا ئەوبان	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
it had been succeeded by light, variable airs from the south and south east	به جای آن باد سبکی از جنوب و جنوب شرقی وزیدن گرفت	وە جی ئەوە شنەی وایەگ وە باشوور و خوەرهەڵات باشوور هات	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I don't want any silly dance given in my honour.	بنابراین حالا هم میل ندارم جشنی به افتخار من داده شود.	هۊچ جەژن گەوجانەیەگ وە ناو م نیەتوام	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
considerate than the welcome of the others.	توجهی بیش از خوشامد دیگران به او عرضه داشته است.	سەرنجێگ فێشتر وە وە خێرهاتن باقی دا پی.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
the fear of losing the one dear being on whom my every wish and hope are fixed.	ترس از دست دادن تنها موجود عزیزی که امید و آرزوی منست.	ترس وە کیس دان کەسێگ ک تەنیا ئمید و ئارەزوومە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
he left its arrangement to others	تصمیم گیری در تمامی مسائل را به دوستانش واگذار کرده بود	بڕیاردان دانیا ئڕای باقی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
found them an inch and a half long, and as sharp as needles.	دیدم که هر کدام به درازی یک بند انگشت و نصف آن و به تیزی سوزنست.	دریژیان وە ئەنازەی یەکو نیم ئینچ بین و چەنەی دەرزیگیش تیژ بی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
but I can tell lots of things are going on beneath the surface.	من فهمیدم که هنوز خیلی چیزها برملا نشده است	زانسم ک فرە وە چشتەیل هێمان شاریانەسەو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
where the enemy was, the long drawn shouts of thousands of voices.	از آنجایی که اردوگاه دشمن بود فریاد ممتد هزاران نفر را شنید.	چونکە دووشمن وە ئەورا بۊ، هاوار هزاران دەنگ هاتیا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I am prepared to pay again for the pleasure of telling you the truth.	برای خرسندی از اظهار حقیقت به شما نیز مبلغی علاوه بر آن خواهم پرداخت.	ئامادەم هەم پۊلێگ ئڕا نیشان دان خوەشاڵیم ئڕا وەتن ڕاسی بیەم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
so I had to come back here and live in my toilet.	بعد من مجبور شدم برگردم اینجا و توی دست شویی خودم زندگی کنم.	مەجبوور بۊم بامەو و وە ناو تواڵت بژیم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
what he don't know about makin' things grow would fill a book.	اطلاعاتش درباره کشت و کار هم ون چیزاییه که تو کتاب خونده.	زانیاریەیلی ئەوبان کشت و کاڵ هە ئەو چشتەیل ناو کتاوە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I never said I was leaving.	من هیچ وقت نگفتم که می خوام گروه رو ترک کنم.	هۊچ وەخت نەوەتم دێرم چم.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
as she had helped him to discover happiness.	درست با همان عشقی که از طریق آن سعات را به او عطا کرده بود.	هە لێوا ک دەسمیەتی داۊدن تا شاد بۊدن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
then, loth to give up, he would branch off into feeling allusion to the dangers of his journey.	بعد بی رغبت به رها کردن بحث با کنایه از خطرات سفرش گفت.	جا، وە بی مەیلی ئڕا دۊر بۊن وە باوەتەگە، باس وە مەترسیەیل سەفەری کرد	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I believed I could bear it if I were certain that nobody knew of this but our two selves.	باز هم زندگی برای من قابل تحمل است مشروط بر این که دیگران از این ماجرا وقوفی حاصل نکنند.	هەم تۊەنم بژیەم، وە ئی مەرجە ک باقی وە بان ئێ باوەتە خەوەر نیاشتوون.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
anything else she had done.	بدتر از هر کار بدی بود که تاکنون انجام داده بود .	هەر چشت تری ک ئەو کردۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
drew more than one tear from some of the listeners	چند قطره اشک شوق از چشم مستمعین جاری ساخت	چەن ئەسر وە چاو بیسەران هاورد ئەو خوار	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
who followed out his first intention, which was to make straight for his own stable.	او همچنان فکر نخستین خویش را که رفتن به راه طویله بود دنبال کرد.	هێمان کەفتە شۊن هۊر یەکمی ک یەی ڕاس بوەیدنەی تەۊلە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
to set aside the small paddock behind the orchard as a home of rest for animals who were past work,	چمنزار کوچک پشت باغ را به حیوانات ازکارافتاده اختصاص دهند	چیمەنزار پشت بووسان، ئڕا ئاژەڵەیلی ک وە ئەورا کار کردیان تەرخان کرد	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
little by little he was carried away by the flood of tenderness that filled his heart	سپس خود را به دست امواج محبّتی که قلبش از آن لبریز بود رها کرد	هۊردە هۊردە وە دەس شەپ دووسیەتی ک دڵی پڕ کردۊدن، بریا.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
a person was well versed in affairs.	مردی بود کاردان که سرورش به او اعتماد فراوان داشت.	پیایگ کوە کاروبارەگەی فرە کارزان بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
several times went to the door and listened, wishing to enter	چند بار به قصد دخول به اتاق بیمار به جانب در رفت	چەنجار وەرەو دەر چی ک بچدەو ناو.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
bending over the handlebars to cut down the wind resistance, picking up speed until he was nearly flying along.	روی فرمان دوچرخه خم شده بود تا جلوی مقاومت باد را بگیرد آنقدر سرعت گرفت که نزدیک بود پرو ازکند.	خوەی چەمانئەو بان فەرمان چەرحەگە، ک نوای وا نەگرێ، چۊنە سورعەت چیا ک نزیگ بی باڵ بگرێ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
although on this occasion he had been prudent enough not to sign his name.	البته این بار عقلش رسیده بود که آن یادداشت را امضاء نکند.	ئەڵبەت ئی جارە، وریا بۊ و واژۆیی نەکرد	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
she broke off and burst into sobs.	از سخن گفتن باز ایستاد و زارزار به گریستن پرداخت.	وە قسە کردن وسیا و دەس ئەو کردن گیریان.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
anyway, you can't tame dragons	آخه می دونی اژدها رو نمی شه رام کرد.	زاای، ئژدەها نیەو دەسەمۆیی بکەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I asked it was a relief to say the words out loud at last.	بالاخره گفتن این کلمات با صدای بلند مثل رهایی بود.پرسیدم	پرسیم، ئی وتن ئی وشەیلە وە دەنگ بەرز لێوای ڕزگاری بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
but I may truly say I came back disappointed.	اما باید بگویم که بر استی از آنجا نومید بازگشتم.	بایە بۊشم فرە ناهۆمید وە ئەورا ئەڵگەردیام	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
so feeble had action become in him	زیرا که نیروی عمل در او ضعیف شده بود	هاز کار ئەو کردن وە ناوی لاواز ئەو بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
but the cold voice was speaking again	اما صدای بی روح دوباره شروع به صحبت کرد	ئەمانێ دەنگێگ سەرد دجارە دەس ئەو قسەکرد	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I suppose you just let it out for exercise	حتماً فقط برای هواخوری او نو بیرون میا ری	گەمان کەم تەنیا ئڕا وەرزش ئجازە دەی باید ئەو دەیشت	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
struggled through, marbling the clouds with strange prismatic colours as it passed.	هنگام عبور ابرها را با طیف رنگ انگ عجیب خود رنگ زند.	هنای چیا، وە ڕەنگەیل ئڵاجەۊی خوەی، هەورەیلیش ڕەنگ ئەو کرد	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
he simply smiled at me and nodded!	او فقط لبخندی زد و با تکان سر جواب مثبت داد.	وە زەردەخەنەی سەری لەقان یانێ ئا.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I felt a sudden jolt of both pride and desire.	یک تکان ناگهانی از غرور و هم هوس احساس کردم.	ناکاو هەست وە قوڕوو و مەیل کردم.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I gave her a little wine.	لیوانی شراب به وی نوشاندم تا حالش کمی سر جا بیاید.	کەمێ شراو دام ئەو پی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
didn't talk to each other for the whole class.	تا آخر کلاس حتی یک کلمه هم با هم حرف نزدند.	ئا ئاخر کڵاس هە هۊچ نەوەتن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
tell me what may have passed between you and her conditions which	به من گزارش دهید که بین او و شما چه گذشته است	بۊشە پیم، ماوێن ت و ئەۊ چ گۆزەریایە.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
carrying in her hand a bundle of twigs tied together at one end.	یک دسته ترکه که از یک سر به هم بسته شده بودند با خود آورد.	دەسەیەگ تەل دار ک سەریانوە یە بەسریاۊ وەل خوەیا هاورد	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
besides you know very well that I tore the paper to pieces	زیرا تو دیدی که من کاغذ را پاره کردم	ت زانی ک م قاقەزەکە دڕانم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
but I had to deceive him about it, or he would have been angry.	ولی باید او را فریب داد اگر نه قهر خواهد کرد.	بایە زخەڵەتنیمنەی، ئەنا تووریەد	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
suddenly she began to cry and was hurrying from the room.	ناگهان به گریه افتاد و از اتاق بیرون رفت.	لەناکاو کەفتە گیری و وە وتاخ چیەو دەیشت	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
for he has not much to lose, after all	چرا که به هر جهت چیزی برای از دست دادن ندارند	چۆنکە هۊچ ڕا وە کیس داین نەیرێ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
the interesting employment had followed, of reckoning up exactly who there would be	بعد هم با شور و شوق حساب کردند دقیقاً چه کسانی باید بیایند	وە خۆشلیخۆشان دیار کردن، دۊز کی بایە بای	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
gave them the order to march, thereby indicating that he intended to lead that column himself.	بدین وسیله نشان داد که خود قصد هدایت این ستون را دارد	نیشان دا خوەی، توای ئی ستوونە وەڕێیەو بووەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I went out for a drive, and it was so fine I longed to be in the country.	من برای کالسکه سواری بیرون رفته بودم و به قدری لذت بخش بود که هوس ده به سرم زد.	چیمە دەیشت ئڕا گاڕی سواری، ئەقرە کەیفخوەشبیم ک مەیل ئاوایی کردم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I sit down on a nearby chair and peer at the blurry photograph	روی صندلی نشستم و به عکس مات چشم دوختم.	نیشتم ئەو بان سەنەڵی و نووڕسمە وێنەی واق پەڕیاگ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
two men on horseback facing the ditch.	دو سوار را مشاهده کرد که رو به نهر ایستاده بودند.	د سوار دیم ئەو بان چەمەگە وساۊن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I'm not much of a one for saying pretty things.	من زیاد اهل تعارف و قلم به گویی نیستم.	نیەزانم قەشەنگ قسە کەم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
but there is generally time to recover from it afterwards.	ولی معمولاً بعدش فرصت هست که از این حالت خارج بشوند.	دۊاجار دەرفەتێکە ئڕای یە ک وەئی حاڵەتە بایدن ئەو دەیشت	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
one man, to be sure, but with half a dozen musket	اگرچه او یک تن بیش نبود اما شش تفنگ در اختیار داشت.	پیایێگ بی، ئەمانێگ شەش پەڕان داشت.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
his face was like marble, and his heart was like bronze	این مرد دلی از آهن و فولاد و زهره شیر دارد.	ئی پیاگە دڵی وەئاسن و زات شێر دیرێ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I want you to drive to the mill with me.	می خوام منو ببری ماشین چوب بری رو ببینم.	توام بوەیدەم و ئاسیاوەگە نیشانم بەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
who entering the gate of this castle at this moment	که در این ساعت از در این قلعه به درون آید	وە ئەو گڕکاتە وە قەڵا هات ئەو دەیشت	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
she was looking forward to higher initiation in ideas	با اشتیاق انتظار فرا رسیدن آن دوران عالی و دوران زناشوئیش بود	وە دڵبقرچیگەو چەوەڕی دەسپێکێگ بانتر وە ئییدەیلی بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
whereafter there befell what our party had foretold.	عاقبت آنچه را که کسان ما پیش بینی کرده بودند پیش آمد.	ئاخری ئەو چشتەیلی ک گرووپ ئیمە وەتن، هات ئەو دی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
for he did not like any meddling with his affairs.	زیرا دوست نداشت کسی به کارهای او دخالت کند.	دووس نیاشت کەسێگ وە کارەیلی دەس بەی.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
when you get down to rock bottom?	به خصوص وقتی که کاری از دستش ون ساخته نیست.	خاسما، هنای کاری نیەتۊەنن بکەن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
she would provide a place for me to sail in.	از ین گذشته جائی برای زورق رانی من آماده خواهد کرد.	جییەگ ئڕا بەڵەم سواری م ئامادە کەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
however, he moved off to open the door	ولی هیرتن جلو افتاد تا در را به رویم باز کند.	ئەمانێگ کەفت ئەو نوا تا دەرەە بکەیدنەو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I reckon tailors is your trade.	احتیاج دارد شما برای خیاطی خوبید نه برای دریانوردی!	گەمان کەم کارد دۊراننە.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
what wonder is it, then, that you neither eat nor sleep while you are with them?	تا با ایشان هستید از نخوردن و نخوابیدن خود انگشت حیرت به دندان بگزید!	تا هانە گەرد ئەوان، وە نەخواردن و نەخەفتن ئڵاجەۊەدان تێ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I'm afraid she has to be watched all the time.	به همین دلیل اوتمام مدت باید تحت نظر باشد.	وەداخەو بایە بەردەوام وە ژێر چاودێری بوو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
stretched my arm to draw the curtain.	دستم را دراز کردم تا پرده را بیندازم که ناگهان فریادی موی بر اندامم راست کرد.	دەسم بردم تا پەردەگە بکیشم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I pushed open her door and looked around her room.	در را با فشار باز کردم و به اطراف اتاقش نگاه کردم.	دەرەگە وە زوور کردمەو نووڕسمەو وتاخەگەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
he felt as if he had been visited by a ghost from his lost youth.	مثل این بود که شبحی از جوانی از دست رفته خود را به چشم دیده باشد.	چمانێ ڕووحی وە دەوران وە کیس چێ جوانی خوەد بۊنی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
one to mount direct to heaven, the other to drive yawingly to some horizontal goal.	یکی به قصد آنکه مستقیم به آسمان برخیزد و دیگری به این نیت که خمیازه کشان به هدفی در کناره افق برسد.	یەکی گ ڕاسەوخۆ وەرەو ئاسمان بچوود و یەکی وەی ئامانجەو ک وە ئاژاژاکی وەرەو ئاسوو بڕەسێ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I was never in my life so terribly frightened.	من هرگز در عمر خود چندان وحشت نکرده بودم.	وە مدەت عمرم، لێوا ڕخم نەچۊد	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
to prevent her from marrying anybody else.	برای این بود که نگذارد با کس دیگری ازدواج کند.	تا نەیلێ وەگەرد کەسێگتر سۊر بکەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
for none of her family bothered about it.	زیرا در اطراف او هم کسی از آن نگرانی نداشت.	هۊچ کام وە بنەماڵەیشی هە دڵەخوەری نەۊن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
coming out of his cabin who will furnish you with every particular	که از اتاق خود بیرون آمد و تمام اطلاعاتی که از وی بخواهید به شما خواهد داد	وە وتاخ ک هات ئەو دەیشت هەرچی زانیاریە؟ ک بتواین، دەید ئەو پیدان	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
as for parrots we've seen quite a number ofthem around here in the last few weeks	راجع به طوطی هم باید گفت که در این چند هفته اخیر طوطیهائی در اینجا دیدیم	لەبارەی تووتیش، بۊشم، تووتیەیلی وە ئی چەن هەفتە وە ئیرا دیمە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
at the mighty crash of this the innkeeper awoke	کاروانسرا دار از صدای تراق و تروق از خواب پرید	هۆتڵدارەگە وە دەنگ تەق و پووق وە خەو هیزدا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
she would carry the memory of it all her life.	این خاطره تا واپسین دم به یادش خواهد ماند.	ئی هۊرەوەریە تا بمرێ وە هۊریەو نیەچوود	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
seizing him by the arm he forced him to sit down beside himself.	آنگاه بازوی او را گرفت و به زور در کنار خویش نشانید.	باڵی گرت و وە زوور نیارەی لای خوەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
how I laughed and laughed!	این جمله آخر را در حالی که زیر خنده زده بود گفت.	چۊ، خەنیم و خەنیم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
because nature, in that country, observing the same proportion through all her operations.	زیرا چون همه کارهای طبیعت در آن کشور بر یک اندازه است.	چۆنکە گشت کارەیل سرووشت وە ئەو وڵاتەوە ها بان یەی لۆرەو.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
that resembled a half plucked turkey.	به یک بوقلمون شباهت داشت که نیمی از بال و پرش ریخته بود.	چمانی بووق بۊ ک کورک و پەڕی ڕشیاۊ.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I must leave you now, indeed.	در واقع من دیگر باید شما را ترک گویم.	وە ڕاسی بایە بیلەمەدانەو جی.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
till I see you are fit to mount your horse.	مگر این که مطمئن بشوم حالتان برای سوار شدن بر اسب مساعد است.	تا بۊنم حاڵد ئڕا سوارکاری خاسە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
let us take leave of the castellan and these gentlemen, and go hence this very instant.	ضمناً از قلعه بیگی و از حضرات وداع کنیم و هرچه زودتر از اینجا برویم!	بیلا ئی قەڵا و قەڵادارەیلە هەرچیزۊتر جی بیلیمن.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
because the house was locked and dark	از آن جا که خانه دربسته و تاریک بود	چۆنکە ماڵەگە بەرسیا و تیەریک بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
