en_sentence	fa_sentence	translation	variety	county	orthography	translator	4345
somehow made her usually soft voice heard above the tumult.	پس از سعی بسیار با صدای آرام خود توانست سر و صدا را فرو نشاند .	پس از اینکه خله کوشش هکرده بتونسسه شه آرومه گلی جا اتکه سره صدا ره داخسنده	Central Mazani	Babol	Farsi	Vol_6	
turned me to admire the magnanimity of the sea which will permit no records.	کراهت داشتم! و رو به دریا گرداندم تا عظمت آن را بستایم که هیچ نظیر ندارد.	ناخش داشتمه! و رو به دریا دگرندیمه تا ونه گتی ره بووم که هچی ونه جور دنییه	Central Mazani	Babol	Farsi	Vol_6	
she said when they were ready	وقتی هردو برای قدم زدن آماده شدند گفت	اون گدر که هر دِ تا گوم بزوئن واسسه اماده بینه بتته	Central Mazani	Babol	Farsi	Vol_6	
that if he was not allowed to enter the service he would run away.	که اگر به وی اجازه ندهند به خدمت نظام وارد شود از خانه خواهد گریخت.	که اگه وره نی الن بوره خدمت نظام سره ی جا فرار کنده	Central Mazani	Babol	Farsi	Vol_6	
to make sure that he was unobserved	پس از اینکه مطمئن شد کسی مراقب ایشان نیست	پس از اونکه بفمسسه هیچکی ونه مراقب نیه	Central Mazani	Babol	Farsi	Vol_6	
as was shown by a trifling incident.	یک حادثهٔ ناچیز این امر را بر او ثابت کرد.	ات تا کچکی اتفاق اینتا ره وره ثابت هکرده	Central Mazani	Babol	Farsi	Vol_6	
I cringed internally at her imagined reaction.	عضلاتم از تصور واکنش او منقبض شد.	مه عضله از فکر اینکه وه چی واکنشی دارنه سفت بییه	Central Mazani	Babol	Farsi	Vol_6	
must have died within minutes of retiring	لابد چند دقیقه پس از رفتن به اتاقش مرده بود	لابد چن دقه پس از اینکه بورده شه اتاق بمرده	Central Mazani	Babol	Farsi	Vol_6	
but she did not dare to speak of it.	ولی شهامت نداشت فکرش را به زبان بیاورد.	ولی شامت ناشته که شه فکر ره به زبون بیاره	Central Mazani	Babol	Farsi	Vol_6	
sounded shrill and unnatural	در گوش همه گوش خراش و غیرعادی بود	همه ی گوش بن بلن و غیر عادی بییه	Central Mazani	Babol	Farsi	Vol_6	
that a fox had been found, and the whole pack, joining together	که رد روباهی پیدا شده است و تمم گروه درهم آمیختند	که ات تا شال رج پیتا بییه و تموم گروه درهم بینه	Central Mazani	Babol	Farsi	Vol_6	
though he had been informed, to begin with, that she had already gone to bed.	هر چند به او گفتند که خوابیده است.	هرچن وره بتتنه که وه باخته	Central Mazani	Babol	Farsi	Vol_6	
to set off the dignity of the prince, and for the greater glory of the king's majesty.	تا حافظ و نگهبان عظمت تاج و تخت و موجب فخر و سربلندی شخص پادشاه باشند.	تا نگهبان گتی اون تاج و تخت و سربلندی پادشای باشن	Central Mazani	Babol	Farsi	Vol_6	
but the idea was as I say.	لکن مفاد سخنانم عینا همین بود که گفتم.	ولی مه سخن همین بیه که بتمه	Central Mazani	Babol	Farsi	Vol_6	
found he had not yet ceased to breathe.	دریافت که هنوز جان نداده است.	بفمسسه که هنو جان ندا	Central Mazani	Babol	Farsi	Vol_6	
hers for him was that she was indeed trifling with fire	در ته دل بیمناک بود که مبادا ندانسته دست به بازی با آتش زده	شه دل دله ترسیه که نابدا دس به آتش بازی بزوبو	Central Mazani	Babol	Farsi	Vol_6	
I dare not come again.	دیگر جرئت نخواهم کرد به اینجا باز گردم.	دیگه جرَت نکمبه اینجه بردگردم	Central Mazani	Babol	Farsi	Vol_6	
had never had a moment's hesitation about doing what he ought to do.	یک دم نیز در خصوص کاری که میبایست انجام دهد دچار تردید نشده بود.	اتا دم هم درباره کاری که وسسه انجوم هده شک نکرده	Central Mazani	Babol	Farsi	Vol_6	
laying a brawny hand upon his chest	دستی سنگین بر سینهء آقای لاری بگذارد	سنگینه دس ره آقای لاری سینه سر بی اله	Central Mazani	Babol	Farsi	Vol_6	
well, he'd hand 'em something that would surprise 'em.	بله کاری به سرشان خواهم آور که چشمهاشان چهار تا بشود.	اره ات کاری به روزگار وشون بیارم که وشون چش چار تا بووه	Central Mazani	Babol	Farsi	Vol_6	
I furnished myself with a light	من هم از برای خودم تحصیل روشنایی کردم	من هم شه واسسه روشنایی به دس بیاردمه	Central Mazani	Babol	Farsi	Vol_6	
who were already on sufficiently intimate terms with him	که کسانی بودند که با او به قدری صمیمی بودند	که ادمایی دینه که انده وشون جا اوگر بینه	Central Mazani	Babol	Farsi	Vol_6	
took the long horsewhip from its nail.	شلاق بلند را از روی میخ برداشت.	بلنده شلاق ره مخ رو بیته	Central Mazani	Babol	Farsi	Vol_6	
he put the bark hastily in his pocket.	پوست تبریزی را با عجله توی جیبش گذاشت.	تبریزی پوس ر تن تن بشته شه جیف	Central Mazani	Babol	Farsi	Vol_6	
from other accounts of it, that the conversation that evening was general.	زیرا آن شب مذاکرات به طور عمومی صورت گرفته بود.	چونکه اون شو صوبتا جم دله انجوم بیته	Central Mazani	Babol	Farsi	Vol_6	
to bend them the wrong way was intolerable.	انحراف آن به سویی دیگر غیرقابل تحمل بود.	ونه کج بیین به اتی ور ره ننشسسه تاب بیاردن	Central Mazani	Babol	Farsi	Vol_6	
maybe there was a corpse lying upstairs in the empty house.	شاید یک جسد در اتاق خواب دراز کشیده باشد.	شاید ات تا نَش اتاق خواب دله له بورد باشه	Central Mazani	Babol	Farsi	Vol_6	
he is admirably adapted to revive one's spirits	او مهارت کاملی در مشغول ساختن خاطر مشوش دارد	وه در سرگرم هکردن دپشوسسه خاطر خله ماهر هسسه	Central Mazani	Babol	Farsi	Vol_6	
the slightest trace of doubt in her tone.	در صدایش اثری ناپیدا از تردید وجود داشت.	ونه گلی نشون دا که وه شک و تردید داینه	Central Mazani	Babol	Farsi	Vol_6	
left him there, alone	او را در اتاق تنها گذاشت و رفت.	وره اتاق تینار بشته بورده	Central Mazani	Babol	Farsi	Vol_6	
pursued the fellow, surveying the range of closed doors.	نگاهی به درهای بسته درون سرسرا انداخت	اون سرسرای دله ی دوسسه در ره ات تا بشا	Central Mazani	Babol	Farsi	Vol_6	
he took up the piece of bread and carefully crumbled it away.	آن قطعه نان را برداشت و بدقت پاره کرد.	اون نون تیکه ره بیتا با دقت وره بولرزندیه	Central Mazani	Babol	Farsi	Vol_6	
but all your frightful stories have so upset me	اما این قصه هولناک شما مرا به کلی منقلب ساخت.	ولی این شمه ترسناکه داستان مه دل ره درسسی بردگرندیه	Central Mazani	Babol	Farsi	Vol_6	
till she found her arm drawn within his, and pressed against his heart	تا این که دید آقای نای تلی دستش را گرفته و روی قلب خودش گذاشته.	تا که بدی یه آقای نای تلی ونه دس ره بیتا بشته شه دل سر	Central Mazani	Babol	Farsi	Vol_6	
his serfs, or himself, only one ought to	واگذاری روستائیان زرخرید خود و هرگونه فداکاری دیگر مضایقه نخواهد کرد	از وابشتن شه بخری روستایی و هرجور فداکاری کم نلنده	Central Mazani	Babol	Farsi	Vol_6	
at length permitted me to go.	سرانجام نیز با رفتن من موافقت کرد.	سرآخر مه بوردن ره بپذیریه	Central Mazani	Babol	Farsi	Vol_6	
I said nothing, and tried to think nothing.	چیزی نگفتم و کوشیدم که فکری هم نکنم.	هچچی نتتما کوشش هکننه که فکری هم نکنم	Central Mazani	Babol	Farsi	Vol_6	
that is why you, in your turn, are to die	در خیال تلف کردن او شدند و چون او را نتوانستند.در خیال اتلاف شما شدند	به خیال ونه بکوشتن دکتنا چون نتونسسنه به فکر از میون بوردن شما دکتنه	Central Mazani	Babol	Farsi	Vol_6	
that he looked upon us as a sort of animals, to whose share, by what accident he could not conjecture, some small pittance of reason had fallen	به نظر او ما حیواناتی هستیم که بر حسب اتفاقی که از حدس آن عاجزست اندکی عقل و شعور نصیب ما شده است	ونه نظر اما حیوونی هسسمی که اتفاقی که نتونده حدس هم بزنه اتکه عقل و شعور اما ره برسیه	Central Mazani	Babol	Farsi	Vol_6	
I shall see, now, with my own eyes. I shall see all.	خودم باید به دیدگانم از حقایق آگاه کردم.	شه ونه شه اِش از حقیقت ها ره بفهمم	Central Mazani	Babol	Farsi	Vol_6	
their father tried to dissuade them.	پدرشان سعی کرد تا آن دو را از این تصمیم منصرف نماید.	وشون پر خله بتته که وشون دِ تا ره از این تصمیم بردگرنده	Central Mazani	Babol	Farsi	Vol_6	
was amazed when the owls soared down and dropped it right in front of him	وقتی جغدها پروازکنان جلو آمدند و بسته را روی پای او انداختند بسیار متعجب شد.	زمای که پیتکله پرپر بزونا پیش بیمونه و بسسه ره ونه لینگ بن دم بدانه خله وَش بییه	Central Mazani	Babol	Farsi	Vol_6	
now he had crossed that line and not only was there nothing terrible	اما اینک از آن خط گذشتند و نه تنها واقعه وحشتناکی به وقوع نپیوست	اما اسا اون خط جا بگذشتنا هچ اتفاق ترسناکی هم نکته	Central Mazani	Babol	Farsi	Vol_6	
without even knowing she loved it	بدون این که از این علاقه آگاه باشد.	بیدون اینکه این دلبخواهی ره دونه	Central Mazani	Babol	Farsi	Vol_6	
I cleared it and told him I'd written a story.	گلویی صاف کردم و گفتم قصه ای نوشته ام .	گلی ره سات هکردما بتتمه ات ت قصه بنویشتمه	Central Mazani	Babol	Farsi	Vol_6	
I made a concerted effort to focus.	من تلاش متمرکزی کردم تا تمرکز کنم.	من خله کوشش هکردمه تا تمرکز هکنم	Central Mazani	Babol	Farsi	Vol_6	
I pulled out my keys and reached over the top of him to open the back door.	کلیدم را بیرون آوردم و از بالای سرش دستم را دراز کردم تا در را باز کنم.	کلی ره دیا در بیاردما ونه سر بالا شه دس ره دراز هکردمه تا در ره وا هکنم	Central Mazani	Babol	Farsi	Vol_6	
especially because her raised hand of an archangelic messenger was moving with the swaying of the cart.	خصوصاً به این دلیل که او یک دست خود را به هوا بلند کرد و هماهنگ با حرکت گاری به چپ و راست تکان داد	به ویژه اینکه وه شه یک دس ره به هوا بلن هکردا همراه گاری حرکت چپ راس هلاکندیه	Central Mazani	Babol	Farsi	Vol_6	
she concluded, laying her hand on her beautiful, fully expanded bosom and looking up to heaven.	سخنش را تمام کرد و دستش را روی سینه برجسته و زیبای خود گذاشت و به آسمان نگاه کرد.	شه حرف توم بکردا شه دس ره بشته شه گته قشنگه سینه ی سر و آسمون ره بش	Central Mazani	Babol	Farsi	Vol_6	
but the blood had dried just one lock into a stiff cowlick.	ولی خون مقداری از موهایش را در جهت مخالف خشک کرده بود.	ولی خون ونه اته می ره اَتی ور خشک هکرد بی یه	Central Mazani	Babol	Farsi	Vol_6	
was tenderer than usual and even more delightful.	بیش از همیشه مهربان بود و حتی طرب انگیز تر.	ویشتر از هر گدری مهروون بی یه و حتی خشال تر	Central Mazani	Babol	Farsi	Vol_6	
he should have neglected to give any intelligence about himself	او باید از دادن احوال خودش چشم پوشی کرده .	وه از هدائن شه حال و احوال چش دپوشی یه	Central Mazani	Babol	Farsi	Vol_6	
gazed about wondering at the wealth	شگفت زده به گوشه و کنار آشپزخانه چشم انداخت	وَش بیی گوشه کنار آشپزخنه ره بشا	Central Mazani	Babol	Farsi	Vol_6	
I couldn't do without her.	بدون او هیچ کار نمی تونستم بکنم	بیدون وه من هیچ کاری نتونسسمه هکنم	Central Mazani	Babol	Farsi	Vol_6	
I looked back up from my homework'comforting	دوباره سرم را از روی تکالیفم بلند کردم	ایی شه سر ره شه تکلیف جا بلن هکردمه	Central Mazani	Babol	Farsi	Vol_6	
she could have nothing to explore or to suffer	چیزی نبود که به آن فکر بکند یا از آن ناراحت بشود.	چیزی نییه که ونه فکر هکنه و یا ونه جا نارات بووه	Central Mazani	Babol	Farsi	Vol_6	
if they hadn't been so worried about what they had to do.	اگر برای کاری که در پیش رو داشتند نگران نبودند	اگه اون کاری که پیش رو داشتنه ی سسه نگرون نینه	Central Mazani	Babol	Farsi	Vol_6	
she sent a man over to try to get hold of me.	یکی را فرستاد که بلکه مرا پس بگیرد	ات تا ره راهی هکرده ولکه مه ره پس هیره	Central Mazani	Babol	Farsi	Vol_6	
who was still looking very disgruntled that he'd been using sign language all day for nothing.	فاج هنوز ناراحت بود که تمام روز بیهوده با علم اشاره حرف زده بود.	فاج هنو نارات بییه که همه ی روز ره با علم اشاره حرف بزه بییه	Central Mazani	Babol	Farsi	Vol_6	
he dashing to the door to make sure.	به سرعت به طرف در رفت که به چشم خودش ببیند.	به تِش بوردمه در وَر که وه شه چش جا بوینه	Central Mazani	Babol	Farsi	Vol_6	
she thought and desperation came back to her.	با این فکر نگرانی دوباره بازگشت.	با این فکر ونه نگرونی ایی بردگرسسه	Central Mazani	Babol	Farsi	Vol_6	
I don't mean to obey it	اگر هم باشد من حاضر به پیروی از آن نیستم.	اگرم باشه من حاضر نیمه ونه جا پیروی هکنم	Central Mazani	Babol	Farsi	Vol_6	
I glanced at the angry mob, too	من نیز نگاه کوتاهی به جمعیت ناراضی و ناراحت انداختم.	منم اتی کتا اِش اون جمیت ناخش و نارات ره داشتمه	Central Mazani	Babol	Farsi	Vol_6	
only once she said in passing that in all human sorrows nothing gives comfort but love and faith,	تنها یک بار برحسب اشارت گفت که در میان تمامی عواطف بشری فقط عشق و ایمان تسلی بخش است	فقط ات وار ااشاره پِه بتته که میون همه ی آدم عاطفه فقط خواهونی و ایمان دلداری دنه	Central Mazani	Babol	Farsi	Vol_6	
I shall only just mention the circumstance to the others in a common way.	فقط من برای بقیه باید کلیاتش را بگویم.	فقط من ونه بقیه ی وسسه ونه همه چی ره بووم	Central Mazani	Babol	Farsi	Vol_6	
she could scarcely swallow two mouthfuls before tears interrupted her	هنوز دو گاز نزده بود که اشکش سراپر شد و دیگر نتوانست بخورد.	هنو دِ تا گاز نزو که ونه برمه بکلسسه و دیگه نتونسسه بخره	Central Mazani	Babol	Farsi	Vol_6	
even if I have to kill you.	باور کن اگر لازم باشد حاضرم تو را بکشم.	باور هکن اگه لازم باشه حاضرمه ته ره بکوشم	Central Mazani	Babol	Farsi	Vol_6	
he pulled out his wand and limped off into the forest.	او چوبدستیش را بالا گرفت و لنگ لنگان وارد جنگل شد.	وه شه دسسه چو ره بالا هیته و هالنگ هالنگ جنگل دله بورده	Central Mazani	Babol	Farsi	Vol_6	
there miserably howled	از روی عجز و بیچارگی زوزه کشیده بود	عجز و بیچارگی جا زوزه بکشییه	Central Mazani	Babol	Farsi	Vol_6	
the angels shall hold him up lest he fall and bruise himself	که فرشتگان او را در هوا خواهند گرفت و خواهند برد و به زمین نخواهد افتاد و خرد نخواهد شد	که فرشته ها وره هوای سر گرننه و ورننه و بنه جر نکفنه و پیله پیل ننه	Central Mazani	Babol	Farsi	Vol_6	
when we came out to the car again I saw his car had been drawn up outside a cafe on the opposite side of the road.	آیا در خارج به انتظار ما ایستاده و یا به طرف لندن حرکت کرده است.	آیا در خارج امه چش به را نیشته یا لندن ور راهی بییه	Central Mazani	Babol	Farsi	Vol_6	
calculated to shock his trust in final causes, including the adaptation of fine young women to purplefaced bachelors.	برای این خلق شده بود که اعتمادش به علل غایی از آن جمله مناسب بودن زنان زیبای جوان برای مردان مجرد صورت سرخ را از بین ببرد.	اینتای سه به دنیا بییمو که ونه اعتماد به هدف نهایی مونند اینکه خار بیینِ زنای جوون خجیر مردای سرخه دیم واسه ره از میون بوره	Central Mazani	Babol	Farsi	Vol_6	
however, entirely to relieve you of it	ولی برای اینکه کاملاً شما را از اشتباه بیرون بیاورم	ولی اینکه شما ره درسسی اشتبای جا دربیارم	Central Mazani	Babol	Farsi	Vol_6	
her jaw dropping as she looked after the carriage with passionate curiosity.	یک بار دیگر برگشت و نگاهی به درشکه انداخت.	اتی وار دیگه دگرسسه و درشکه ره بشا	Central Mazani	Babol	Farsi	Vol_6	
or else an idle whim is going to spirit me away.	همان هوس نیز اکنون مرا برانگیخته است تا از اینجا بروم.	همون هوس مه ره اسا اتی هکرده که اینجه ی جا بورم	Central Mazani	Babol	Farsi	Vol_6	
at that moment made his way through the crowd	از میان جمعیت راهی برای خود گشود	میون جمیت جا ات تا را شه واسسه وا هکرده	Central Mazani	Babol	Farsi	Vol_6	
this pleasant, genial smoke we had, soon thawed it out, and left us cronies.	این دود خوش مهرآمیز که از یک چپق کشیدیم به زودی آن یخ را ذوب کرد و ما را دوست نزدیک ساخت.	این خاره خشه دی که ات تا چپق جا بکشیمی خله زود اون یخ ره او هکرده و اما ره د تا اوگره رفق بساته	Central Mazani	Babol	Farsi	Vol_6	
he believed that, should a woman be so unfortunate as to have such unladylike comprehension, she should pretend not to.	معتقد بود اگر زنی به طور اجبار این مسایل را آموخته است اصلا نباید دانش خود را افشا کند.	بوور داشته که اگه ات تا زنا به اجبار یان چیزا ره یاد بیته هیچ وخ نونه اونچه دونده ره رو هکنه	Central Mazani	Babol	Farsi	Vol_6	
when there came ringing over the island the cry of a man at the point of death.	که فریاد احتضار مردی در فضای جزیره طنین انداخت.	که ات تا مردی بمردن داد و هوار درس جزیره ی دله دپیته	Central Mazani	Babol	Farsi	Vol_6	
but when I was going to bed at night, asked me if I had got that book?	ولی در وقت خواب از من پرسید که آیا این کتاب را دارم!	ولی باختن گدری مه جا بپرسیه که آیا اینتا کتاب ره دارمه	Central Mazani	Babol	Farsi	Vol_6	
when I was nearly four that I suddenly realized that we owned a dog.	تقریباً چهار ساله بودم که متوجه شدم سگ داریم.	کمه بیش چار ساله بیمه که بفمسسمه سگ دارممی	Central Mazani	Babol	Farsi	Vol_6	
she dreamed of helping him to see as she saw, of widening his horizon until it was identified with hers.	او در این اندیشه بود که به مارتین کمک کند تا دنیا را همچون او ببیند. افق دیدش را بگستراند تا جایی که با افق دید خودش یکی شود.	وه در این فکر دییه که مارتین ره کومک هکنه که دنیا ره مونند وه بوینه. ونه اِش ره گت هکنه تا شه اِشِ جا یکی هکنه	Central Mazani	Babol	Farsi	Vol_6	
we both soon slumbered.	چیزی نگذشت که هردومان به خواب رفتیم.	اته نییه که اما هر دِ تا خو بوردمی	Central Mazani	Babol	Farsi	Vol_6	
opens her mouth, closes it again	دهانش را باز کرد ولی فوری آن را بست.	شه دهون ره وا هکرده ولی خله زود وره دوسسه	Central Mazani	Babol	Farsi	Vol_6	
he had felt a stirring of tenderness.	لطافتی در خود احساس کرده بود.	نرمی شه درون احساس هکرده	Central Mazani	Babol	Farsi	Vol_6	
I must outfit a ship to bring the treasure to the surface.	من باید تجهیزات و ساز و برگ و کشتی داشته باشم تا بتوان آن گنجینه را به سطح آب بیاورم.	من ونه بند و بسات و ساز و برگ و کشتی دارم که بتون باشم اونتا گنجینه ره بیارم اوی سر	Central Mazani	Babol	Farsi	Vol_6	
I never saw you for an instant.	حتی برای یک بار هم موفق نشدم شما را ببینم.	حتی ات تا وا رهم نتونسسمه شما ره بوینم	Central Mazani	Babol	Farsi	Vol_6	
was afraid of looking at her, and yet felt an irresistible desire to do so.	بیم داشت به او بنگرد اما در عین حال	ترسیه وره بوینه ولی با این وجود	Central Mazani	Babol	Farsi	Vol_6	
he had some other feelings towards women than towards grouse and foxes	اما نسبت به زنان همان احساسی را نداشت که به روباه و قرقاول.	اما زنان رو همون احساسی که به شال و تیرنگ داشته ره ناشته	Central Mazani	Babol	Farsi	Vol_6	
I followed that of letters	من راه تحصیل علم را در پیش گرفتم	من اون دانش پی بوردن راه ره در پیش هیتمه	Central Mazani	Babol	Farsi	Vol_6	
pestered him with her attentions	او را با توجهات خود به ستوه آورد	وه ره با اون شه توجه به ستو بیارده	Central Mazani	Babol	Farsi	Vol_6	
that morning, as it chanced, there was only this one letter	آن روز صبح تصادفاً فقط همین یک نامه رسیده بود	اون روز سه وایی تصادفی فقط همین ات تا نامه برسی بییه	Central Mazani	Babol	Farsi	Vol_6	
why didn't you tell me that that infernal harpooneer was a cannibal?	اصلا چرا از اول به من نگفتی این زوبین انداز جهنمی آدمی خوار است.	اصن چه از اول مه ره نتتی که اینتا زپپین دم ده جندمی آدم خواره	Central Mazani	Babol	Farsi	Vol_6	
or that the fraction of three witty sayings lasted eighteen thousand two hundred and fifty nights	یا آن که تقسیم سه عبارت هوشمندانه که طی هجده هزار و دویست و پنجاه شب دوام آورد	یا اون بخشبندی سه جمله هوشمندانه که هیژده هزار و دویس و پنجا شو ادامه داشته	Central Mazani	Babol	Farsi	Vol_6	
but he still had to duck	با این حال هری مجبور شد سرش را بدزدد	با ایتنده هری ناچار بییه که شه سر ره جا بده	Central Mazani	Babol	Farsi	Vol_6	
but, the old gentleman, eyeing him with an expression of dislike	ولی پیرمرد با نگاهی تنفرآمیز او را برانداز کرد	ولی پیرمردی وره با بزیاری بشا	Central Mazani	Babol	Farsi	Vol_6	
as you are a gentleman, burn this letter	شما آقای محترمی هستید.این نامه را بسوزانید	شما ات تا آدم محترم هسسنی. اینتا نامه ره بسوزندین	Central Mazani	Babol	Farsi	Vol_6	
she made her stay in bed for five days and	بدین طریق او را پنج روز تمام در بستر خواباند	اینجوری وه ره پنج روز تموم لای دله باخسندیه	Central Mazani	Babol	Farsi	Vol_6	
I was left as weak as ever I had been	من دوباره مثل قبل ضعیف و ناتوان شدم.	من ایی پیشتر جور زرده زارا و مردنی بیمه	Central Mazani	Babol	Farsi	Vol_6	
I stepped over the great western gate.	من پای خود را بلند کردم و آن سوتر دروازه بزرگ باختری نهادم.	من شه چک ره بلن هکردما اونورتر غرب گته دروازه ی ور بشتمه	Central Mazani	Babol	Farsi	Vol_6	
that you've been in a wrong position altogether	اصلاً در انتخاب کردن محل کار هم برایت سوء تفاهمی حاصل شده است.	اصلن اون محل کار انتخاب هکردن واسسه هم ته سسه بدفهمی پیش بییمو	Central Mazani	Babol	Farsi	Vol_6	
I know the answer to many riddles.	من پاسخ بسیاری از معماها را میدانم.	من جواب خله ازین معماها ره دومبه	Central Mazani	Babol	Farsi	Vol_6	
he always had his points at his fingers' ends in the morning.	فردای آن روز بر دقایق نکات و ظرایف امور پروندهء خویش احاطهء کامل داشت.	فردای اون روز اون تموم نکات و ریزه کاریهای شه پرونده ره کاملن دونسسه	Central Mazani	Babol	Farsi	Vol_6	
so that none of them could miss a word	طوری که همه تمام صحبتش را درست بفهمند	جوری که همه تموم ونه حرفا ره درس بفهمن	Central Mazani	Babol	Farsi	Vol_6	
while he read this long and painful letter	در اثنای قرائت این نامه طولانی	این درازه نامه ی بخونسسن گدری	Central Mazani	Babol	Farsi	Vol_6	
I did not come this way,' I said.	خیلی متأاسفم. من متوجه این نکته نشدم.	خله ناراتمه. من این نکته ره نفمسسمه	Central Mazani	Babol	Farsi	Vol_6	
as if it boded ill omen to his venture.	گویی پیشگویی شومی برای سفر او بود.	انگاری ونه سفر واسسه ات تا نخشه پیشگویی بییه	Central Mazani	Babol	Farsi	Vol_6	
without any scene from which she did not return with the same unperturbed keenness of eye and the same high natural color.	بی آنکه هنگام بازگشت از جایی اندک تغییری در نگاه آرام چشمان تیزبینش یا چهره گلگونش ببینید.	بی اونکه دییه از جایی اییمو ونه آروم تیزوینه اِش یا ونه اون سرخه لاله دیمِ دله تغییری بوینین	Central Mazani	Babol	Farsi	Vol_6	
I can even say definitely that it was a marriage of affection.	در این خصوص هم من مدارک مثبتی بدست دارم.	اینتای خوری هم من خاره مدارک به دس بیاردمه	Central Mazani	Babol	Farsi	Vol_6	
bought herself a pair of espadrilles on the way to the train.	در راه ایستگاه قطار برای خود یک جفت کفش کتانی خرید.	ایسگای قطار را شه واسسه ات تا جفت کفش کتونی بخریه	Central Mazani	Babol	Farsi	Vol_6	
because it was the forgetfulness of death.	از آن فراموش شدگی پس از مرگ که برایش آشنا بود.	از اون یاد بکردنای بعد از بمردن که ونه وسسه آشنا بییه	Central Mazani	Babol	Farsi	Vol_6	
the shadow of someone she had never met.	سایه کسی که هرگز ملاقاتش نکرده بود.	ات تا ادم سایه که هیچ وخ وره بدی نییه	Central Mazani	Babol	Farsi	Vol_6	
before going down she went into the room where the icons hung	از جا برخاست و پیش از آنکه پایین برود به اتاق شمایل رفت	اونجه ی جا پرسسا و پیش از اینکه جر بوره به اتاق شمایل بورده	Central Mazani	Babol	Farsi	Vol_6	
she recalled his composure, and a feeling of anger against him impelled her to tear the sheet with the phrase she had written into tiny bits.	به یاد خونسردی و تسلط بر نفس ورانسکی افتاد و احساس خشم نسبت به او وادارش کرد که کاغذ را پاره کند.	وقتی یاد اون خونسردی و اعتمادی که ورانسکی شه رو داشته دکته غظی که نسبت به وه ونه دله دکته باعث بییه که برگه ره بوسنده	Central Mazani	Babol	Farsi	Vol_6	
I had not deceived him, though, not for a moment.	معلوم شد که با این تظاهرات نتوانستم بودم او را فریب بدهم.	ملوم بییه که با این تظارات نتونسسمه وره گول بزنم	Central Mazani	Babol	Farsi	Vol_6	
as if his death had been not his own decision	درست مثل این که مرگ او به تصمیم خودش ربطی ندارد	درس مونند اینه که ونه مرگ ونه تصمیم ره هیچ ربطی نارنه	Central Mazani	Babol	Farsi	Vol_6	
I didn't realize someone was holding my hand until whoever it was squeezed it lightly.	من متوجه نشدم که کسی دستم را نگه داشته است تا زمانی که هر کسی که بود با آرامی آن را فشرد.	من نفهمسسمه که کسی مه دس ره دارنه تا اون گدر که هر کسی که بییه وره یواش جِق هدا	Central Mazani	Babol	Farsi	Vol_6	
more than anything else, it troubled and irritated him.	حال از بابت رنجیده و مشوش شده بود.	حالم اینتای سسه نارات و دپشوس بییه	Central Mazani	Babol	Farsi	Vol_6	
I felt a tiny bit better, too.	من هم کمی احساس بهتری پیدا کردم.	منم اتکه احساس بیتتری پیتا هکردمه	Central Mazani	Babol	Farsi	Vol_6	
to invent an easy justification for his surrender.	برای تسلیم شدن خود عذر موجهی تراشید.	تسلیم بیین واسسه عذر قابل قبولی بتاشیه	Central Mazani	Babol	Farsi	Vol_6	
it had been transformed and become fitted to shelter chaste mysteries.	دگرگون شده و به پوشاندن رازهای عفیفانه اختصاص یافته بود.	پشتیم پلی بییه و رازهایی پاک ره دپوشیئن واسه خار بییه	Central Mazani	Babol	Farsi	Vol_6	
but I decided that was nonsense.	ولی پیش خود آن را نپذیرفتم و باور نکردم.	ولی شه پیش اونتا ره قبول نکردما بوور نکردمه	Central Mazani	Babol	Farsi	Vol_6	
slapped her left hand on its biceps in a fascinating	در این حال دست چپش را به حالت توجه برانگیز و مرموزی روی ران گذاشته بود.	در این حال شه دس ره ات جوری که توجه بیره و خله مرموز واری سرین رو بشت بییه	Central Mazani	Babol	Farsi	Vol_6	
meeting with any interruption by the way.	بدون این که در ضمن راه به مانعی برخورد کند	بی اونکه را بوردن گدر به ات تا مانع برخورد هکنه	Central Mazani	Babol	Farsi	Vol_6	
but at the same instant the man raised his light, which flashed in his face	لکن در همان لحظه مرد چراغ را بلند کرد و صورتش روشن شد.	ولی همون دم مردی چراغ ره بلن هکردا ونه دیم سو دکته	Central Mazani	Babol	Farsi	Vol_6	
still more, in endeavouring to escape from them after so much trouble and expense had been incurred in his recovery.	بدتر از آن اینکه بعد از آن همه زحمات و مخارجی که دوستان متحمل شدند تا بر او دست یافتند دوباره قصد فرار داشته است.	بدتر از اینکه بعد از اون همه زمت و خرجی که رفقون هکردنه تا وره دس بیاردنه ایی قصد داشته در بوره	Central Mazani	Babol	Farsi	Vol_6	
poured all the gold into his palm	هرچه زر بود در کف دست او ریختم	هرچی زر بیه ونه کف دس دله دکردمه	Central Mazani	Babol	Farsi	Vol_6	
but he could no longer do it.	اما دیگر به انجام این عمل قادر نبود.	اما دیگه نتونسسه این کار ره هکنه	Central Mazani	Babol	Farsi	Vol_6	
taking care to stand on one side, so that, screened by the curtain, I could see without being seen.	دقت داشتم طوری از شکاف پرده بیرون را نگاه کنم که خودم دیده نشوم.	دقت داشتمه که جوری پرده ی درز جا دیا ره بشم که شه دیده نووم	Central Mazani	Babol	Farsi	Vol_6	
he took the blow bravely	این ضربه را با شهامت تحمل کرد.	اینتا ضربه ره با دلری تاب بیارده	Central Mazani	Babol	Farsi	Vol_6	
